date,district,rainfall_mm,temperature_c,weather_condition
2025-11-05,SHIVAMOGGA,1.3,24.4,SUNNY
2025-11-06,SHIVAMOGGA,0.1,21.7,SUNNY
2025-11-07,SHIVAMOGGA,0.3,23.3,SUNNY
2025-11-08,SHIVAMOGGA,0.6,25.2,SUNNY
2025-11-09,SHIVAMOGGA,0.7,23.1,SUNNY
2025-11-10,SHIVAMOGGA,0.3,22.0,SUNNY
2025-11-11,SHIVAMOGGA,0.6,24.3,SUNNY
2025-11-12,SHIVAMOGGA,1.6,25.0,SUNNY
2025-11-13,SHIVAMOGGA,0.0,25.6,SUNNY
2025-11-14,SHIVAMOGGA,0.8,24.2,SUNNY
2025-11-15,SHIVAMOGGA,0.2,24.9,SUNNY
2025-11-16,SHIVAMOGGA,0.3,24.4,SUNNY
2025-11-17,SHIVAMOGGA,0.3,22.5,SUNNY
2025-11-18,SHIVAMOGGA,0.4,25.5,SUNNY
2025-11-19,SHIVAMOGGA,0.8,23.8,SUNNY
2025-11-20,SHIVAMOGGA,0.9,23.2,SUNNY
2025-11-21,SHIVAMOGGA,0.1,22.9,SUNNY
2025-11-22,SHIVAMOGGA,0.5,25.0,SUNNY
2025-11-23,SHIVAMOGGA,0.1,24.3,SUNNY
2025-11-24,SHIVAMOGGA,0.0,24.8,SUNNY
2025-11-25,SHIVAMOGGA,0.1,25.3,SUNNY
2025-11-26,SHIVAMOGGA,0.0,22.8,SUNNY
2025-11-27,SHIVAMOGGA,0.0,24.3,SUNNY
2025-11-28,SHIVAMOGGA,1.1,26.0,SUNNY
2025-11-29,SHIVAMOGGA,0.0,23.6,SUNNY
2025-11-30,SHIVAMOGGA,0.0,24.4,SUNNY
2025-12-01,SHIVAMOGGA,0.3,25.2,SUNNY
2025-12-02,SHIVAMOGGA,0.1,23.1,SUNNY
2025-12-03,SHIVAMOGGA,0.2,23.9,SUNNY
2025-12-04,SHIVAMOGGA,0.4,25.9,SUNNY
2025-12-05,SHIVAMOGGA,0.2,25.4,SUNNY
2025-12-06,SHIVAMOGGA,0.4,25.8,SUNNY
2025-12-07,SHIVAMOGGA,0.4,24.6,SUNNY
2025-12-08,SHIVAMOGGA,0.1,24.6,SUNNY
2025-12-09,SHIVAMOGGA,0.7,26.7,SUNNY
2025-12-10,SHIVAMOGGA,0.6,26.8,SUNNY
2025-12-11,SHIVAMOGGA,0.2,26.8,SUNNY
2025-12-12,SHIVAMOGGA,0.0,25.4,SUNNY
2025-12-13,SHIVAMOGGA,0.2,28.0,SUNNY
2025-12-14,SHIVAMOGGA,0.1,25.7,SUNNY
2025-12-15,SHIVAMOGGA,0.0,27.9,SUNNY
2025-12-16,SHIVAMOGGA,0.6,25.9,SUNNY
2025-12-17,SHIVAMOGGA,0.0,26.9,SUNNY
2025-12-18,SHIVAMOGGA,0.1,25.4,SUNNY
2025-12-19,SHIVAMOGGA,0.2,26.1,SUNNY
2025-12-20,SHIVAMOGGA,0.4,28.3,SUNNY
2025-12-21,SHIVAMOGGA,0.8,26.0,SUNNY
2025-12-22,SHIVAMOGGA,1.4,28.9,SUNNY
2025-12-23,SHIVAMOGGA,0.4,25.9,SUNNY
2025-12-24,SHIVAMOGGA,0.1,27.6,SUNNY
2025-12-25,SHIVAMOGGA,0.7,26.4,SUNNY
2025-12-26,SHIVAMOGGA,0.5,25.7,SUNNY
2025-12-27,SHIVAMOGGA,0.2,26.0,SUNNY
2025-12-28,SHIVAMOGGA,0.0,28.6,SUNNY
2025-12-29,SHIVAMOGGA,0.1,28.7,SUNNY
2025-12-30,SHIVAMOGGA,0.7,26.3,SUNNY
2025-12-31,SHIVAMOGGA,1.6,28.3,SUNNY
2026-01-01,SHIVAMOGGA,0.1,28.7,SUNNY
2026-01-02,SHIVAMOGGA,0.3,28.1,SUNNY
2026-01-03,SHIVAMOGGA,0.0,28.5,SUNNY
2026-01-04,SHIVAMOGGA,0.4,27.9,SUNNY
2026-01-05,SHIVAMOGGA,0.1,30.0,SUNNY
2026-01-06,SHIVAMOGGA,0.1,27.7,SUNNY
2026-01-07,SHIVAMOGGA,1.2,30.4,SUNNY
2026-01-08,SHIVAMOGGA,0.3,29.9,SUNNY
2026-01-09,SHIVAMOGGA,0.6,28.7,SUNNY
2026-01-10,SHIVAMOGGA,0.3,30.7,SUNNY
2026-01-11,SHIVAMOGGA,0.0,29.8,SUNNY
2026-01-12,SHIVAMOGGA,1.1,30.0,SUNNY
2026-01-13,SHIVAMOGGA,1.2,29.7,SUNNY
2026-01-14,SHIVAMOGGA,0.7,28.1,SUNNY
2026-01-15,SHIVAMOGGA,1.0,29.5,SUNNY
2026-01-16,SHIVAMOGGA,0.0,28.3,SUNNY
2026-01-17,SHIVAMOGGA,0.0,30.4,SUNNY
2026-01-18,SHIVAMOGGA,0.3,31.4,SUNNY
2026-01-19,SHIVAMOGGA,0.7,28.6,SUNNY
2026-01-20,SHIVAMOGGA,0.3,30.2,SUNNY
2026-01-21,SHIVAMOGGA,0.6,31.5,SUNNY
2026-01-22,SHIVAMOGGA,0.8,29.4,SUNNY
2026-01-23,SHIVAMOGGA,0.1,30.8,SUNNY
2026-01-24,SHIVAMOGGA,0.4,29.1,SUNNY
2026-01-25,SHIVAMOGGA,0.0,30.1,SUNNY
2026-01-26,SHIVAMOGGA,0.8,30.6,SUNNY
2026-01-27,SHIVAMOGGA,0.1,32.6,SUNNY
2026-01-28,SHIVAMOGGA,0.6,32.5,SUNNY
2026-01-29,SHIVAMOGGA,0.7,30.6,SUNNY
2026-01-30,SHIVAMOGGA,0.8,31.8,SUNNY
2026-01-31,SHIVAMOGGA,0.1,30.9,SUNNY
2026-02-01,SHIVAMOGGA,0.1,33.0,SUNNY
2026-02-02,SHIVAMOGGA,0.6,31.3,SUNNY
2026-02-03,SHIVAMOGGA,0.1,32.6,SUNNY
2026-02-04,SHIVAMOGGA,0.1,31.9,SUNNY
2026-02-05,SHIVAMOGGA,0.1,31.7,SUNNY
2026-02-06,SHIVAMOGGA,0.4,33.5,SUNNY
2026-02-07,SHIVAMOGGA,0.7,30.6,SUNNY
2026-02-08,SHIVAMOGGA,0.4,30.4,SUNNY
2026-02-09,SHIVAMOGGA,0.2,33.4,SUNNY
2026-02-10,SHIVAMOGGA,0.9,31.4,SUNNY
2026-02-11,SHIVAMOGGA,0.2,33.3,SUNNY
2026-02-12,SHIVAMOGGA,0.7,33.9,SUNNY
2026-02-13,SHIVAMOGGA,0.0,30.7,SUNNY
2026-02-14,SHIVAMOGGA,0.6,31.8,SUNNY
2026-02-15,SHIVAMOGGA,0.1,30.4,SUNNY
2026-02-16,SHIVAMOGGA,0.7,30.9,SUNNY
2026-02-17,SHIVAMOGGA,0.2,33.4,SUNNY
2026-02-18,SHIVAMOGGA,0.3,30.5,SUNNY
2026-02-19,SHIVAMOGGA,0.3,31.2,SUNNY
2026-02-20,SHIVAMOGGA,0.2,31.7,SUNNY
2026-02-21,SHIVAMOGGA,0.4,34.5,SUNNY
2026-02-22,SHIVAMOGGA,0.7,32.4,SUNNY
2026-02-23,SHIVAMOGGA,0.1,31.0,SUNNY
2026-02-24,SHIVAMOGGA,0.4,32.6,SUNNY
2026-02-25,SHIVAMOGGA,1.0,31.2,SUNNY
2026-02-26,SHIVAMOGGA,0.6,34.9,SUNNY
2026-02-27,SHIVAMOGGA,0.4,34.8,SUNNY
