route_id,manifest_id,vehicle_id,warehouse_id,stop_sequence,fps_id,latitude,longitude,distance_from_previous_km,eta_minutes,route_status
RT-0001588,MAN-000135,VEH-0109,WH-009,2,FPS-0034,13.700795,77.101495,33.57,73,PLANNED
RT-0001589,MAN-000135,VEH-0109,WH-009,2,FPS-0034,13.700795,77.101495,33.57,73,PLANNED
RT-0001590,MAN-000135,VEH-0109,WH-009,3,FPS-0309,13.584892,77.138357,13.49,29,PLANNED
RT-0001591,MAN-000135,VEH-0109,WH-009,3,FPS-0309,13.584892,77.138357,13.49,29,PLANNED
RT-0001592,MAN-000135,VEH-0109,WH-009,4,FPS-0534,13.435971,76.929619,27.99,61,PLANNED
RT-0001593,MAN-000135,VEH-0109,WH-009,4,FPS-0534,13.435971,76.929619,27.99,61,PLANNED
RT-0001594,MAN-000135,VEH-0109,WH-009,5,FPS-0384,13.594804,76.977254,18.4,40,PLANNED
RT-0001595,MAN-000135,VEH-0109,WH-009,5,FPS-0384,13.594804,76.977254,18.4,40,PLANNED
RT-0001596,MAN-000135,VEH-0109,WH-009,6,FPS-0284,13.620718,77.149358,18.82,41,PLANNED
RT-0001597,MAN-000135,VEH-0109,WH-009,6,FPS-0284,13.620718,77.149358,18.82,41,PLANNED
RT-0001598,MAN-000136,VEH-0109,WH-009,1,FPS-0159,13.593234,76.830739,15.92,35,DRAFT
RT-0001599,MAN-000136,VEH-0109,WH-009,1,FPS-0159,13.593234,76.830739,15.92,35,DRAFT
RT-0001600,MAN-000136,VEH-0109,WH-009,2,FPS-0184,13.466907,76.863041,14.47,31,DRAFT
RT-0001601,MAN-000136,VEH-0109,WH-009,2,FPS-0184,13.466907,76.863041,14.47,31,DRAFT
RT-0001602,MAN-000136,VEH-0109,WH-009,3,FPS-0209,13.452591,76.799717,7.03,15,DRAFT
RT-0001603,MAN-000136,VEH-0109,WH-009,3,FPS-0209,13.452591,76.799717,7.03,15,DRAFT
RT-0001604,MAN-000136,VEH-0109,WH-009,4,FPS-0234,13.454356,76.841807,4.56,10,DRAFT
RT-0001605,MAN-000136,VEH-0109,WH-009,4,FPS-0234,13.454356,76.841807,4.56,10,DRAFT
RT-0001606,MAN-000136,VEH-0109,WH-009,5,FPS-0259,13.598217,77.155492,37.5,82,DRAFT
RT-0001607,MAN-000136,VEH-0109,WH-009,5,FPS-0259,13.598217,77.155492,37.5,82,DRAFT
RT-0001608,MAN-000136,VEH-0109,WH-009,6,FPS-0509,13.544975,77.100703,8.37,18,DRAFT
RT-0001609,MAN-000136,VEH-0109,WH-009,6,FPS-0509,13.544975,77.100703,8.37,18,DRAFT
RT-0001610,MAN-000137,VEH-0035,WH-010,1,FPS-0510,12.954649,77.024402,15.75,34,PLANNED
RT-0001611,MAN-000137,VEH-0035,WH-010,1,FPS-0510,12.954649,77.024402,15.75,34,PLANNED
RT-0001612,MAN-000137,VEH-0035,WH-010,2,FPS-0210,12.663145,77.207424,38.01,83,PLANNED
RT-0001613,MAN-000137,VEH-0035,WH-010,2,FPS-0210,12.663145,77.207424,38.01,83,PLANNED
RT-0001614,MAN-000137,VEH-0035,WH-010,3,FPS-0310,12.778817,77.00048,25.87,56,PLANNED
RT-0001615,MAN-000137,VEH-0035,WH-010,3,FPS-0310,12.778817,77.00048,25.87,56,PLANNED
RT-0001616,MAN-000137,VEH-0035,WH-010,4,FPS-0385,12.877474,76.992307,11.01,24,PLANNED
RT-0001617,MAN-000137,VEH-0035,WH-010,4,FPS-0385,12.877474,76.992307,11.01,24,PLANNED
RT-0001618,MAN-000137,VEH-0035,WH-010,5,FPS-0185,12.984543,77.183515,23.9,52,PLANNED
RT-0001619,MAN-000137,VEH-0035,WH-010,5,FPS-0185,12.984543,77.183515,23.9,52,PLANNED
RT-0001620,MAN-000137,VEH-0035,WH-010,6,FPS-0085,12.648322,77.076549,39.14,86,PLANNED
RT-0001621,MAN-000137,VEH-0035,WH-010,6,FPS-0085,12.648322,77.076549,39.14,86,PLANNED
RT-0001622,MAN-000138,VEH-0010,WH-010,1,FPS-0135,12.779285,77.042022,5.64,12,DRAFT
RT-0001623,MAN-000138,VEH-0010,WH-010,1,FPS-0135,12.779285,77.042022,5.64,12,DRAFT
RT-0001624,MAN-000138,VEH-0010,WH-010,2,FPS-0010,12.882361,76.981326,13.22,29,DRAFT
RT-0001625,MAN-000138,VEH-0010,WH-010,2,FPS-0010,12.882361,76.981326,13.22,29,DRAFT
RT-0001626,MAN-000138,VEH-0010,WH-010,3,FPS-0585,12.768443,77.194862,26.39,58,DRAFT
RT-0001627,MAN-000138,VEH-0010,WH-010,3,FPS-0585,12.768443,77.194862,26.39,58,DRAFT
RT-0001628,MAN-000138,VEH-0010,WH-010,4,FPS-0435,12.839531,76.971735,25.45,55,DRAFT
RT-0001629,MAN-000138,VEH-0010,WH-010,4,FPS-0435,12.839531,76.971735,25.45,55,DRAFT
RT-0001630,MAN-000138,VEH-0010,WH-010,5,FPS-0460,12.862764,77.15481,20.01,44,DRAFT
RT-0001631,MAN-000138,VEH-0010,WH-010,5,FPS-0460,12.862764,77.15481,20.01,44,DRAFT
RT-0001632,MAN-000138,VEH-0010,WH-010,6,FPS-0360,12.858455,76.978743,19.09,42,DRAFT
RT-0001633,MAN-000138,VEH-0010,WH-010,6,FPS-0360,12.858455,76.978743,19.09,42,DRAFT
RT-0001634,MAN-000139,VEH-0085,WH-010,1,FPS-0535,12.87203,77.119267,7.67,16,DRAFT
RT-0001635,MAN-000139,VEH-0085,WH-010,1,FPS-0535,12.87203,77.119267,7.67,16,DRAFT
RT-0001636,MAN-000139,VEH-0085,WH-010,2,FPS-0335,12.781168,77.166424,11.32,24,DRAFT
RT-0001637,MAN-000139,VEH-0085,WH-010,2,FPS-0335,12.781168,77.166424,11.32,24,DRAFT
RT-0001638,MAN-000139,VEH-0085,WH-010,3,FPS-0060,13.000102,77.221362,25.06,55,DRAFT
RT-0001639,MAN-000139,VEH-0085,WH-010,3,FPS-0060,13.000102,77.221362,25.06,55,DRAFT
RT-0001640,MAN-000139,VEH-0085,WH-010,4,FPS-0235,12.682882,77.152382,36.06,79,DRAFT
RT-0001641,MAN-000139,VEH-0085,WH-010,4,FPS-0235,12.682882,77.152382,36.06,79,DRAFT
RT-0001642,MAN-000139,VEH-0085,WH-010,5,FPS-0560,12.893788,76.938376,32.99,72,DRAFT
RT-0001643,MAN-000139,VEH-0085,WH-010,5,FPS-0560,12.893788,76.938376,32.99,72,DRAFT
RT-0001644,MAN-000139,VEH-0085,WH-010,6,FPS-0160,12.72001,77.00597,20.67,45,DRAFT
RT-0001645,MAN-000139,VEH-0085,WH-010,6,FPS-0160,12.72001,77.00597,20.67,45,DRAFT
RT-0001646,MAN-000140,VEH-0035,WH-010,1,FPS-0260,12.946822,77.20041,19.76,43,DRAFT
RT-0001647,MAN-000140,VEH-0035,WH-010,1,FPS-0260,12.946822,77.20041,19.76,43,DRAFT
RT-0001648,MAN-000140,VEH-0035,WH-010,2,FPS-0035,12.680423,77.110194,31.2,68,DRAFT
RT-0001649,MAN-000140,VEH-0035,WH-010,2,FPS-0035,12.680423,77.110194,31.2,68,DRAFT
RT-0001650,MAN-000140,VEH-0035,WH-010,3,FPS-0410,12.704992,76.90065,22.89,50,DRAFT
RT-0001651,MAN-000140,VEH-0035,WH-010,3,FPS-0410,12.704992,76.90065,22.89,50,DRAFT
RT-0001652,MAN-000140,VEH-0035,WH-010,4,FPS-0110,12.882114,76.944876,20.27,44,DRAFT
RT-0001653,MAN-000140,VEH-0035,WH-010,4,FPS-0110,12.882114,76.944876,20.27,44,DRAFT
RT-0001654,MAN-000140,VEH-0035,WH-010,5,FPS-0285,12.922832,77.055414,12.81,28,DRAFT
RT-0001655,MAN-000140,VEH-0035,WH-010,5,FPS-0285,12.922832,77.055414,12.81,28,DRAFT
RT-0001656,MAN-000140,VEH-0035,WH-010,6,FPS-0485,12.988504,77.030946,7.77,17,DRAFT
RT-0001657,MAN-000140,VEH-0035,WH-010,6,FPS-0485,12.988504,77.030946,7.77,17,DRAFT
RT-0001658,MAN-000141,VEH-0011,WH-011,1,FPS-0586,12.873315,76.00271,22.47,49,PLANNED
RT-0001659,MAN-000141,VEH-0011,WH-011,1,FPS-0586,12.873315,76.00271,22.47,49,PLANNED
RT-0001660,MAN-000141,VEH-0011,WH-011,2,FPS-0286,12.609597,76.306007,44.07,96,PLANNED
RT-0001661,MAN-000141,VEH-0011,WH-011,2,FPS-0286,12.609597,76.306007,44.07,96,PLANNED
RT-0001662,MAN-000141,VEH-0011,WH-011,3,FPS-0186,12.795115,76.222079,22.55,49,PLANNED
RT-0001663,MAN-000141,VEH-0011,WH-011,3,FPS-0186,12.795115,76.222079,22.55,49,PLANNED
RT-0001664,MAN-000141,VEH-0011,WH-011,4,FPS-0236,12.661776,76.177654,15.59,34,PLANNED
RT-0001665,MAN-000141,VEH-0011,WH-011,4,FPS-0236,12.661776,76.177654,15.59,34,PLANNED
RT-0001666,MAN-000141,VEH-0011,WH-011,5,FPS-0436,12.832027,76.148606,19.19,42,PLANNED
RT-0001667,MAN-000141,VEH-0011,WH-011,5,FPS-0436,12.832027,76.148606,19.19,42,PLANNED
RT-0001668,MAN-000141,VEH-0011,WH-011,6,FPS-0011,12.869214,76.296243,16.53,36,PLANNED
RT-0001669,MAN-000141,VEH-0011,WH-011,6,FPS-0011,12.869214,76.296243,16.53,36,PLANNED
RT-0001670,MAN-000142,VEH-0011,WH-011,1,FPS-0036,12.726912,76.114724,6.76,14,PLANNED
RT-0001671,MAN-000142,VEH-0011,WH-011,1,FPS-0036,12.726912,76.114724,6.76,14,PLANNED
RT-0001672,MAN-000142,VEH-0011,WH-011,2,FPS-0161,12.810145,76.166144,10.81,23,PLANNED
RT-0001673,MAN-000142,VEH-0011,WH-011,2,FPS-0161,12.810145,76.166144,10.81,23,PLANNED
RT-0001674,MAN-000142,VEH-0011,WH-011,3,FPS-0336,12.638655,76.229015,20.25,44,PLANNED
RT-0001675,MAN-000142,VEH-0011,WH-011,3,FPS-0336,12.638655,76.229015,20.25,44,PLANNED
RT-0001676,MAN-000142,VEH-0011,WH-011,4,FPS-0561,12.647269,76.076532,16.57,36,PLANNED
RT-0001677,MAN-000142,VEH-0011,WH-011,4,FPS-0561,12.647269,76.076532,16.57,36,PLANNED
RT-0001678,MAN-000142,VEH-0011,WH-011,5,FPS-0111,12.75579,76.023185,13.38,29,PLANNED
RT-0001679,MAN-000142,VEH-0011,WH-011,5,FPS-0111,12.75579,76.023185,13.38,29,PLANNED
RT-0001680,MAN-000142,VEH-0011,WH-011,6,FPS-0061,12.814612,76.2243,22.77,50,PLANNED
RT-0001681,MAN-000142,VEH-0011,WH-011,6,FPS-0061,12.814612,76.2243,22.77,50,PLANNED
RT-0001682,MAN-000143,VEH-0136,WH-011,1,FPS-0311,12.579304,76.261257,21.82,48,PLANNED
RT-0001683,MAN-000143,VEH-0136,WH-011,1,FPS-0311,12.579304,76.261257,21.82,48,PLANNED
RT-0001684,MAN-000143,VEH-0136,WH-011,2,FPS-0511,12.663496,76.298598,10.2,22,PLANNED
RT-0001685,MAN-000143,VEH-0136,WH-011,2,FPS-0511,12.663496,76.298598,10.2,22,PLANNED
RT-0001686,MAN-000143,VEH-0136,WH-011,3,FPS-0211,12.894878,76.131575,31.46,69,PLANNED
RT-0001687,MAN-000143,VEH-0136,WH-011,3,FPS-0211,12.894878,76.131575,31.46,69,PLANNED
RT-0001688,MAN-000143,VEH-0136,WH-011,4,FPS-0086,12.671075,76.271815,29.16,64,PLANNED
RT-0001689,MAN-000143,VEH-0136,WH-011,4,FPS-0086,12.671075,76.271815,29.16,64,PLANNED
RT-0001690,MAN-000143,VEH-0136,WH-011,5,FPS-0411,12.817478,76.311581,16.84,37,PLANNED
RT-0001691,MAN-000143,VEH-0136,WH-011,5,FPS-0411,12.817478,76.311581,16.84,37,PLANNED
RT-0001692,MAN-000143,VEH-0136,WH-011,6,FPS-0536,12.631563,76.213694,23.24,51,PLANNED
RT-0001693,MAN-000143,VEH-0136,WH-011,6,FPS-0536,12.631563,76.213694,23.24,51,PLANNED
RT-0001694,MAN-000144,VEH-0036,WH-011,1,FPS-0386,12.926892,76.155199,19.25,42,PLANNED
RT-0001695,MAN-000144,VEH-0036,WH-011,1,FPS-0386,12.926892,76.155199,19.25,42,PLANNED
RT-0001696,MAN-000144,VEH-0036,WH-011,2,FPS-0486,12.744545,76.204359,20.96,46,PLANNED
RT-0001697,MAN-000144,VEH-0036,WH-011,2,FPS-0486,12.744545,76.204359,20.96,46,PLANNED
RT-0001698,MAN-000144,VEH-0036,WH-011,3,FPS-0461,12.679212,76.150233,9.34,20,PLANNED
RT-0001699,MAN-000144,VEH-0036,WH-011,3,FPS-0461,12.679212,76.150233,9.34,20,PLANNED
RT-0001700,MAN-000144,VEH-0036,WH-011,4,FPS-0261,12.790295,76.216493,14.29,31,PLANNED
RT-0001701,MAN-000144,VEH-0036,WH-011,4,FPS-0261,12.790295,76.216493,14.29,31,PLANNED
RT-0001702,MAN-000144,VEH-0036,WH-011,5,FPS-0136,12.787626,76.038059,19.35,42,PLANNED
RT-0001703,MAN-000144,VEH-0036,WH-011,5,FPS-0136,12.787626,76.038059,19.35,42,PLANNED
RT-0001704,MAN-000144,VEH-0036,WH-011,6,FPS-0361,12.626625,76.206486,25.58,56,PLANNED
RT-0001705,MAN-000144,VEH-0036,WH-011,6,FPS-0361,12.626625,76.206486,25.58,56,PLANNED
RT-0001706,MAN-000145,VEH-0112,WH-012,1,FPS-0512,13.920792,75.801113,23.24,51,PLANNED
RT-0001707,MAN-000145,VEH-0112,WH-012,1,FPS-0512,13.920792,75.801113,23.24,51,PLANNED
RT-0001708,MAN-000145,VEH-0112,WH-012,2,FPS-0012,13.786001,75.670479,20.58,45,PLANNED
RT-0001709,MAN-000145,VEH-0112,WH-012,2,FPS-0012,13.786001,75.670479,20.58,45,PLANNED
RT-0001710,MAN-000145,VEH-0112,WH-012,3,FPS-0237,13.890664,75.704212,12.19,26,PLANNED
RT-0001711,MAN-000145,VEH-0112,WH-012,3,FPS-0237,13.890664,75.704212,12.19,26,PLANNED
RT-0001712,MAN-000145,VEH-0112,WH-012,4,FPS-0212,13.900979,75.621159,9.04,19,PLANNED
RT-0001713,MAN-000145,VEH-0112,WH-012,4,FPS-0212,13.900979,75.621159,9.04,19,PLANNED
RT-0001714,MAN-000145,VEH-0112,WH-012,5,FPS-0462,13.701084,75.786022,28.48,62,PLANNED
RT-0001715,MAN-000145,VEH-0112,WH-012,5,FPS-0462,13.701084,75.786022,28.48,62,PLANNED
RT-0001716,MAN-000145,VEH-0112,WH-012,6,FPS-0387,13.911249,75.489818,39.61,87,PLANNED
RT-0001717,MAN-000145,VEH-0112,WH-012,6,FPS-0387,13.911249,75.489818,39.61,87,PLANNED
RT-0001718,MAN-000146,VEH-0112,WH-012,1,FPS-0537,13.822648,75.748357,12.67,27,PLANNED
RT-0001719,MAN-000146,VEH-0112,WH-012,1,FPS-0537,13.822648,75.748357,12.67,27,PLANNED
RT-0001720,MAN-000146,VEH-0112,WH-012,2,FPS-0487,13.616544,75.71093,23.27,51,PLANNED
RT-0001721,MAN-000146,VEH-0112,WH-012,2,FPS-0487,13.616544,75.71093,23.27,51,PLANNED
RT-0001722,MAN-000146,VEH-0112,WH-012,3,FPS-0037,13.679177,75.814942,13.22,29,PLANNED
RT-0001723,MAN-000146,VEH-0112,WH-012,3,FPS-0037,13.679177,75.814942,13.22,29,PLANNED
RT-0001724,MAN-000146,VEH-0112,WH-012,4,FPS-0062,13.668943,75.766819,5.32,11,PLANNED
RT-0001725,MAN-000146,VEH-0112,WH-012,4,FPS-0062,13.668943,75.766819,5.32,11,PLANNED
RT-0001726,MAN-000146,VEH-0112,WH-012,5,FPS-0262,13.819608,75.742769,16.95,37,PLANNED
RT-0001727,MAN-000146,VEH-0112,WH-012,5,FPS-0262,13.819608,75.742769,16.95,37,PLANNED
RT-0001728,MAN-000146,VEH-0112,WH-012,6,FPS-0187,13.618484,75.739899,22.37,49,PLANNED
RT-0001729,MAN-000146,VEH-0112,WH-012,6,FPS-0187,13.618484,75.739899,22.37,49,PLANNED
RT-0001730,MAN-000147,VEH-0137,WH-012,1,FPS-0287,13.876055,75.58077,11.87,26,PLANNED
RT-0001731,MAN-000147,VEH-0137,WH-012,1,FPS-0287,13.876055,75.58077,11.87,26,PLANNED
RT-0001732,MAN-000147,VEH-0137,WH-012,2,FPS-0087,13.668713,75.469139,26.02,57,PLANNED
RT-0001733,MAN-000147,VEH-0137,WH-012,2,FPS-0087,13.668713,75.469139,26.02,57,PLANNED
RT-0001734,MAN-000147,VEH-0137,WH-012,3,FPS-0437,13.829193,75.666469,27.8,61,PLANNED
RT-0001735,MAN-000147,VEH-0137,WH-012,3,FPS-0437,13.829193,75.666469,27.8,61,PLANNED
RT-0001736,MAN-000147,VEH-0137,WH-012,4,FPS-0412,13.616288,75.715421,24.26,53,PLANNED
RT-0001737,MAN-000147,VEH-0137,WH-012,4,FPS-0412,13.616288,75.715421,24.26,53,PLANNED
RT-0001738,MAN-000147,VEH-0137,WH-012,5,FPS-0112,13.821049,75.530525,30.29,66,PLANNED
RT-0001739,MAN-000147,VEH-0137,WH-012,5,FPS-0112,13.821049,75.530525,30.29,66,PLANNED
RT-0001740,MAN-000147,VEH-0137,WH-012,6,FPS-0362,13.69556,75.591333,15.42,33,PLANNED
RT-0001741,MAN-000147,VEH-0137,WH-012,6,FPS-0362,13.69556,75.591333,15.42,33,PLANNED
RT-0001742,MAN-000148,VEH-0112,WH-012,1,FPS-0587,13.806957,75.525312,12.39,27,PLANNED
RT-0001743,MAN-000148,VEH-0112,WH-012,1,FPS-0587,13.806957,75.525312,12.39,27,PLANNED
RT-0001744,MAN-000148,VEH-0112,WH-012,2,FPS-0137,13.69482,75.516316,12.51,27,PLANNED
RT-0001745,MAN-000148,VEH-0112,WH-012,2,FPS-0137,13.69482,75.516316,12.51,27,PLANNED
RT-0001746,MAN-000148,VEH-0112,WH-012,3,FPS-0162,13.827119,75.500116,14.81,32,PLANNED
RT-0001747,MAN-000148,VEH-0112,WH-012,3,FPS-0162,13.827119,75.500116,14.81,32,PLANNED
RT-0001748,MAN-000148,VEH-0112,WH-012,4,FPS-0312,13.652583,75.591934,21.79,47,PLANNED
RT-0001749,MAN-000148,VEH-0112,WH-012,4,FPS-0312,13.652583,75.591934,21.79,47,PLANNED
RT-0001750,MAN-000148,VEH-0112,WH-012,5,FPS-0562,13.792173,75.532188,16.81,36,PLANNED
RT-0001751,MAN-000148,VEH-0112,WH-012,5,FPS-0562,13.792173,75.532188,16.81,36,PLANNED
RT-0001752,MAN-000148,VEH-0112,WH-012,6,FPS-0337,13.663236,75.574372,15.04,33,PLANNED
RT-0001753,MAN-000148,VEH-0112,WH-012,6,FPS-0337,13.663236,75.574372,15.04,33,PLANNED
RT-0001754,MAN-000149,VEH-0088,WH-013,1,FPS-0363,12.719996,77.503472,11.31,24,DRAFT
RT-0001755,MAN-000149,VEH-0088,WH-013,1,FPS-0363,12.719996,77.503472,11.31,24,DRAFT
RT-0001756,MAN-000149,VEH-0088,WH-013,2,FPS-0513,12.910683,77.638171,25.75,56,DRAFT
RT-0001757,MAN-000149,VEH-0088,WH-013,2,FPS-0513,12.910683,77.638171,25.75,56,DRAFT
RT-0001758,MAN-000149,VEH-0088,WH-013,3,FPS-0163,12.807702,77.494456,19.34,42,DRAFT
RT-0001759,MAN-000149,VEH-0088,WH-013,3,FPS-0163,12.807702,77.494456,19.34,42,DRAFT
RT-0001760,MAN-000149,VEH-0088,WH-013,4,FPS-0088,12.643904,77.452014,18.79,41,DRAFT
RT-0001761,MAN-000149,VEH-0088,WH-013,4,FPS-0088,12.643904,77.452014,18.79,41,DRAFT
RT-0001762,MAN-000149,VEH-0088,WH-013,5,FPS-0438,12.694288,77.432305,6.0,13,DRAFT
RT-0001763,MAN-000149,VEH-0088,WH-013,5,FPS-0438,12.694288,77.432305,6.0,13,DRAFT
RT-0001764,MAN-000149,VEH-0088,WH-013,6,FPS-0313,12.891993,77.443938,22.02,48,DRAFT
RT-0001765,MAN-000149,VEH-0088,WH-013,6,FPS-0313,12.891993,77.443938,22.02,48,DRAFT
RT-0001766,MAN-000150,VEH-0138,WH-013,1,FPS-0388,12.812036,77.405986,18.24,40,PLANNED
RT-0001767,MAN-000150,VEH-0138,WH-013,1,FPS-0388,12.812036,77.405986,18.24,40,PLANNED
RT-0001768,MAN-000150,VEH-0138,WH-013,2,FPS-0488,12.648004,77.676808,34.58,76,PLANNED
RT-0001769,MAN-000150,VEH-0138,WH-013,2,FPS-0488,12.648004,77.676808,34.58,76,PLANNED
RT-0001770,MAN-000150,VEH-0138,WH-013,3,FPS-0338,12.690688,77.499674,19.79,43,PLANNED
RT-0001771,MAN-000150,VEH-0138,WH-013,3,FPS-0338,12.690688,77.499674,19.79,43,PLANNED
RT-0001772,MAN-000150,VEH-0138,WH-013,4,FPS-0063,12.908824,77.610842,27.09,59,PLANNED
RT-0001773,MAN-000150,VEH-0138,WH-013,4,FPS-0063,12.908824,77.610842,27.09,59,PLANNED
RT-0001774,MAN-000150,VEH-0138,WH-013,5,FPS-0563,12.687937,77.685141,25.85,56,PLANNED
RT-0001775,MAN-000150,VEH-0138,WH-013,5,FPS-0563,12.687937,77.685141,25.85,56,PLANNED
RT-0001776,MAN-000150,VEH-0138,WH-013,6,FPS-0188,12.816527,77.663953,14.48,31,PLANNED
RT-0001777,MAN-000150,VEH-0138,WH-013,6,FPS-0188,12.816527,77.663953,14.48,31,PLANNED
RT-0001778,MAN-000151,VEH-0013,WH-013,1,FPS-0413,12.62065,77.639149,20.71,45,DRAFT
RT-0001779,MAN-000151,VEH-0013,WH-013,1,FPS-0413,12.62065,77.639149,20.71,45,DRAFT
RT-0001780,MAN-000151,VEH-0013,WH-013,2,FPS-0238,12.663755,77.455586,20.49,45,DRAFT
RT-0001781,MAN-000151,VEH-0013,WH-013,2,FPS-0238,12.663755,77.455586,20.49,45,DRAFT
RT-0001782,MAN-000151,VEH-0013,WH-013,3,FPS-0463,12.653431,77.497561,4.7,10,DRAFT
RT-0001783,MAN-000151,VEH-0013,WH-013,3,FPS-0463,12.653431,77.497561,4.7,10,DRAFT
RT-0001784,MAN-000151,VEH-0013,WH-013,4,FPS-0038,12.778585,77.541761,14.72,32,DRAFT
RT-0001785,MAN-000151,VEH-0013,WH-013,4,FPS-0038,12.778585,77.541761,14.72,32,DRAFT
RT-0001786,MAN-000151,VEH-0013,WH-013,5,FPS-0263,12.651772,77.748991,26.53,58,DRAFT
RT-0001787,MAN-000151,VEH-0013,WH-013,5,FPS-0263,12.651772,77.748991,26.53,58,DRAFT
RT-0001788,MAN-000151,VEH-0013,WH-013,6,FPS-0213,12.637804,77.490235,28.12,61,DRAFT
RT-0001789,MAN-000151,VEH-0013,WH-013,6,FPS-0213,12.637804,77.490235,28.12,61,DRAFT
RT-0001790,MAN-000152,VEH-0113,WH-013,1,FPS-0538,12.801898,77.531503,4.59,10,DRAFT
RT-0001791,MAN-000152,VEH-0113,WH-013,1,FPS-0538,12.801898,77.531503,4.59,10,DRAFT
RT-0001792,MAN-000152,VEH-0113,WH-013,2,FPS-0288,12.848696,77.597419,8.84,19,DRAFT
RT-0001793,MAN-000152,VEH-0113,WH-013,2,FPS-0288,12.848696,77.597419,8.84,19,DRAFT
RT-0001794,MAN-000152,VEH-0113,WH-013,3,FPS-0138,12.687499,77.453099,23.8,52,DRAFT
RT-0001795,MAN-000152,VEH-0113,WH-013,3,FPS-0138,12.687499,77.453099,23.8,52,DRAFT
RT-0001796,MAN-000152,VEH-0113,WH-013,4,FPS-0588,12.783134,77.626103,21.57,47,DRAFT
RT-0001797,MAN-000152,VEH-0113,WH-013,4,FPS-0588,12.783134,77.626103,21.57,47,DRAFT
RT-0001798,MAN-000152,VEH-0113,WH-013,5,FPS-0013,12.893299,77.496665,18.63,40,DRAFT
RT-0001799,MAN-000152,VEH-0113,WH-013,5,FPS-0013,12.893299,77.496665,18.63,40,DRAFT
RT-0001800,MAN-000152,VEH-0113,WH-013,6,FPS-0113,12.973306,77.715912,25.37,55,DRAFT
RT-0001801,MAN-000152,VEH-0113,WH-013,6,FPS-0113,12.973306,77.715912,25.37,55,DRAFT
RT-0001802,MAN-000153,VEH-0064,WH-014,1,FPS-0164,12.47401,76.797116,20.04,44,PLANNED
RT-0001803,MAN-000153,VEH-0064,WH-014,1,FPS-0164,12.47401,76.797116,20.04,44,PLANNED
RT-0001804,MAN-000153,VEH-0064,WH-014,2,FPS-0289,12.314825,76.864861,19.17,42,PLANNED
RT-0001805,MAN-000153,VEH-0064,WH-014,2,FPS-0289,12.314825,76.864861,19.17,42,PLANNED
RT-0001806,MAN-000153,VEH-0064,WH-014,3,FPS-0514,12.442498,76.741918,19.49,42,PLANNED
RT-0001807,MAN-000153,VEH-0064,WH-014,3,FPS-0514,12.442498,76.741918,19.49,42,PLANNED
RT-0001808,MAN-000153,VEH-0064,WH-014,4,FPS-0314,12.331478,76.942202,25.01,55,PLANNED
RT-0001809,MAN-000153,VEH-0064,WH-014,4,FPS-0314,12.331478,76.942202,25.01,55,PLANNED
RT-0001810,MAN-000153,VEH-0064,WH-014,5,FPS-0589,12.144756,76.758829,28.78,63,PLANNED
RT-0001811,MAN-000153,VEH-0064,WH-014,5,FPS-0589,12.144756,76.758829,28.78,63,PLANNED
RT-0001812,MAN-000153,VEH-0064,WH-014,6,FPS-0089,12.326085,76.921817,26.84,59,PLANNED
RT-0001813,MAN-000153,VEH-0064,WH-014,6,FPS-0089,12.326085,76.921817,26.84,59,PLANNED
RT-0001814,MAN-000154,VEH-0039,WH-014,1,FPS-0464,12.3024,76.997658,12.36,27,PLANNED
RT-0001815,MAN-000154,VEH-0039,WH-014,1,FPS-0464,12.3024,76.997658,12.36,27,PLANNED
RT-0001816,MAN-000154,VEH-0039,WH-014,2,FPS-0064,12.209402,76.738124,30.04,66,PLANNED
RT-0001817,MAN-000154,VEH-0039,WH-014,2,FPS-0064,12.209402,76.738124,30.04,66,PLANNED
RT-0001818,MAN-000154,VEH-0039,WH-014,3,FPS-0189,12.255484,77.047413,34.0,74,PLANNED
RT-0001819,MAN-000154,VEH-0039,WH-014,3,FPS-0189,12.255484,77.047413,34.0,74,PLANNED
RT-0001820,MAN-000154,VEH-0039,WH-014,4,FPS-0039,12.390759,76.713601,39.26,86,PLANNED
RT-0001821,MAN-000154,VEH-0039,WH-014,4,FPS-0039,12.390759,76.713601,39.26,86,PLANNED
RT-0001822,MAN-000154,VEH-0039,WH-014,5,FPS-0339,12.454621,76.774598,9.71,21,PLANNED
RT-0001823,MAN-000154,VEH-0039,WH-014,5,FPS-0339,12.454621,76.774598,9.71,21,PLANNED
RT-0001824,MAN-000154,VEH-0039,WH-014,6,FPS-0014,12.356649,76.736884,11.64,25,PLANNED
RT-0001825,MAN-000154,VEH-0039,WH-014,6,FPS-0014,12.356649,76.736884,11.64,25,PLANNED
RT-0001826,MAN-000155,VEH-0114,WH-014,1,FPS-0414,12.354429,76.937592,7.21,15,DRAFT
RT-0001827,MAN-000155,VEH-0114,WH-014,1,FPS-0414,12.354429,76.937592,7.21,15,DRAFT
RT-0001828,MAN-000155,VEH-0114,WH-014,2,FPS-0564,12.463981,77.017653,14.97,32,DRAFT
RT-0001829,MAN-000155,VEH-0114,WH-014,2,FPS-0564,12.463981,77.017653,14.97,32,DRAFT
RT-0001830,MAN-000155,VEH-0114,WH-014,3,FPS-0539,12.290594,77.055111,19.7,43,DRAFT
RT-0001831,MAN-000155,VEH-0114,WH-014,3,FPS-0539,12.290594,77.055111,19.7,43,DRAFT
