allocation_id,cycle,fps_id,commodity,requested_kg,allocated_kg,warehouse_id,status,source,approved_by,approved_at
ALLOC-0001727,2026-02,FPS-0264,RICE,98,98,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001728,2026-02,FPS-0264,WHEAT,99,99,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001729,2026-02,FPS-0265,RICE,194,194,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001730,2026-02,FPS-0265,WHEAT,146,146,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001731,2026-02,FPS-0266,RICE,136,136,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001732,2026-02,FPS-0266,WHEAT,125,125,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001733,2026-02,FPS-0267,RICE,143,143,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001734,2026-02,FPS-0267,WHEAT,120,120,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001735,2026-02,FPS-0268,RICE,162,162,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001736,2026-02,FPS-0268,WHEAT,135,135,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001737,2026-02,FPS-0269,RICE,185,185,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001738,2026-02,FPS-0269,WHEAT,137,137,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001739,2026-02,FPS-0270,RICE,133,133,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001740,2026-02,FPS-0270,WHEAT,110,110,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001741,2026-02,FPS-0271,RICE,177,177,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001742,2026-02,FPS-0271,WHEAT,147,147,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001743,2026-02,FPS-0272,RICE,237,237,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001744,2026-02,FPS-0272,WHEAT,171,171,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001745,2026-02,FPS-0273,RICE,237,237,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001746,2026-02,FPS-0273,WHEAT,156,156,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001747,2026-02,FPS-0274,RICE,147,147,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001748,2026-02,FPS-0274,WHEAT,117,117,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001749,2026-02,FPS-0275,RICE,155,155,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001750,2026-02,FPS-0275,WHEAT,129,129,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001751,2026-02,FPS-0276,RICE,168,0,WH-001,BLOCKED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001752,2026-02,FPS-0276,WHEAT,137,137,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001753,2026-02,FPS-0277,RICE,159,159,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001754,2026-02,FPS-0277,WHEAT,148,148,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001755,2026-02,FPS-0278,RICE,146,146,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001756,2026-02,FPS-0278,WHEAT,134,134,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001757,2026-02,FPS-0279,RICE,253,253,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001758,2026-02,FPS-0279,WHEAT,200,200,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001759,2026-02,FPS-0280,RICE,154,154,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001760,2026-02,FPS-0280,WHEAT,131,131,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001761,2026-02,FPS-0281,RICE,167,167,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001762,2026-02,FPS-0281,WHEAT,127,127,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001763,2026-02,FPS-0282,RICE,194,194,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001764,2026-02,FPS-0282,WHEAT,139,139,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001765,2026-02,FPS-0283,RICE,165,165,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001766,2026-02,FPS-0283,WHEAT,132,132,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001767,2026-02,FPS-0284,RICE,142,142,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001768,2026-02,FPS-0284,WHEAT,134,134,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001769,2026-02,FPS-0285,RICE,183,183,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001770,2026-02,FPS-0285,WHEAT,162,162,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001771,2026-02,FPS-0286,RICE,155,155,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001772,2026-02,FPS-0286,WHEAT,131,131,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001773,2026-02,FPS-0287,RICE,265,265,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001774,2026-02,FPS-0287,WHEAT,191,191,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001775,2026-02,FPS-0288,RICE,138,138,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001776,2026-02,FPS-0288,WHEAT,126,126,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001777,2026-02,FPS-0289,RICE,128,128,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001778,2026-02,FPS-0289,WHEAT,121,121,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001779,2026-02,FPS-0290,RICE,178,178,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001780,2026-02,FPS-0290,WHEAT,141,141,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001781,2026-02,FPS-0291,RICE,151,151,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001782,2026-02,FPS-0291,WHEAT,122,122,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001783,2026-02,FPS-0292,RICE,250,250,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001784,2026-02,FPS-0292,WHEAT,160,160,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001785,2026-02,FPS-0293,RICE,166,166,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001786,2026-02,FPS-0293,WHEAT,134,134,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001787,2026-02,FPS-0294,RICE,182,182,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001788,2026-02,FPS-0294,WHEAT,145,145,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001789,2026-02,FPS-0295,RICE,137,137,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001790,2026-02,FPS-0295,WHEAT,119,119,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001791,2026-02,FPS-0296,RICE,145,145,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001792,2026-02,FPS-0296,WHEAT,122,122,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001793,2026-02,FPS-0297,RICE,136,136,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001794,2026-02,FPS-0297,WHEAT,128,128,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001795,2026-02,FPS-0298,RICE,159,159,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001796,2026-02,FPS-0298,WHEAT,126,126,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001797,2026-02,FPS-0299,RICE,138,138,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001798,2026-02,FPS-0299,WHEAT,119,119,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001799,2026-02,FPS-0300,RICE,182,182,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001800,2026-02,FPS-0300,WHEAT,142,142,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001801,2026-02,FPS-0301,RICE,175,0,WH-001,BLOCKED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001802,2026-02,FPS-0301,WHEAT,131,131,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001803,2026-02,FPS-0302,RICE,156,156,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001804,2026-02,FPS-0302,WHEAT,128,128,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001805,2026-02,FPS-0303,RICE,132,132,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001806,2026-02,FPS-0303,WHEAT,115,115,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001807,2026-02,FPS-0304,RICE,174,174,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001808,2026-02,FPS-0304,WHEAT,139,139,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001809,2026-02,FPS-0305,RICE,143,143,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001810,2026-02,FPS-0305,WHEAT,138,138,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001811,2026-02,FPS-0306,RICE,143,143,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001812,2026-02,FPS-0306,WHEAT,118,118,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001813,2026-02,FPS-0307,RICE,177,177,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001814,2026-02,FPS-0307,WHEAT,140,140,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001815,2026-02,FPS-0308,RICE,170,170,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001816,2026-02,FPS-0308,WHEAT,145,145,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001817,2026-02,FPS-0309,RICE,188,188,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001818,2026-02,FPS-0309,WHEAT,156,156,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001819,2026-02,FPS-0310,RICE,147,147,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001820,2026-02,FPS-0310,WHEAT,140,140,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001821,2026-02,FPS-0311,RICE,219,219,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001822,2026-02,FPS-0311,WHEAT,173,173,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001823,2026-02,FPS-0312,RICE,207,207,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001824,2026-02,FPS-0312,WHEAT,150,150,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001825,2026-02,FPS-0313,RICE,172,172,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001826,2026-02,FPS-0313,WHEAT,142,142,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001827,2026-02,FPS-0314,RICE,173,173,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001828,2026-02,FPS-0314,WHEAT,142,142,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001829,2026-02,FPS-0315,RICE,167,167,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001830,2026-02,FPS-0315,WHEAT,137,137,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001831,2026-02,FPS-0316,RICE,126,126,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001832,2026-02,FPS-0316,WHEAT,122,122,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001833,2026-02,FPS-0317,RICE,141,141,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001834,2026-02,FPS-0317,WHEAT,121,121,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001835,2026-02,FPS-0318,RICE,158,158,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001836,2026-02,FPS-0318,WHEAT,140,140,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001837,2026-02,FPS-0319,RICE,124,124,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001838,2026-02,FPS-0319,WHEAT,118,118,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001839,2026-02,FPS-0320,RICE,99,99,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001840,2026-02,FPS-0320,WHEAT,102,102,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001841,2026-02,FPS-0321,RICE,186,186,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001842,2026-02,FPS-0321,WHEAT,140,140,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001843,2026-02,FPS-0322,RICE,181,181,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001844,2026-02,FPS-0322,WHEAT,143,143,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001845,2026-02,FPS-0323,RICE,160,160,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001846,2026-02,FPS-0323,WHEAT,149,149,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001847,2026-02,FPS-0324,RICE,146,146,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001848,2026-02,FPS-0324,WHEAT,131,131,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001849,2026-02,FPS-0325,RICE,150,150,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001850,2026-02,FPS-0325,WHEAT,127,127,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001851,2026-02,FPS-0326,RICE,177,0,WH-001,BLOCKED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001852,2026-02,FPS-0326,WHEAT,146,146,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001853,2026-02,FPS-0327,RICE,205,205,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001854,2026-02,FPS-0327,WHEAT,146,146,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001855,2026-02,FPS-0328,RICE,157,157,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001856,2026-02,FPS-0328,WHEAT,141,141,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001857,2026-02,FPS-0329,RICE,137,137,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001858,2026-02,FPS-0329,WHEAT,129,129,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001859,2026-02,FPS-0330,RICE,142,142,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001860,2026-02,FPS-0330,WHEAT,125,125,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001861,2026-02,FPS-0331,RICE,162,162,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001862,2026-02,FPS-0331,WHEAT,136,136,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001863,2026-02,FPS-0332,RICE,198,198,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001864,2026-02,FPS-0332,WHEAT,153,153,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001865,2026-02,FPS-0333,RICE,305,305,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001866,2026-02,FPS-0333,WHEAT,211,211,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001867,2026-02,FPS-0334,RICE,177,177,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001868,2026-02,FPS-0334,WHEAT,146,146,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001869,2026-02,FPS-0335,RICE,205,205,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001870,2026-02,FPS-0335,WHEAT,161,161,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001871,2026-02,FPS-0336,RICE,183,183,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001872,2026-02,FPS-0336,WHEAT,136,136,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001873,2026-02,FPS-0337,RICE,133,133,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001874,2026-02,FPS-0337,WHEAT,115,115,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001875,2026-02,FPS-0338,RICE,181,181,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001876,2026-02,FPS-0338,WHEAT,141,141,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001877,2026-02,FPS-0339,RICE,137,137,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001878,2026-02,FPS-0339,WHEAT,123,123,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001879,2026-02,FPS-0340,RICE,135,135,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001880,2026-02,FPS-0340,WHEAT,127,127,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001881,2026-02,FPS-0341,RICE,159,159,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001882,2026-02,FPS-0341,WHEAT,143,143,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001883,2026-02,FPS-0342,RICE,135,135,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001884,2026-02,FPS-0342,WHEAT,121,121,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001885,2026-02,FPS-0343,RICE,143,143,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001886,2026-02,FPS-0343,WHEAT,133,133,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001887,2026-02,FPS-0344,RICE,187,187,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001888,2026-02,FPS-0344,WHEAT,144,144,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001889,2026-02,FPS-0345,RICE,181,181,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001890,2026-02,FPS-0345,WHEAT,146,146,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001891,2026-02,FPS-0346,RICE,151,151,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001892,2026-02,FPS-0346,WHEAT,125,125,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001893,2026-02,FPS-0347,RICE,208,208,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001894,2026-02,FPS-0347,WHEAT,162,162,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001895,2026-02,FPS-0348,RICE,189,189,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001896,2026-02,FPS-0348,WHEAT,140,140,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001897,2026-02,FPS-0349,RICE,184,184,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001898,2026-02,FPS-0349,WHEAT,139,139,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001899,2026-02,FPS-0350,RICE,173,173,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001900,2026-02,FPS-0350,WHEAT,136,136,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001901,2026-02,FPS-0351,RICE,138,0,WH-001,BLOCKED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001902,2026-02,FPS-0351,WHEAT,115,115,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001903,2026-02,FPS-0352,RICE,178,178,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001904,2026-02,FPS-0352,WHEAT,141,141,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001905,2026-02,FPS-0353,RICE,155,155,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001906,2026-02,FPS-0353,WHEAT,133,133,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001907,2026-02,FPS-0354,RICE,157,157,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001908,2026-02,FPS-0354,WHEAT,128,128,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001909,2026-02,FPS-0355,RICE,158,158,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001910,2026-02,FPS-0355,WHEAT,142,142,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001911,2026-02,FPS-0356,RICE,167,167,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001912,2026-02,FPS-0356,WHEAT,135,135,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001913,2026-02,FPS-0357,RICE,215,215,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001914,2026-02,FPS-0357,WHEAT,157,157,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001915,2026-02,FPS-0358,RICE,196,196,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001916,2026-02,FPS-0358,WHEAT,160,160,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001917,2026-02,FPS-0359,RICE,262,262,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001918,2026-02,FPS-0359,WHEAT,189,189,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001919,2026-02,FPS-0360,RICE,132,132,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001920,2026-02,FPS-0360,WHEAT,115,115,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001921,2026-02,FPS-0361,RICE,152,152,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001922,2026-02,FPS-0361,WHEAT,134,134,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001923,2026-02,FPS-0362,RICE,153,153,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001924,2026-02,FPS-0362,WHEAT,139,139,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001925,2026-02,FPS-0363,RICE,173,173,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001926,2026-02,FPS-0363,WHEAT,137,137,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001927,2026-02,FPS-0364,RICE,175,175,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0001928,2026-02,FPS-0364,WHEAT,157,157,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
