forecast_id,fps_id,cycle,commodity,baseline_demand_kg,intent_demand_kg,forecast_demand_kg,model_version,prediction_generated_at,training_dataset_version,prediction_horizon
FC-0001988,FPS-0394,2026-02,WHEAT,200,77,129,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001989,FPS-0395,2026-02,RICE,180,88,129,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001990,FPS-0395,2026-02,WHEAT,200,60,122,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001991,FPS-0396,2026-02,RICE,200,91,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001992,FPS-0396,2026-02,WHEAT,200,63,123,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001993,FPS-0397,2026-02,RICE,200,123,157,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001994,FPS-0397,2026-02,WHEAT,200,84,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001995,FPS-0398,2026-02,RICE,200,122,160,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001996,FPS-0398,2026-02,WHEAT,200,85,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001997,FPS-0399,2026-02,RICE,200,124,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001998,FPS-0399,2026-02,WHEAT,180,83,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0001999,FPS-0400,2026-02,RICE,249,196,220,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002000,FPS-0400,2026-02,WHEAT,200,134,169,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002001,FPS-0401,2026-02,RICE,251,149,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002002,FPS-0401,2026-02,WHEAT,200,104,144,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002003,FPS-0402,2026-02,RICE,200,84,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002004,FPS-0402,2026-02,WHEAT,200,58,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002005,FPS-0403,2026-02,RICE,200,79,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002006,FPS-0403,2026-02,WHEAT,200,55,121,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002007,FPS-0404,2026-02,RICE,200,94,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002008,FPS-0404,2026-02,WHEAT,200,62,126,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002009,FPS-0405,2026-02,RICE,205,154,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002010,FPS-0405,2026-02,WHEAT,200,101,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002011,FPS-0406,2026-02,RICE,263,185,223,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002012,FPS-0406,2026-02,WHEAT,200,127,157,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002013,FPS-0407,2026-02,RICE,209,90,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002014,FPS-0407,2026-02,WHEAT,200,54,120,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002015,FPS-0408,2026-02,RICE,200,80,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002016,FPS-0408,2026-02,WHEAT,200,54,120,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002017,FPS-0409,2026-02,RICE,200,78,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002018,FPS-0409,2026-02,WHEAT,200,59,122,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002019,FPS-0410,2026-02,RICE,283,155,214,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002020,FPS-0410,2026-02,WHEAT,211,106,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002021,FPS-0411,2026-02,RICE,200,71,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002022,FPS-0411,2026-02,WHEAT,200,53,119,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002023,FPS-0412,2026-02,RICE,247,156,205,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002024,FPS-0412,2026-02,WHEAT,200,106,153,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002025,FPS-0413,2026-02,RICE,200,115,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002026,FPS-0413,2026-02,WHEAT,200,74,133,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002027,FPS-0414,2026-02,RICE,271,158,211,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002028,FPS-0414,2026-02,WHEAT,200,101,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002029,FPS-0415,2026-02,RICE,220,142,174,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002030,FPS-0415,2026-02,WHEAT,200,92,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002031,FPS-0416,2026-02,RICE,200,91,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002032,FPS-0416,2026-02,WHEAT,200,61,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002033,FPS-0417,2026-02,RICE,180,100,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002034,FPS-0417,2026-02,WHEAT,200,67,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002035,FPS-0418,2026-02,RICE,263,202,235,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002036,FPS-0418,2026-02,WHEAT,200,139,173,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002037,FPS-0419,2026-02,RICE,255,151,205,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002038,FPS-0419,2026-02,WHEAT,205,106,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002039,FPS-0420,2026-02,RICE,237,157,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002040,FPS-0420,2026-02,WHEAT,200,108,155,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002041,FPS-0421,2026-02,RICE,264,146,197,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002042,FPS-0421,2026-02,WHEAT,200,101,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002043,FPS-0422,2026-02,RICE,200,106,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002044,FPS-0422,2026-02,WHEAT,200,72,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002045,FPS-0423,2026-02,RICE,200,121,163,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002046,FPS-0423,2026-02,WHEAT,200,84,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002047,FPS-0424,2026-02,RICE,232,154,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002048,FPS-0424,2026-02,WHEAT,200,96,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002049,FPS-0425,2026-02,RICE,200,109,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002050,FPS-0425,2026-02,WHEAT,200,77,133,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002051,FPS-0426,2026-02,RICE,251,124,188,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002052,FPS-0426,2026-02,WHEAT,180,81,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002053,FPS-0427,2026-02,RICE,200,117,155,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002054,FPS-0427,2026-02,WHEAT,200,74,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002055,FPS-0428,2026-02,RICE,200,117,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002056,FPS-0428,2026-02,WHEAT,200,73,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002057,FPS-0429,2026-02,RICE,200,94,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002058,FPS-0429,2026-02,WHEAT,200,68,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002059,FPS-0430,2026-02,RICE,202,107,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002060,FPS-0430,2026-02,WHEAT,200,67,126,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002061,FPS-0431,2026-02,RICE,200,53,117,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002062,FPS-0431,2026-02,WHEAT,200,34,114,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002063,FPS-0432,2026-02,RICE,331,182,263,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002064,FPS-0432,2026-02,WHEAT,253,116,180,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002065,FPS-0433,2026-02,RICE,200,100,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002066,FPS-0433,2026-02,WHEAT,200,66,123,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002067,FPS-0434,2026-02,RICE,248,133,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002068,FPS-0434,2026-02,WHEAT,201,88,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002069,FPS-0435,2026-02,RICE,220,133,171,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002070,FPS-0435,2026-02,WHEAT,200,92,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002071,FPS-0436,2026-02,RICE,200,111,150,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002072,FPS-0436,2026-02,WHEAT,180,72,120,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002073,FPS-0437,2026-02,RICE,200,107,152,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002074,FPS-0437,2026-02,WHEAT,200,74,133,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002075,FPS-0438,2026-02,RICE,200,104,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002076,FPS-0438,2026-02,WHEAT,200,64,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002077,FPS-0439,2026-02,RICE,244,125,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002078,FPS-0439,2026-02,WHEAT,200,81,139,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002079,FPS-0440,2026-02,RICE,200,128,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002080,FPS-0440,2026-02,WHEAT,200,87,139,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002081,FPS-0441,2026-02,RICE,297,198,256,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002082,FPS-0441,2026-02,WHEAT,224,133,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002083,FPS-0442,2026-02,RICE,200,79,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002084,FPS-0442,2026-02,WHEAT,200,51,116,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002085,FPS-0443,2026-02,RICE,180,90,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002086,FPS-0443,2026-02,WHEAT,200,57,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002087,FPS-0444,2026-02,RICE,200,62,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002088,FPS-0444,2026-02,WHEAT,200,38,108,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002089,FPS-0445,2026-02,RICE,200,58,123,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002090,FPS-0445,2026-02,WHEAT,200,37,114,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002091,FPS-0446,2026-02,RICE,200,77,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002092,FPS-0446,2026-02,WHEAT,200,52,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002093,FPS-0447,2026-02,RICE,200,92,144,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002094,FPS-0447,2026-02,WHEAT,200,60,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002095,FPS-0448,2026-02,RICE,200,94,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002096,FPS-0448,2026-02,WHEAT,200,63,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002097,FPS-0449,2026-02,RICE,200,121,156,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002098,FPS-0449,2026-02,WHEAT,200,78,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002099,FPS-0450,2026-02,RICE,200,76,129,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002100,FPS-0450,2026-02,WHEAT,200,49,118,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002101,FPS-0451,2026-02,RICE,266,187,235,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002102,FPS-0451,2026-02,WHEAT,200,119,156,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002103,FPS-0452,2026-02,RICE,215,128,166,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002104,FPS-0452,2026-02,WHEAT,200,86,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002105,FPS-0453,2026-02,RICE,200,82,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002106,FPS-0453,2026-02,WHEAT,200,56,119,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002107,FPS-0454,2026-02,RICE,217,149,176,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002108,FPS-0454,2026-02,WHEAT,200,102,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002109,FPS-0455,2026-02,RICE,202,130,161,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002110,FPS-0455,2026-02,WHEAT,180,86,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002111,FPS-0456,2026-02,RICE,200,147,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002112,FPS-0456,2026-02,WHEAT,180,104,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002113,FPS-0457,2026-02,RICE,226,138,176,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002114,FPS-0457,2026-02,WHEAT,200,84,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002115,FPS-0458,2026-02,RICE,200,121,157,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002116,FPS-0458,2026-02,WHEAT,200,79,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002117,FPS-0459,2026-02,RICE,214,154,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002118,FPS-0459,2026-02,WHEAT,200,103,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002119,FPS-0460,2026-02,RICE,200,155,173,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002120,FPS-0460,2026-02,WHEAT,180,103,137,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002121,FPS-0461,2026-02,RICE,234,115,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002122,FPS-0461,2026-02,WHEAT,200,79,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002123,FPS-0462,2026-02,RICE,200,84,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002124,FPS-0462,2026-02,WHEAT,200,60,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002125,FPS-0463,2026-02,RICE,262,169,221,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002126,FPS-0463,2026-02,WHEAT,201,109,150,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002127,FPS-0464,2026-02,RICE,204,134,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002128,FPS-0464,2026-02,WHEAT,200,94,139,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002129,FPS-0465,2026-02,RICE,200,98,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002130,FPS-0465,2026-02,WHEAT,200,67,127,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002131,FPS-0466,2026-02,RICE,200,81,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002132,FPS-0466,2026-02,WHEAT,200,61,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002133,FPS-0467,2026-02,RICE,200,39,117,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002134,FPS-0467,2026-02,WHEAT,200,28,108,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002135,FPS-0468,2026-02,RICE,202,119,161,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002136,FPS-0468,2026-02,WHEAT,200,77,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002137,FPS-0469,2026-02,RICE,200,104,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002138,FPS-0469,2026-02,WHEAT,200,68,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002139,FPS-0470,2026-02,RICE,295,229,265,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002140,FPS-0470,2026-02,WHEAT,211,158,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002141,FPS-0471,2026-02,RICE,200,142,176,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002142,FPS-0471,2026-02,WHEAT,180,98,139,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002143,FPS-0472,2026-02,RICE,254,190,219,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002144,FPS-0472,2026-02,WHEAT,200,128,162,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002145,FPS-0473,2026-02,RICE,203,160,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002146,FPS-0473,2026-02,WHEAT,200,108,155,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002147,FPS-0474,2026-02,RICE,200,76,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002148,FPS-0474,2026-02,WHEAT,200,57,119,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002149,FPS-0475,2026-02,RICE,237,125,177,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002150,FPS-0475,2026-02,WHEAT,180,83,126,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002151,FPS-0476,2026-02,RICE,200,92,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002152,FPS-0476,2026-02,WHEAT,200,65,127,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002153,FPS-0477,2026-02,RICE,230,175,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002154,FPS-0477,2026-02,WHEAT,200,104,152,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002155,FPS-0478,2026-02,RICE,200,158,175,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002156,FPS-0478,2026-02,WHEAT,200,107,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002157,FPS-0479,2026-02,RICE,217,151,188,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002158,FPS-0479,2026-02,WHEAT,200,93,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002159,FPS-0480,2026-02,RICE,200,92,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002160,FPS-0480,2026-02,WHEAT,200,64,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002161,FPS-0481,2026-02,RICE,204,122,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002162,FPS-0481,2026-02,WHEAT,200,83,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002163,FPS-0482,2026-02,RICE,160,124,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002164,FPS-0482,2026-02,WHEAT,200,86,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002165,FPS-0483,2026-02,RICE,200,98,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002166,FPS-0483,2026-02,WHEAT,200,66,129,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002167,FPS-0484,2026-02,RICE,200,101,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002168,FPS-0484,2026-02,WHEAT,200,69,133,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002169,FPS-0485,2026-02,RICE,200,73,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002170,FPS-0485,2026-02,WHEAT,200,47,121,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002171,FPS-0486,2026-02,RICE,217,129,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002172,FPS-0486,2026-02,WHEAT,200,92,144,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002173,FPS-0487,2026-02,RICE,200,103,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002174,FPS-0487,2026-02,WHEAT,200,71,129,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002175,FPS-0488,2026-02,RICE,200,153,177,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002176,FPS-0488,2026-02,WHEAT,200,93,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002177,FPS-0489,2026-02,RICE,221,158,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002178,FPS-0489,2026-02,WHEAT,200,109,152,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002179,FPS-0490,2026-02,RICE,224,171,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002180,FPS-0490,2026-02,WHEAT,200,108,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002181,FPS-0491,2026-02,RICE,237,138,181,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002182,FPS-0491,2026-02,WHEAT,200,85,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002183,FPS-0492,2026-02,RICE,292,233,262,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002184,FPS-0492,2026-02,WHEAT,217,162,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002185,FPS-0493,2026-02,RICE,201,97,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002186,FPS-0493,2026-02,WHEAT,200,70,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002187,FPS-0494,2026-02,RICE,200,112,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002188,FPS-0494,2026-02,WHEAT,200,78,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002189,FPS-0495,2026-02,RICE,200,75,137,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002190,FPS-0495,2026-02,WHEAT,200,48,122,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002191,FPS-0496,2026-02,RICE,200,66,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002192,FPS-0496,2026-02,WHEAT,200,41,114,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002193,FPS-0497,2026-02,RICE,214,146,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002194,FPS-0497,2026-02,WHEAT,180,100,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002195,FPS-0498,2026-02,RICE,221,168,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002196,FPS-0498,2026-02,WHEAT,200,113,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002197,FPS-0499,2026-02,RICE,277,134,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002198,FPS-0499,2026-02,WHEAT,200,97,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002199,FPS-0500,2026-02,RICE,200,60,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002200,FPS-0500,2026-02,WHEAT,200,40,118,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002201,FPS-0501,2026-02,RICE,180,123,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002202,FPS-0501,2026-02,WHEAT,200,85,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002203,FPS-0502,2026-02,RICE,239,197,212,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002204,FPS-0502,2026-02,WHEAT,200,131,165,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
