intent_id,beneficiary_id,fps_id,cycle,rice_quantity_kg,wheat_quantity_kg,total_quantity_kg,collection_mode,submitted_at,status
INT-0007134,BEN-009945,FPS-0371,2026-02,12,8,20,SELF,2026-02-20T19:12:00,SUBMITTED
INT-0007135,BEN-007065,FPS-0275,2026-02,19,11,30,AUTHORIZED_PERSON,2026-02-05T14:05:00,SUBMITTED
INT-0007136,BEN-003446,FPS-0171,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-14T17:49:00,SUBMITTED
INT-0007137,BEN-005654,FPS-0395,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-15T11:13:00,CANCELLED
INT-0007138,BEN-007925,FPS-0289,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-12T18:20:00,SUBMITTED
INT-0007139,BEN-007974,FPS-0003,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-17T17:26:00,SUBMITTED
INT-0007140,BEN-006111,FPS-0321,2026-02,6,4,10,SELF,2026-02-10T17:42:00,SUBMITTED
INT-0007141,BEN-003810,FPS-0343,2026-02,8,5,13,SELF,2026-02-17T18:31:00,SUBMITTED
INT-0007142,BEN-008387,FPS-0405,2026-02,13,8,21,SELF,2026-02-17T13:52:00,SUBMITTED
INT-0007143,BEN-007551,FPS-0114,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-10T08:59:00,SUBMITTED
INT-0007144,BEN-001645,FPS-0348,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-12T12:52:00,SUBMITTED
INT-0007145,BEN-001837,FPS-0198,2026-02,17,13,30,SELF,2026-02-09T17:41:00,SUBMITTED
INT-0007146,BEN-005251,FPS-0265,2026-02,19,11,30,AUTHORIZED_PERSON,2026-02-16T19:32:00,CANCELLED
INT-0007147,BEN-003043,FPS-0350,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-10T12:54:00,SUBMITTED
INT-0007148,BEN-003128,FPS-0253,2026-02,13,7,20,SELF,2026-02-16T16:59:00,SUBMITTED
INT-0007149,BEN-008180,FPS-0499,2026-02,3,2,5,SELF,2026-02-09T10:20:00,SUBMITTED
INT-0007150,BEN-004022,FPS-0499,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-10T15:42:00,SUBMITTED
INT-0007151,BEN-003360,FPS-0263,2026-02,21,14,35,SELF,2026-02-15T08:19:00,SUBMITTED
INT-0007152,BEN-004264,FPS-0218,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-20T19:53:00,CANCELLED
INT-0007153,BEN-005965,FPS-0279,2026-02,8,6,14,SELF,2026-02-05T09:15:00,SUBMITTED
INT-0007154,BEN-007969,FPS-0572,2026-02,9,6,15,SELF,2026-02-09T14:03:00,SUBMITTED
INT-0007155,BEN-004743,FPS-0412,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-16T09:54:00,SUBMITTED
INT-0007156,BEN-004338,FPS-0199,2026-02,15,10,25,SELF,2026-02-19T18:07:00,SUBMITTED
INT-0007157,BEN-007193,FPS-0243,2026-02,8,4,12,SELF,2026-02-06T09:01:00,SUBMITTED
INT-0007158,BEN-004286,FPS-0381,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-07T18:15:00,SUBMITTED
INT-0007159,BEN-000136,FPS-0155,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-07T13:19:00,SUBMITTED
INT-0007160,BEN-009051,FPS-0293,2026-02,7,5,12,AUTHORIZED_PERSON,2026-02-12T08:19:00,SUBMITTED
INT-0007161,BEN-007906,FPS-0521,2026-02,9,7,16,AUTHORIZED_PERSON,2026-02-08T09:46:00,SUBMITTED
INT-0007162,BEN-003774,FPS-0562,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-17T19:21:00,SUBMITTED
INT-0007163,BEN-001213,FPS-0536,2026-02,12,7,19,SELF,2026-02-10T14:38:00,SUBMITTED
INT-0007164,BEN-008733,FPS-0038,2026-02,15,10,25,SELF,2026-02-09T14:51:00,SUBMITTED
INT-0007165,BEN-006326,FPS-0059,2026-02,15,10,25,SELF,2026-02-18T13:34:00,SUBMITTED
INT-0007166,BEN-007159,FPS-0491,2026-02,5,4,9,SELF,2026-02-11T13:25:00,SUBMITTED
INT-0007167,BEN-008424,FPS-0473,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-16T17:18:00,SUBMITTED
INT-0007168,BEN-008622,FPS-0450,2026-02,4,3,7,SELF,2026-02-13T09:52:00,SUBMITTED
INT-0007169,BEN-009362,FPS-0027,2026-02,5,3,8,SELF,2026-02-15T17:14:00,SUBMITTED
INT-0007170,BEN-007393,FPS-0279,2026-02,19,11,30,SELF,2026-02-12T10:17:00,CANCELLED
INT-0007171,BEN-007394,FPS-0566,2026-02,12,7,19,SELF,2026-02-08T19:18:00,SUBMITTED
INT-0007172,BEN-004063,FPS-0365,2026-02,6,4,10,SELF,2026-02-12T15:37:00,SUBMITTED
INT-0007173,BEN-008120,FPS-0349,2026-02,2,2,4,SELF,2026-02-13T11:54:00,SUBMITTED
INT-0007174,BEN-009778,FPS-0451,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-20T14:27:00,SUBMITTED
INT-0007175,BEN-006725,FPS-0005,2026-02,10,6,16,SELF,2026-02-15T13:30:00,SUBMITTED
INT-0007176,BEN-000431,FPS-0343,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-08T09:23:00,SUBMITTED
INT-0007177,BEN-003724,FPS-0573,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-18T18:14:00,SUBMITTED
INT-0007178,BEN-009948,FPS-0205,2026-02,17,13,30,SELF,2026-02-12T19:01:00,SUBMITTED
INT-0007179,BEN-001400,FPS-0168,2026-02,13,8,21,SELF,2026-02-10T13:23:00,SUBMITTED
INT-0007180,BEN-007157,FPS-0510,2026-02,2,1,3,SELF,2026-02-05T14:35:00,SUBMITTED
INT-0007181,BEN-000712,FPS-0539,2026-02,8,6,14,SELF,2026-02-18T17:48:00,SUBMITTED
INT-0007182,BEN-003438,FPS-0163,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-07T08:59:00,SUBMITTED
INT-0007183,BEN-002148,FPS-0042,2026-02,22,11,33,AUTHORIZED_PERSON,2026-02-18T12:54:00,SUBMITTED
INT-0007184,BEN-000187,FPS-0061,2026-02,11,7,18,SELF,2026-02-10T12:09:00,SUBMITTED
INT-0007185,BEN-006511,FPS-0141,2026-02,17,10,27,AUTHORIZED_PERSON,2026-02-17T14:30:00,SUBMITTED
INT-0007186,BEN-008483,FPS-0034,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-18T19:26:00,SUBMITTED
INT-0007187,BEN-004390,FPS-0014,2026-02,21,12,33,AUTHORIZED_PERSON,2026-02-06T13:12:00,SUBMITTED
INT-0007188,BEN-009666,FPS-0117,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-05T09:38:00,SUBMITTED
INT-0007189,BEN-006322,FPS-0284,2026-02,10,9,19,SELF,2026-02-15T15:34:00,SUBMITTED
INT-0007190,BEN-006405,FPS-0516,2026-02,15,11,26,AUTHORIZED_PERSON,2026-02-09T16:19:00,SUBMITTED
INT-0007191,BEN-006535,FPS-0388,2026-02,5,4,9,SELF,2026-02-10T08:31:00,SUBMITTED
INT-0007192,BEN-003239,FPS-0181,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-20T18:41:00,SUBMITTED
INT-0007193,BEN-000773,FPS-0278,2026-02,5,5,10,AUTHORIZED_PERSON,2026-02-09T12:20:00,SUBMITTED
INT-0007194,BEN-007617,FPS-0359,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-15T11:39:00,SUBMITTED
INT-0007195,BEN-008782,FPS-0460,2026-02,14,10,24,SELF,2026-02-17T18:56:00,SUBMITTED
INT-0007196,BEN-006396,FPS-0517,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-16T10:39:00,SUBMITTED
INT-0007197,BEN-001515,FPS-0535,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-15T13:35:00,SUBMITTED
INT-0007198,BEN-004598,FPS-0195,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-17T09:26:00,SUBMITTED
INT-0007199,BEN-000681,FPS-0123,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-20T14:30:00,SUBMITTED
INT-0007200,BEN-003300,FPS-0346,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-07T13:06:00,SUBMITTED
INT-0007201,BEN-005596,FPS-0349,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-12T16:33:00,SUBMITTED
INT-0007202,BEN-003959,FPS-0597,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-10T19:59:00,SUBMITTED
INT-0007203,BEN-006011,FPS-0296,2026-02,5,3,8,SELF,2026-02-19T18:35:00,SUBMITTED
INT-0007204,BEN-004443,FPS-0500,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-06T18:46:00,SUBMITTED
INT-0007205,BEN-002689,FPS-0355,2026-02,20,13,33,AUTHORIZED_PERSON,2026-02-08T09:49:00,SUBMITTED
INT-0007206,BEN-005699,FPS-0379,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-10T08:18:00,SUBMITTED
INT-0007207,BEN-006811,FPS-0206,2026-02,13,7,20,SELF,2026-02-16T17:06:00,SUBMITTED
INT-0007208,BEN-001217,FPS-0558,2026-02,20,15,35,SELF,2026-02-12T18:18:00,SUBMITTED
INT-0007209,BEN-008229,FPS-0206,2026-02,20,15,35,SELF,2026-02-13T11:10:00,SUBMITTED
INT-0007210,BEN-008366,FPS-0413,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-20T16:50:00,SUBMITTED
INT-0007211,BEN-002964,FPS-0246,2026-02,10,8,18,AUTHORIZED_PERSON,2026-02-14T09:16:00,SUBMITTED
INT-0007212,BEN-000352,FPS-0214,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-20T08:44:00,SUBMITTED
INT-0007213,BEN-009717,FPS-0406,2026-02,16,10,26,AUTHORIZED_PERSON,2026-02-06T09:48:00,SUBMITTED
INT-0007214,BEN-001703,FPS-0338,2026-02,13,9,22,AUTHORIZED_PERSON,2026-02-07T16:32:00,SUBMITTED
INT-0007215,BEN-000022,FPS-0059,2026-02,21,14,35,SELF,2026-02-20T18:36:00,CANCELLED
INT-0007216,BEN-001688,FPS-0387,2026-02,16,10,26,SELF,2026-02-15T18:03:00,SUBMITTED
INT-0007217,BEN-003224,FPS-0478,2026-02,13,7,20,SELF,2026-02-19T15:36:00,SUBMITTED
INT-0007218,BEN-007627,FPS-0409,2026-02,6,4,10,SELF,2026-02-15T16:31:00,SUBMITTED
INT-0007219,BEN-000552,FPS-0021,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-09T12:39:00,SUBMITTED
INT-0007220,BEN-004572,FPS-0575,2026-02,5,3,8,SELF,2026-02-11T18:40:00,SUBMITTED
INT-0007221,BEN-000679,FPS-0367,2026-02,18,12,30,AUTHORIZED_PERSON,2026-02-07T10:20:00,SUBMITTED
INT-0007222,BEN-002751,FPS-0552,2026-02,10,5,15,SELF,2026-02-17T14:29:00,SUBMITTED
INT-0007223,BEN-000557,FPS-0240,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-17T12:37:00,SUBMITTED
INT-0007224,BEN-001001,FPS-0368,2026-02,8,5,13,SELF,2026-02-18T08:39:00,SUBMITTED
INT-0007225,BEN-008206,FPS-0211,2026-02,15,12,27,AUTHORIZED_PERSON,2026-02-16T17:45:00,SUBMITTED
INT-0007226,BEN-001015,FPS-0592,2026-02,13,7,20,SELF,2026-02-17T16:33:00,SUBMITTED
INT-0007227,BEN-008117,FPS-0041,2026-02,2,2,4,SELF,2026-02-05T08:19:00,SUBMITTED
INT-0007228,BEN-008006,FPS-0390,2026-02,12,7,19,SELF,2026-02-10T15:13:00,SUBMITTED
INT-0007229,BEN-009450,FPS-0228,2026-02,11,7,18,SELF,2026-02-07T13:39:00,SUBMITTED
INT-0007230,BEN-008848,FPS-0098,2026-02,10,8,18,SELF,2026-02-07T08:03:00,SUBMITTED
INT-0007231,BEN-001299,FPS-0580,2026-02,13,7,20,SELF,2026-02-14T15:51:00,SUBMITTED
INT-0007232,BEN-000443,FPS-0529,2026-02,5,3,8,SELF,2026-02-08T18:54:00,SUBMITTED
INT-0007233,BEN-009195,FPS-0272,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-12T12:40:00,SUBMITTED
INT-0007234,BEN-000885,FPS-0186,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-16T17:41:00,SUBMITTED
INT-0007235,BEN-000945,FPS-0345,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-05T18:44:00,SUBMITTED
INT-0007236,BEN-008267,FPS-0239,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-11T11:12:00,SUBMITTED
INT-0007237,BEN-008051,FPS-0593,2026-02,12,8,20,SELF,2026-02-05T15:50:00,SUBMITTED
INT-0007238,BEN-002042,FPS-0090,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-10T10:08:00,SUBMITTED
INT-0007239,BEN-006778,FPS-0327,2026-02,9,8,17,SELF,2026-02-06T15:03:00,SUBMITTED
INT-0007240,BEN-000579,FPS-0081,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-12T10:22:00,SUBMITTED
INT-0007241,BEN-009219,FPS-0330,2026-02,7,4,11,SELF,2026-02-12T10:25:00,SUBMITTED
INT-0007242,BEN-006050,FPS-0239,2026-02,5,3,8,SELF,2026-02-10T14:13:00,SUBMITTED
INT-0007243,BEN-005567,FPS-0092,2026-02,20,13,33,AUTHORIZED_PERSON,2026-02-06T08:33:00,SUBMITTED
INT-0007244,BEN-003898,FPS-0038,2026-02,8,6,14,SELF,2026-02-15T17:50:00,SUBMITTED
INT-0007245,BEN-004328,FPS-0378,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-12T17:28:00,SUBMITTED
INT-0007246,BEN-004588,FPS-0428,2026-02,2,2,4,SELF,2026-02-18T08:21:00,SUBMITTED
INT-0007247,BEN-006959,FPS-0527,2026-02,14,9,23,SELF,2026-02-15T16:38:00,SUBMITTED
INT-0007248,BEN-000423,FPS-0189,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-06T09:24:00,SUBMITTED
INT-0007249,BEN-005138,FPS-0549,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-18T11:38:00,SUBMITTED
INT-0007250,BEN-003922,FPS-0155,2026-02,20,13,33,SELF,2026-02-06T17:36:00,SUBMITTED
INT-0007251,BEN-003792,FPS-0529,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-05T10:57:00,SUBMITTED
INT-0007252,BEN-006655,FPS-0504,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-10T16:02:00,SUBMITTED
INT-0007253,BEN-004458,FPS-0188,2026-02,14,9,23,AUTHORIZED_PERSON,2026-02-10T13:57:00,SUBMITTED
INT-0007254,BEN-002598,FPS-0116,2026-02,6,4,10,SELF,2026-02-06T18:54:00,SUBMITTED
INT-0007255,BEN-003485,FPS-0195,2026-02,19,11,30,SELF,2026-02-13T18:49:00,SUBMITTED
INT-0007256,BEN-008935,FPS-0470,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-07T16:06:00,SUBMITTED
INT-0007257,BEN-007430,FPS-0233,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-06T11:29:00,SUBMITTED
INT-0007258,BEN-005375,FPS-0063,2026-02,10,5,15,SELF,2026-02-16T09:39:00,SUBMITTED
INT-0007259,BEN-000961,FPS-0229,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-06T13:34:00,SUBMITTED
INT-0007260,BEN-009353,FPS-0413,2026-02,13,7,20,SELF,2026-02-09T15:10:00,SUBMITTED
INT-0007261,BEN-007345,FPS-0501,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-16T16:32:00,SUBMITTED
INT-0007262,BEN-006093,FPS-0202,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-18T17:08:00,SUBMITTED
INT-0007263,BEN-006064,FPS-0021,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-11T15:42:00,SUBMITTED
INT-0007264,BEN-000790,FPS-0505,2026-02,7,4,11,SELF,2026-02-05T13:19:00,SUBMITTED
INT-0007265,BEN-000086,FPS-0158,2026-02,5,4,9,SELF,2026-02-12T10:13:00,SUBMITTED
INT-0007266,BEN-002987,FPS-0259,2026-02,2,2,4,SELF,2026-02-13T19:04:00,SUBMITTED
INT-0007267,BEN-002210,FPS-0463,2026-02,10,5,15,SELF,2026-02-20T08:47:00,SUBMITTED
INT-0007268,BEN-003292,FPS-0350,2026-02,15,10,25,SELF,2026-02-07T11:31:00,SUBMITTED
INT-0007269,BEN-006307,FPS-0343,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-07T13:14:00,SUBMITTED
INT-0007270,BEN-006920,FPS-0035,2026-02,7,7,14,AUTHORIZED_PERSON,2026-02-13T13:24:00,SUBMITTED
INT-0007271,BEN-009451,FPS-0168,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-12T14:31:00,SUBMITTED
INT-0007272,BEN-005011,FPS-0262,2026-02,6,4,10,SELF,2026-02-18T13:30:00,SUBMITTED
INT-0007273,BEN-005060,FPS-0069,2026-02,16,9,25,SELF,2026-02-10T16:29:00,SUBMITTED
INT-0007274,BEN-001036,FPS-0056,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-13T14:26:00,SUBMITTED
INT-0007275,BEN-007875,FPS-0078,2026-02,7,5,12,AUTHORIZED_PERSON,2026-02-08T19:25:00,SUBMITTED
INT-0007276,BEN-006356,FPS-0594,2026-02,16,9,25,SELF,2026-02-12T09:31:00,SUBMITTED
INT-0007277,BEN-000979,FPS-0492,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-14T12:17:00,CANCELLED
INT-0007278,BEN-002760,FPS-0053,2026-02,12,8,20,SELF,2026-02-20T12:10:00,SUBMITTED
INT-0007279,BEN-001992,FPS-0331,2026-02,9,4,13,AUTHORIZED_PERSON,2026-02-09T16:05:00,SUBMITTED
INT-0007280,BEN-000617,FPS-0147,2026-02,7,4,11,SELF,2026-02-07T11:05:00,SUBMITTED
INT-0007281,BEN-009176,FPS-0433,2026-02,13,7,20,SELF,2026-02-08T08:55:00,SUBMITTED
INT-0007282,BEN-005972,FPS-0565,2026-02,13,9,22,AUTHORIZED_PERSON,2026-02-05T11:46:00,SUBMITTED
INT-0007283,BEN-008275,FPS-0243,2026-02,18,11,29,AUTHORIZED_PERSON,2026-02-16T14:46:00,SUBMITTED
INT-0007284,BEN-006848,FPS-0442,2026-02,6,4,10,SELF,2026-02-05T12:03:00,SUBMITTED
INT-0007285,BEN-009458,FPS-0148,2026-02,19,16,35,AUTHORIZED_PERSON,2026-02-12T14:47:00,SUBMITTED
INT-0007286,BEN-001762,FPS-0595,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-08T14:46:00,SUBMITTED
INT-0007287,BEN-008454,FPS-0543,2026-02,22,13,35,SELF,2026-02-16T09:49:00,SUBMITTED
INT-0007288,BEN-004792,FPS-0055,2026-02,16,10,26,SELF,2026-02-08T15:56:00,SUBMITTED
INT-0007289,BEN-006321,FPS-0572,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-19T15:54:00,SUBMITTED
INT-0007290,BEN-005386,FPS-0371,2026-02,7,7,14,AUTHORIZED_PERSON,2026-02-18T17:00:00,SUBMITTED
INT-0007291,BEN-004822,FPS-0274,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-17T12:33:00,SUBMITTED
INT-0007292,BEN-001760,FPS-0575,2026-02,9,6,15,SELF,2026-02-11T12:53:00,SUBMITTED
INT-0007293,BEN-004805,FPS-0083,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-14T12:46:00,CANCELLED
INT-0007294,BEN-002179,FPS-0509,2026-02,19,14,33,AUTHORIZED_PERSON,2026-02-17T14:49:00,SUBMITTED
INT-0007295,BEN-005165,FPS-0472,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-06T16:44:00,SUBMITTED
INT-0007296,BEN-002200,FPS-0051,2026-02,20,14,34,SELF,2026-02-17T10:22:00,SUBMITTED
INT-0007297,BEN-000694,FPS-0406,2026-02,13,7,20,SELF,2026-02-20T11:08:00,SUBMITTED
INT-0007298,BEN-005318,FPS-0575,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-10T08:12:00,SUBMITTED
INT-0007299,BEN-001107,FPS-0600,2026-02,18,12,30,AUTHORIZED_PERSON,2026-02-06T10:49:00,SUBMITTED
INT-0007300,BEN-005364,FPS-0592,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-08T13:03:00,SUBMITTED
INT-0007301,BEN-009309,FPS-0240,2026-02,15,12,27,SELF,2026-02-16T16:24:00,SUBMITTED
INT-0007302,BEN-002840,FPS-0586,2026-02,12,6,18,SELF,2026-02-10T10:03:00,SUBMITTED
INT-0007303,BEN-002330,FPS-0434,2026-02,5,4,9,SELF,2026-02-17T13:35:00,SUBMITTED
INT-0007304,BEN-009902,FPS-0585,2026-02,9,5,14,AUTHORIZED_PERSON,2026-02-10T10:30:00,SUBMITTED
INT-0007305,BEN-007021,FPS-0513,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-06T16:53:00,SUBMITTED
INT-0007306,BEN-009174,FPS-0021,2026-02,9,6,15,SELF,2026-02-05T09:27:00,SUBMITTED
INT-0007307,BEN-002007,FPS-0259,2026-02,7,5,12,AUTHORIZED_PERSON,2026-02-14T08:34:00,SUBMITTED
INT-0007308,BEN-009180,FPS-0278,2026-02,6,4,10,SELF,2026-02-11T15:12:00,SUBMITTED
INT-0007309,BEN-001220,FPS-0010,2026-02,13,7,20,SELF,2026-02-11T13:41:00,SUBMITTED
INT-0007310,BEN-008555,FPS-0418,2026-02,12,7,19,SELF,2026-02-06T14:03:00,SUBMITTED
INT-0007311,BEN-009687,FPS-0398,2026-02,16,12,28,AUTHORIZED_PERSON,2026-02-17T09:24:00,SUBMITTED
INT-0007312,BEN-000680,FPS-0134,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-20T09:29:00,SUBMITTED
INT-0007313,BEN-000264,FPS-0173,2026-02,15,11,26,AUTHORIZED_PERSON,2026-02-19T10:28:00,SUBMITTED
INT-0007314,BEN-003439,FPS-0039,2026-02,17,12,29,SELF,2026-02-15T18:38:00,SUBMITTED
INT-0007315,BEN-006333,FPS-0018,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-17T18:00:00,SUBMITTED
INT-0007316,BEN-002076,FPS-0140,2026-02,3,2,5,SELF,2026-02-15T14:07:00,CANCELLED
INT-0007317,BEN-009292,FPS-0560,2026-02,9,7,16,SELF,2026-02-05T13:52:00,SUBMITTED
INT-0007318,BEN-002403,FPS-0257,2026-02,9,6,15,SELF,2026-02-17T08:46:00,SUBMITTED
INT-0007319,BEN-003996,FPS-0120,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-19T19:02:00,SUBMITTED
INT-0007320,BEN-008853,FPS-0356,2026-02,9,6,15,SELF,2026-02-17T18:11:00,SUBMITTED
INT-0007321,BEN-007609,FPS-0190,2026-02,2,2,4,SELF,2026-02-05T14:52:00,SUBMITTED
INT-0007322,BEN-007215,FPS-0595,2026-02,8,6,14,SELF,2026-02-11T13:53:00,SUBMITTED
INT-0007323,BEN-008761,FPS-0345,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-20T15:48:00,SUBMITTED
INT-0007324,BEN-002117,FPS-0155,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-18T11:27:00,SUBMITTED
INT-0007325,BEN-000315,FPS-0265,2026-02,13,8,21,SELF,2026-02-17T08:51:00,SUBMITTED
INT-0007326,BEN-008399,FPS-0245,2026-02,16,11,27,SELF,2026-02-06T10:56:00,SUBMITTED
INT-0007327,BEN-003709,FPS-0247,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-19T18:49:00,SUBMITTED
INT-0007328,BEN-005887,FPS-0081,2026-02,8,6,14,SELF,2026-02-14T10:51:00,SUBMITTED
INT-0007329,BEN-009796,FPS-0292,2026-02,9,6,15,SELF,2026-02-07T11:58:00,SUBMITTED
INT-0007330,BEN-005981,FPS-0019,2026-02,16,13,29,AUTHORIZED_PERSON,2026-02-20T08:36:00,SUBMITTED
INT-0007331,BEN-004891,FPS-0570,2026-02,3,2,5,SELF,2026-02-09T19:18:00,SUBMITTED
INT-0007332,BEN-001741,FPS-0187,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-09T12:48:00,SUBMITTED
INT-0007333,BEN-008745,FPS-0451,2026-02,9,5,14,SELF,2026-02-15T18:18:00,SUBMITTED
INT-0007334,BEN-000399,FPS-0596,2026-02,8,5,13,SELF,2026-02-18T11:03:00,CANCELLED
INT-0007335,BEN-008793,FPS-0302,2026-02,5,3,8,SELF,2026-02-06T08:09:00,SUBMITTED
INT-0007336,BEN-006489,FPS-0576,2026-02,7,7,14,AUTHORIZED_PERSON,2026-02-07T18:45:00,SUBMITTED
INT-0007337,BEN-001110,FPS-0151,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-19T10:43:00,SUBMITTED
INT-0007338,BEN-008870,FPS-0392,2026-02,3,2,5,SELF,2026-02-14T11:03:00,SUBMITTED
INT-0007339,BEN-005098,FPS-0102,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-16T08:52:00,SUBMITTED
INT-0007340,BEN-001889,FPS-0007,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-05T09:35:00,CANCELLED
INT-0007341,BEN-008667,FPS-0230,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-20T09:05:00,SUBMITTED
INT-0007342,BEN-004327,FPS-0577,2026-02,2,2,4,SELF,2026-02-12T16:03:00,SUBMITTED
INT-0007343,BEN-004309,FPS-0579,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-15T10:42:00,SUBMITTED
INT-0007344,BEN-003278,FPS-0298,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-18T17:42:00,SUBMITTED
INT-0007345,BEN-005314,FPS-0026,2026-02,2,2,4,SELF,2026-02-07T16:01:00,SUBMITTED
INT-0007346,BEN-004402,FPS-0425,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-16T10:55:00,SUBMITTED
INT-0007347,BEN-003426,FPS-0563,2026-02,23,12,35,AUTHORIZED_PERSON,2026-02-20T19:01:00,CANCELLED
INT-0007348,BEN-003911,FPS-0594,2026-02,14,9,23,AUTHORIZED_PERSON,2026-02-06T11:08:00,SUBMITTED
INT-0007349,BEN-000805,FPS-0109,2026-02,16,10,26,SELF,2026-02-20T16:28:00,SUBMITTED
INT-0007350,BEN-002754,FPS-0406,2026-02,16,10,26,AUTHORIZED_PERSON,2026-02-08T08:28:00,SUBMITTED
INT-0007351,BEN-002526,FPS-0125,2026-02,18,12,30,SELF,2026-02-20T11:01:00,SUBMITTED
INT-0007352,BEN-002237,FPS-0017,2026-02,12,8,20,SELF,2026-02-11T15:04:00,SUBMITTED
INT-0007353,BEN-005575,FPS-0144,2026-02,12,6,18,AUTHORIZED_PERSON,2026-02-16T15:32:00,SUBMITTED
INT-0007354,BEN-002749,FPS-0221,2026-02,9,6,15,SELF,2026-02-20T13:43:00,SUBMITTED
INT-0007355,BEN-004366,FPS-0169,2026-02,3,2,5,SELF,2026-02-15T15:29:00,SUBMITTED
INT-0007356,BEN-008533,FPS-0369,2026-02,6,4,10,SELF,2026-02-16T15:33:00,SUBMITTED
INT-0007357,BEN-008614,FPS-0175,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-09T17:15:00,SUBMITTED
