grievance_id,beneficiary_id,fps_id,category,description,created_at,status,resolution,resolved_at
GRV-000272,BEN-007010,FPS-0374,OTHER,OTHER reported for RC2024107009 at FPS-0374,2026-03-14T19:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-03-18T19:00:00
GRV-000273,BEN-006101,FPS-0060,QUALITY,QUALITY reported for RC2024106100 at FPS-0060,2026-01-18T20:00:00,IN_REVIEW,,
GRV-000274,BEN-009650,FPS-0145,OTHER,OTHER reported for RC2024109649 at FPS-0145,2026-02-02T22:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-12T22:00:00
GRV-000275,BEN-001618,FPS-0230,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023101617 at FPS-0230,2026-01-31T06:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-01T06:00:00
GRV-000276,BEN-005088,FPS-0588,OTHER,OTHER reported for RC2025105087 at FPS-0588,2026-02-10T09:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-19T09:00:00
GRV-000277,BEN-002212,FPS-0083,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023102211 at FPS-0083,2026-03-10T21:00:00,OPEN,,
GRV-000278,BEN-001327,FPS-0366,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023101326 at FPS-0366,2026-03-17T17:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-26T17:00:00
GRV-000279,BEN-006686,FPS-0117,OTHER,OTHER reported for RC2024106685 at FPS-0117,2026-03-16T20:00:00,IN_REVIEW,,
GRV-000280,BEN-005420,FPS-0333,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024105419 at FPS-0333,2026-02-07T22:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-08T22:00:00
GRV-000281,BEN-001589,FPS-0249,QUALITY,QUALITY reported for RC2024101588 at FPS-0249,2026-01-13T10:00:00,OPEN,,
GRV-000282,BEN-008604,FPS-0472,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025108603 at FPS-0472,2026-01-31T22:00:00,OPEN,,
GRV-000283,BEN-001717,FPS-0143,QUALITY,QUALITY reported for RC2023101716 at FPS-0143,2026-02-06T00:00:00,OPEN,,
GRV-000284,BEN-009565,FPS-0464,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023109564 at FPS-0464,2026-03-10T12:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-16T12:00:00
GRV-000285,BEN-007363,FPS-0304,OTHER,OTHER reported for RC2023107362 at FPS-0304,2026-01-15T03:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-22T03:00:00
GRV-000286,BEN-006168,FPS-0067,QUALITY,QUALITY reported for RC2025106167 at FPS-0067,2026-01-25T18:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-01-28T18:00:00
GRV-000287,BEN-002657,FPS-0171,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024102656 at FPS-0171,2026-01-07T19:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-17T19:00:00
GRV-000288,BEN-002269,FPS-0504,QUALITY,QUALITY reported for RC2023102268 at FPS-0504,2026-02-27T10:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-06T10:00:00
GRV-000289,BEN-008115,FPS-0288,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025108114 at FPS-0288,2026-01-21T23:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-25T23:00:00
GRV-000290,BEN-008221,FPS-0505,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023108220 at FPS-0505,2026-01-15T12:00:00,IN_REVIEW,,
GRV-000291,BEN-008142,FPS-0108,QUALITY,QUALITY reported for RC2025108141 at FPS-0108,2026-02-23T10:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-05T10:00:00
GRV-000292,BEN-009065,FPS-0336,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024109064 at FPS-0336,2026-03-05T04:00:00,IN_REVIEW,,
GRV-000293,BEN-005652,FPS-0010,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025105651 at FPS-0010,2026-02-02T19:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-07T19:00:00
GRV-000294,BEN-005138,FPS-0549,QUALITY,QUALITY reported for RC2024105137 at FPS-0549,2026-03-21T22:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-24T22:00:00
GRV-000295,BEN-002950,FPS-0029,OTHER,OTHER reported for RC2023102949 at FPS-0029,2026-02-21T23:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-22T23:00:00
GRV-000296,BEN-008932,FPS-0128,FPS_CLOSED,FPS_CLOSED reported for RC2023108931 at FPS-0128,2026-02-23T23:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-25T23:00:00
GRV-000297,BEN-005244,FPS-0587,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025105243 at FPS-0587,2026-01-30T18:00:00,CLOSED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-02T18:00:00
GRV-000298,BEN-005026,FPS-0142,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023105025 at FPS-0142,2026-01-31T00:00:00,OPEN,,
GRV-000299,BEN-007245,FPS-0196,OTHER,OTHER reported for RC2025107244 at FPS-0196,2026-02-10T02:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-17T02:00:00
GRV-000300,BEN-006519,FPS-0390,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025106518 at FPS-0390,2026-02-05T00:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-14T00:00:00
GRV-000301,BEN-006121,FPS-0259,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023106120 at FPS-0259,2026-01-22T21:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-01T21:00:00
GRV-000302,BEN-002838,FPS-0303,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025102837 at FPS-0303,2026-01-14T08:00:00,IN_REVIEW,,
GRV-000303,BEN-001029,FPS-0319,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025101028 at FPS-0319,2026-03-01T13:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-05T13:00:00
GRV-000304,BEN-001945,FPS-0104,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023101944 at FPS-0104,2026-01-17T12:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-23T12:00:00
GRV-000305,BEN-007532,FPS-0015,OTHER,OTHER reported for RC2024107531 at FPS-0015,2026-02-10T23:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-12T23:00:00
GRV-000306,BEN-002147,FPS-0201,FPS_CLOSED,FPS_CLOSED reported for RC2024102146 at FPS-0201,2026-02-04T03:00:00,IN_REVIEW,,
GRV-000307,BEN-007782,FPS-0174,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025107781 at FPS-0174,2026-02-18T19:00:00,OPEN,,
GRV-000308,BEN-002321,FPS-0543,QUALITY,QUALITY reported for RC2024102320 at FPS-0543,2026-01-14T22:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-01-20T22:00:00
GRV-000309,BEN-009575,FPS-0551,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024109574 at FPS-0551,2026-02-11T19:00:00,IN_REVIEW,,
GRV-000310,BEN-007879,FPS-0474,QUALITY,QUALITY reported for RC2023107878 at FPS-0474,2026-01-10T04:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-01-16T04:00:00
GRV-000311,BEN-009835,FPS-0477,FPS_CLOSED,FPS_CLOSED reported for RC2023109834 at FPS-0477,2026-01-12T04:00:00,OPEN,,
GRV-000312,BEN-009791,FPS-0270,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024109790 at FPS-0270,2026-01-18T19:00:00,CLOSED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-26T19:00:00
GRV-000313,BEN-000034,FPS-0183,FPS_CLOSED,FPS_CLOSED reported for RC2023100033 at FPS-0183,2026-01-19T13:00:00,OPEN,,
GRV-000314,BEN-008646,FPS-0001,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025108645 at FPS-0001,2026-01-19T15:00:00,IN_REVIEW,,
GRV-000315,BEN-005987,FPS-0513,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024105986 at FPS-0513,2026-01-06T13:00:00,OPEN,,
GRV-000316,BEN-008543,FPS-0557,FPS_CLOSED,FPS_CLOSED reported for RC2024108542 at FPS-0557,2026-01-26T15:00:00,IN_REVIEW,,
GRV-000317,BEN-007847,FPS-0595,OTHER,OTHER reported for RC2024107846 at FPS-0595,2026-02-13T14:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-19T14:00:00
GRV-000318,BEN-009126,FPS-0347,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025109125 at FPS-0347,2026-02-07T00:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-17T00:00:00
GRV-000319,BEN-005945,FPS-0045,OTHER,OTHER reported for RC2024105944 at FPS-0045,2026-02-23T03:00:00,IN_REVIEW,,
GRV-000320,BEN-008003,FPS-0551,QUALITY,QUALITY reported for RC2024108002 at FPS-0551,2026-03-02T23:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-03-06T23:00:00
GRV-000321,BEN-009030,FPS-0319,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025109029 at FPS-0319,2026-03-21T05:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-27T05:00:00
GRV-000322,BEN-000734,FPS-0042,QUALITY,QUALITY reported for RC2024100733 at FPS-0042,2026-03-14T00:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-03-24T00:00:00
GRV-000323,BEN-002079,FPS-0082,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025102078 at FPS-0082,2026-02-24T10:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-28T10:00:00
GRV-000324,BEN-000489,FPS-0095,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025100488 at FPS-0095,2026-03-19T11:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-21T11:00:00
GRV-000325,BEN-008994,FPS-0427,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025108993 at FPS-0427,2026-01-30T16:00:00,IN_REVIEW,,
GRV-000326,BEN-004479,FPS-0023,OTHER,OTHER reported for RC2025104478 at FPS-0023,2026-01-19T12:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-23T12:00:00
GRV-000327,BEN-008231,FPS-0451,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024108230 at FPS-0451,2026-01-27T09:00:00,CLOSED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-29T09:00:00
GRV-000328,BEN-007724,FPS-0026,FPS_CLOSED,FPS_CLOSED reported for RC2024107723 at FPS-0026,2026-03-08T20:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-03-15T20:00:00
GRV-000329,BEN-005524,FPS-0099,OTHER,OTHER reported for RC2023105523 at FPS-0099,2026-01-18T00:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-01-28T00:00:00
GRV-000330,BEN-001316,FPS-0300,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024101315 at FPS-0300,2026-02-25T13:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-27T13:00:00
GRV-000331,BEN-004058,FPS-0581,OTHER,OTHER reported for RC2024104057 at FPS-0581,2026-01-22T21:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-26T21:00:00
GRV-000332,BEN-005671,FPS-0559,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023105670 at FPS-0559,2026-02-08T20:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-12T20:00:00
GRV-000333,BEN-001893,FPS-0106,FPS_CLOSED,FPS_CLOSED reported for RC2025101892 at FPS-0106,2026-02-09T08:00:00,IN_REVIEW,,
GRV-000334,BEN-000321,FPS-0451,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025100320 at FPS-0451,2026-01-26T11:00:00,OPEN,,
GRV-000335,BEN-007208,FPS-0560,OTHER,OTHER reported for RC2024107207 at FPS-0560,2026-02-27T06:00:00,IN_REVIEW,,
GRV-000336,BEN-002348,FPS-0253,OTHER,OTHER reported for RC2024102347 at FPS-0253,2026-01-08T03:00:00,IN_REVIEW,,
GRV-000337,BEN-007163,FPS-0241,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024107162 at FPS-0241,2026-03-07T10:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-11T10:00:00
GRV-000338,BEN-002556,FPS-0517,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025102555 at FPS-0517,2026-01-22T00:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-25T00:00:00
GRV-000339,BEN-009775,FPS-0572,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023109774 at FPS-0572,2026-02-23T12:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-25T12:00:00
GRV-000340,BEN-006845,FPS-0335,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024106844 at FPS-0335,2026-02-04T09:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-12T09:00:00
GRV-000341,BEN-006916,FPS-0428,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023106915 at FPS-0428,2026-02-21T19:00:00,OPEN,,
GRV-000342,BEN-004432,FPS-0107,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023104431 at FPS-0107,2026-02-23T20:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-27T20:00:00
GRV-000343,BEN-003795,FPS-0008,OTHER,OTHER reported for RC2025103794 at FPS-0008,2026-01-18T09:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-25T09:00:00
GRV-000344,BEN-004550,FPS-0496,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024104549 at FPS-0496,2026-03-08T23:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-14T23:00:00
GRV-000345,BEN-002850,FPS-0133,QUALITY,QUALITY reported for RC2025102849 at FPS-0133,2026-02-07T14:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-02-16T14:00:00
GRV-000346,BEN-003985,FPS-0245,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023103984 at FPS-0245,2026-02-14T05:00:00,IN_REVIEW,,
GRV-000347,BEN-001649,FPS-0260,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024101648 at FPS-0260,2026-02-02T01:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-06T01:00:00
GRV-000348,BEN-004463,FPS-0024,OTHER,OTHER reported for RC2024104462 at FPS-0024,2026-02-07T21:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-02-08T21:00:00
GRV-000349,BEN-003153,FPS-0112,OTHER,OTHER reported for RC2025103152 at FPS-0112,2026-02-11T20:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-16T20:00:00
GRV-000350,BEN-006476,FPS-0590,FPS_CLOSED,FPS_CLOSED reported for RC2024106475 at FPS-0590,2026-01-28T22:00:00,IN_REVIEW,,
GRV-000351,BEN-005794,FPS-0020,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023105793 at FPS-0020,2026-01-15T16:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-23T16:00:00
GRV-000352,BEN-004360,FPS-0403,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023104359 at FPS-0403,2026-02-28T10:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-03T10:00:00
GRV-000353,BEN-005494,FPS-0138,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023105493 at FPS-0138,2026-02-07T15:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-13T15:00:00
GRV-000354,BEN-005565,FPS-0295,FPS_CLOSED,FPS_CLOSED reported for RC2025105564 at FPS-0295,2026-02-22T14:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-03-04T14:00:00
GRV-000355,BEN-002250,FPS-0265,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025102249 at FPS-0265,2026-03-11T20:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-15T20:00:00
GRV-000356,BEN-005666,FPS-0364,FPS_CLOSED,FPS_CLOSED reported for RC2024105665 at FPS-0364,2026-01-23T03:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-27T03:00:00
GRV-000357,BEN-000887,FPS-0341,OTHER,OTHER reported for RC2024100886 at FPS-0341,2026-03-04T04:00:00,OPEN,,
GRV-000358,BEN-005224,FPS-0266,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023105223 at FPS-0266,2026-03-08T07:00:00,IN_REVIEW,,
GRV-000359,BEN-004556,FPS-0078,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024104555 at FPS-0078,2026-03-12T03:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-20T03:00:00
GRV-000360,BEN-007938,FPS-0238,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025107937 at FPS-0238,2026-02-15T11:00:00,OPEN,,
GRV-000361,BEN-002080,FPS-0297,QUALITY,QUALITY reported for RC2023102079 at FPS-0297,2026-01-23T00:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-01T00:00:00
GRV-000362,BEN-005705,FPS-0481,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024105704 at FPS-0481,2026-03-07T23:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-12T23:00:00
GRV-000363,BEN-004985,FPS-0012,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024104984 at FPS-0012,2026-02-21T19:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-23T19:00:00
GRV-000364,BEN-008964,FPS-0430,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025108963 at FPS-0430,2026-03-11T12:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-20T12:00:00
GRV-000365,BEN-000276,FPS-0289,FPS_CLOSED,FPS_CLOSED reported for RC2025100275 at FPS-0289,2026-01-12T03:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-18T03:00:00
GRV-000366,BEN-002263,FPS-0272,FPS_CLOSED,FPS_CLOSED reported for RC2023102262 at FPS-0272,2026-03-17T00:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-22T00:00:00
GRV-000367,BEN-003614,FPS-0263,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024103613 at FPS-0263,2026-01-27T13:00:00,IN_REVIEW,,
GRV-000368,BEN-009582,FPS-0250,QUALITY,QUALITY reported for RC2025109581 at FPS-0250,2026-01-23T10:00:00,OPEN,,
GRV-000369,BEN-008840,FPS-0263,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024108839 at FPS-0263,2026-01-12T09:00:00,IN_REVIEW,,
GRV-000370,BEN-009381,FPS-0599,FPS_CLOSED,FPS_CLOSED reported for RC2025109380 at FPS-0599,2026-02-05T20:00:00,OPEN,,
GRV-000371,BEN-003290,FPS-0161,FPS_CLOSED,FPS_CLOSED reported for RC2024103289 at FPS-0161,2026-01-28T13:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-01T13:00:00
GRV-000372,BEN-004083,FPS-0105,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025104082 at FPS-0105,2026-02-19T23:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-24T23:00:00
GRV-000373,BEN-000152,FPS-0164,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024100151 at FPS-0164,2026-02-17T21:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-25T21:00:00
GRV-000374,BEN-009462,FPS-0298,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025109461 at FPS-0298,2026-01-28T14:00:00,IN_REVIEW,,
GRV-000375,BEN-009632,FPS-0334,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024109631 at FPS-0334,2026-01-20T13:00:00,IN_REVIEW,,
GRV-000376,BEN-003069,FPS-0185,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025103068 at FPS-0185,2026-01-29T20:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-02T20:00:00
GRV-000377,BEN-002510,FPS-0585,QUALITY,QUALITY reported for RC2024102509 at FPS-0585,2026-03-15T18:00:00,OPEN,,
GRV-000378,BEN-008866,FPS-0524,QUALITY,QUALITY reported for RC2023108865 at FPS-0524,2026-03-09T08:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-16T08:00:00
GRV-000379,BEN-002239,FPS-0505,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023102238 at FPS-0505,2026-03-11T07:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-13T07:00:00
GRV-000380,BEN-004392,FPS-0585,FPS_CLOSED,FPS_CLOSED reported for RC2025104391 at FPS-0585,2026-03-21T23:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-22T23:00:00
GRV-000381,BEN-004888,FPS-0596,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023104887 at FPS-0596,2026-01-31T15:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-08T15:00:00
GRV-000382,BEN-004781,FPS-0097,OTHER,OTHER reported for RC2024104780 at FPS-0097,2026-01-12T07:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-19T07:00:00
GRV-000383,BEN-000549,FPS-0002,FPS_CLOSED,FPS_CLOSED reported for RC2025100548 at FPS-0002,2026-02-20T15:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-02T15:00:00
GRV-000384,BEN-004694,FPS-0463,QUALITY,QUALITY reported for RC2024104693 at FPS-0463,2026-01-27T16:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-01-28T16:00:00
GRV-000385,BEN-008036,FPS-0539,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024108035 at FPS-0539,2026-01-21T02:00:00,IN_REVIEW,,
GRV-000386,BEN-007102,FPS-0563,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023107101 at FPS-0563,2026-01-08T06:00:00,CLOSED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-17T06:00:00
GRV-000387,BEN-004427,FPS-0117,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024104426 at FPS-0117,2026-03-10T17:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-16T17:00:00
GRV-000388,BEN-003202,FPS-0331,QUALITY,QUALITY reported for RC2023103201 at FPS-0331,2026-01-06T04:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-01-09T04:00:00
GRV-000389,BEN-006987,FPS-0015,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025106986 at FPS-0015,2026-02-21T16:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-26T16:00:00
GRV-000390,BEN-003564,FPS-0483,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025103563 at FPS-0483,2026-01-23T20:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-29T20:00:00
GRV-000391,BEN-005188,FPS-0374,FPS_CLOSED,FPS_CLOSED reported for RC2023105187 at FPS-0374,2026-01-18T14:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-24T14:00:00
GRV-000392,BEN-009834,FPS-0362,OTHER,OTHER reported for RC2025109833 at FPS-0362,2026-02-17T03:00:00,OPEN,,
GRV-000393,BEN-004353,FPS-0175,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025104352 at FPS-0175,2026-03-18T21:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-26T21:00:00
GRV-000394,BEN-008793,FPS-0302,FPS_CLOSED,FPS_CLOSED reported for RC2025108792 at FPS-0302,2026-01-17T19:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-26T19:00:00
GRV-000395,BEN-005243,FPS-0424,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024105242 at FPS-0424,2026-01-23T01:00:00,IN_REVIEW,,
GRV-000396,BEN-003507,FPS-0252,FPS_CLOSED,FPS_CLOSED reported for RC2025103506 at FPS-0252,2026-02-08T17:00:00,IN_REVIEW,,
GRV-000397,BEN-000366,FPS-0195,OTHER,OTHER reported for RC2025100365 at FPS-0195,2026-01-29T17:00:00,IN_REVIEW,,
GRV-000398,BEN-005107,FPS-0320,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023105106 at FPS-0320,2026-02-08T05:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-17T05:00:00
GRV-000399,BEN-007212,FPS-0005,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025107211 at FPS-0005,2026-02-24T14:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-04T14:00:00
GRV-000400,BEN-001747,FPS-0213,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023101746 at FPS-0213,2026-01-05T16:00:00,OPEN,,
GRV-000401,BEN-008188,FPS-0448,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023108187 at FPS-0448,2026-02-10T21:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-12T21:00:00
GRV-000402,BEN-001036,FPS-0056,FPS_CLOSED,FPS_CLOSED reported for RC2023101035 at FPS-0056,2026-01-21T02:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-24T02:00:00
GRV-000403,BEN-006287,FPS-0047,OTHER,OTHER reported for RC2024106286 at FPS-0047,2026-02-18T08:00:00,IN_REVIEW,,
GRV-000404,BEN-006346,FPS-0574,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023106345 at FPS-0574,2026-02-05T12:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-07T12:00:00
GRV-000405,BEN-005901,FPS-0356,FPS_CLOSED,FPS_CLOSED reported for RC2025105900 at FPS-0356,2026-01-18T22:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-25T22:00:00
GRV-000406,BEN-005576,FPS-0193,FPS_CLOSED,FPS_CLOSED reported for RC2024105575 at FPS-0193,2026-02-17T07:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-02-25T07:00:00
