inspection_id,fps_id,inspector_id,inspection_date,stock_expected_kg,stock_observed_kg,stock_variance_kg,weighing_accuracy,moisture_status,shop_condition,stock_register_verified,epos_verified,finding,status,evidence_reference,sealed_hash
INSP-000234,FPS-0332,OFF-00062,2026-01-13,2257,2304,47,0.99,HIGH,POOR,YES,NO,NORMAL,SEALED,EVID-7404,40b8050a8bd46bd83c3db2e503b6c7fff7ec9539c10a1ca1a50e2333bbc3e572
INSP-000235,FPS-0272,OFF-00049,2026-01-18,813,812,-1,0.98,LOW,POOR,YES,YES,NORMAL,SUBMITTED,EVID-3243,4f5d398b6402bc4cecafaee8f6e8b38c5ac11354c46f0f3b08dc7aa418535044
INSP-000236,FPS-0170,OFF-00031,2026-02-01,1613,1710,97,1.0,HIGH,GOOD,YES,YES,STOCK_VARIANCE,SUBMITTED,EVID-2211,d24f99bdbd5037bbe790c5fdf126e6a50b633cece960daac594de261bf97aabb
INSP-000237,FPS-0400,OFF-00020,2026-01-09,1190,1203,13,0.99,NORMAL,GOOD,YES,NO,NORMAL,SEALED,EVID-9274,9120c4548a8dbaca642726a55d3e54cace5501ab72821d133be06b3fe49a71f1
INSP-000238,FPS-0003,OFF-00064,2026-03-11,1868,1893,25,0.99,HIGH,GOOD,YES,NO,NORMAL,DRAFT,EVID-8331,37ffed6fe213eb7ea90d3c1955725b6b12a41c76632a0fe7f0f2ca5d7ae6a0e3
INSP-000239,FPS-0461,OFF-00064,2026-03-08,791,767,-24,1.0,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-1440,0fa0401aa71a5222ba3206422acd476545fa0ecc96b7776a69eefc1b34bcebf5
INSP-000240,FPS-0053,OFF-00054,2026-02-12,938,920,-18,0.98,LOW,POOR,YES,YES,NORMAL,SUBMITTED,EVID-4974,1e5da1245c37f1210dc8e0462be8c0351a7d97511a22cae3262296bb2068e7cf
INSP-000241,FPS-0401,OFF-00017,2026-01-05,1370,1366,-4,0.98,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-6871,4d55010369c2e37f8392c3473d3cf11e90aa267ec0d769071005c18b7520b146
INSP-000242,FPS-0136,OFF-00057,2026-01-14,1578,1618,40,0.98,LOW,AVERAGE,NO,YES,NORMAL,SUBMITTED,EVID-8042,427622f9e1516efc1c7b893322f86c4bbaef2c64e2995cd1e1ffa8e7171efcdc
INSP-000243,FPS-0209,OFF-00057,2026-01-13,1554,1527,-27,0.99,NORMAL,AVERAGE,NO,NO,NORMAL,SEALED,EVID-2096,77b1d50259f04f730e35156469f3ee479548265b3c496eea45e153bde8729d36
INSP-000244,FPS-0093,OFF-00011,2026-02-07,1055,1026,-29,1.0,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-2905,699d420b75d87d23d7811edd869f2aa7c28545f02377b531c94ea590e5b96d44
INSP-000245,FPS-0415,OFF-00038,2026-02-05,2441,2409,-32,0.98,HIGH,AVERAGE,NO,YES,NORMAL,DRAFT,EVID-1508,dd9a1aa7e28a7e38eeace134083f28797b57592bc06bf69c7f79c68cad2c30c5
INSP-000246,FPS-0227,OFF-00021,2026-01-20,1646,1673,27,0.98,NORMAL,POOR,NO,NO,NORMAL,SEALED,EVID-7538,018dea6899bb8132eb9f029c68f5d981d7c6ec9f6c03ddc95bdeb3c879b012dd
INSP-000247,FPS-0441,OFF-00054,2026-01-18,1452,1478,26,0.99,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-2466,a8a3e77a8de6cc606c90a438d9c36310365b1ebc835a58dd812bad2c7a8a11ea
INSP-000248,FPS-0439,OFF-00052,2026-02-14,1559,1566,7,0.99,HIGH,AVERAGE,NO,NO,NORMAL,SEALED,EVID-7279,a43ef6db4ba9fb2ea168ceb2a68f24c03fe88dddf94e8455b1e28915ef860531
INSP-000249,FPS-0107,OFF-00033,2026-02-22,1097,1077,-20,0.99,HIGH,POOR,NO,NO,NORMAL,SUBMITTED,EVID-5209,f549bc02cfbe9345bec669ce64c1142a867b365c97583350a74d0ca269dbb93b
INSP-000250,FPS-0395,OFF-00059,2026-03-03,796,800,4,0.97,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-9040,a9b70408835767bd9b9ae01f5682c24946b0d1afa43e9c99b85a77c86b996d2b
INSP-000251,FPS-0324,OFF-00040,2026-03-21,1488,1528,40,1.0,LOW,AVERAGE,NO,NO,NORMAL,SUBMITTED,EVID-4042,7a190f6502f883cc7e57aabf9ae386d442067b09a94763f0af184d1c8d9be71a
INSP-000252,FPS-0122,OFF-00051,2026-03-03,1679,1701,22,0.97,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-9983,f233514aaaaaaeae336cd61c797891cadde762fcb6d02cdf98be5b30402a3a8b
INSP-000253,FPS-0569,OFF-00013,2026-01-06,1720,1683,-37,0.99,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-3823,33b595720aa10d1f52c870e98ab38c4b57e2e5c197524d992cde45967701ade4
INSP-000254,FPS-0549,OFF-00061,2026-03-20,1500,1481,-19,0.98,LOW,POOR,NO,NO,NORMAL,SEALED,EVID-9103,4f114bceee62b9c37b3ddbc6036e669abfab202888672f9355629b1a6bae684e
INSP-000255,FPS-0367,OFF-00048,2026-02-19,1191,1163,-28,0.99,HIGH,GOOD,NO,NO,NORMAL,SEALED,EVID-3213,d2c9400574b9609002f020d40869db0e2395d8d3b1b68609d1ec24ec0c220c35
INSP-000256,FPS-0375,OFF-00033,2026-03-22,1037,1057,20,0.99,HIGH,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-5629,93e4890ed5d28aa1c23fb9633a7b4615dae4c00bbbbe644e7bdfc72f8c836692
INSP-000257,FPS-0135,OFF-00048,2026-03-22,1155,1138,-17,0.97,HIGH,AVERAGE,NO,NO,NORMAL,SEALED,EVID-5053,3e5c87ea0a444f8d8212ebe4324741e295c1ba2cca69af6955588b05a30abeca
INSP-000258,FPS-0007,OFF-00056,2026-01-31,1890,1872,-18,0.98,LOW,AVERAGE,NO,YES,NORMAL,DRAFT,EVID-4004,8b29a1cb2e6f72c6f86eca1e45cb7c6111a7111eb9a399bc0d840bd716764378
INSP-000259,FPS-0163,OFF-00052,2026-01-19,1109,1117,8,0.99,NORMAL,AVERAGE,NO,YES,NORMAL,SUBMITTED,EVID-3821,da2f2b3f11d8dfb53058906ec6bdc9d02b3365e61ca343381fe976fbe19856d2
INSP-000260,FPS-0232,OFF-00027,2026-01-13,830,818,-12,0.97,LOW,POOR,NO,NO,NORMAL,SEALED,EVID-1578,0131d61774a7c9c8b1491acaad2c9025bba82708c40e3deac177cb01bbfcf0a9
INSP-000261,FPS-0112,OFF-00028,2026-02-05,638,628,-10,0.99,HIGH,GOOD,YES,YES,NORMAL,SEALED,EVID-1081,2c3ef0fcb8200b7338463915739499264172bbd651ac8a79a0f9f3a715dfcf40
INSP-000262,FPS-0386,OFF-00039,2026-01-10,1984,1966,-18,0.98,HIGH,GOOD,YES,YES,NORMAL,SEALED,EVID-8633,11e9bb81486fa4126876601220f565ce6c55d2597b21e24c47f8d78753eb9dd8
INSP-000263,FPS-0107,OFF-00026,2026-03-10,877,900,23,1.0,LOW,GOOD,NO,NO,NORMAL,SEALED,EVID-3345,ca74e10b689d3515c19ba6970fcb7a41896dd32a1c131966590861840fe9f7ea
INSP-000264,FPS-0363,OFF-00047,2026-02-09,2024,2073,49,0.98,LOW,POOR,YES,YES,NORMAL,SEALED,EVID-7002,193ca12a0f4c92f77ffcbeaf82942df449d76be91c6218a4c5865fe662550c7a
INSP-000265,FPS-0095,OFF-00060,2026-03-18,1239,1240,1,0.97,LOW,AVERAGE,YES,YES,NORMAL,DRAFT,EVID-9677,5ac551f73bc15f2ce4eb56fc3cc5e16698ea3eb7d0777cde677df6708fad0f3b
INSP-000266,FPS-0180,OFF-00023,2026-03-21,1088,1198,110,0.99,NORMAL,AVERAGE,YES,YES,STOCK_VARIANCE,SEALED,EVID-3468,e6922efbbdeed09b1522c1c3480bacc000bc68f3882e3483658978aa7fddf04f
INSP-000267,FPS-0029,OFF-00032,2026-03-03,1107,1090,-17,0.99,NORMAL,AVERAGE,YES,NO,NORMAL,SEALED,EVID-3686,6f47d8642597fd899c74e92288ad97d3bb9758a1352e658375c7da2edfbc0d9f
INSP-000268,FPS-0344,OFF-00052,2026-02-08,1042,1048,6,0.99,LOW,POOR,NO,YES,NORMAL,SUBMITTED,EVID-1871,3cf5340731f1945ff2d8063c92e81a433b423ad257b38a70da8fe16a7ffd5bac
INSP-000269,FPS-0028,OFF-00013,2026-02-27,1889,1905,16,0.97,NORMAL,GOOD,YES,NO,NORMAL,SEALED,EVID-3104,c3427e531c93fae78663e7b88a476ce405ddcc1dbde12d23db4bf76e823e8551
INSP-000270,FPS-0413,OFF-00049,2026-01-09,1496,1499,3,0.98,NORMAL,POOR,YES,YES,NORMAL,DRAFT,EVID-8419,5b2787176cd34d95e3fa7c00e70d90ec12919c5fc227bd78efe074faf0bb3f23
INSP-000271,FPS-0458,OFF-00034,2026-02-07,1388,1377,-11,0.98,HIGH,AVERAGE,NO,NO,NORMAL,SUBMITTED,EVID-9735,c1f8d6a114b71750d10f0abe6f2a7e43966a67fd9fac058a84ecf8307b855468
INSP-000272,FPS-0409,OFF-00010,2026-01-20,2119,2076,-43,0.98,LOW,GOOD,YES,YES,NORMAL,SUBMITTED,EVID-5195,adac5700da1f6ad5961ad0877ec220a5eecdeff3b0090f5d6764be1e6e384d61
INSP-000273,FPS-0214,OFF-00063,2026-01-19,1114,1132,18,1.0,LOW,GOOD,YES,NO,NORMAL,SUBMITTED,EVID-2795,2d765bdb436bab4ad6a48c75af74c05851d1e991b9b493af18033207f13da333
INSP-000274,FPS-0354,OFF-00044,2026-02-20,2560,2486,-74,1.0,NORMAL,POOR,YES,NO,NORMAL,SUBMITTED,EVID-3925,37501f127ddfd866778525bf12b848e03d64bda9ee8e46a7082b0c2e1ea3f823
INSP-000275,FPS-0286,OFF-00029,2026-03-13,800,808,8,0.98,NORMAL,AVERAGE,YES,YES,NORMAL,SEALED,EVID-9666,38e9d49832e54ebf14a4b1b85495ea0afc6108ef162eef830b14149aba06fe4e
INSP-000276,FPS-0288,OFF-00066,2026-01-20,1687,1636,-51,0.97,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-5012,37a370b2e3d8d5de72bb7a1062e70e8d33d6570458ab1b44b318058552d0ce9d
INSP-000277,FPS-0217,OFF-00042,2026-02-25,1736,1765,29,0.98,HIGH,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-5909,148077d91d8790ae0c82ce438e939c765a27ed997a46d18a93c657a05da9953b
INSP-000278,FPS-0169,OFF-00026,2026-01-19,1374,1377,3,1.0,NORMAL,AVERAGE,YES,NO,NORMAL,SEALED,EVID-4094,4166d9ebf4892e4051be02773882a7f2098774faaa9c8b89452c5300c99d76c9
INSP-000279,FPS-0583,OFF-00064,2026-01-25,1638,1589,-49,1.0,HIGH,GOOD,NO,NO,NORMAL,SEALED,EVID-6130,a6ca9c243651f25f62ad47ef933bee6e6fbd019f1e9cebfbc2540936d7b24883
INSP-000280,FPS-0380,OFF-00048,2026-03-05,1087,1089,2,0.99,NORMAL,AVERAGE,YES,NO,NORMAL,SEALED,EVID-6229,4056c556acdfee3772eaac1babb8ffe0352d70c89b53c9feadc3143a62112a06
INSP-000281,FPS-0107,OFF-00051,2026-02-22,1013,1040,27,0.98,NORMAL,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-3414,b711002ac297299d3859f7f4c27c064c5b094a338dc1660709f0896fb08bfd9a
INSP-000282,FPS-0379,OFF-00012,2026-01-02,767,788,21,0.99,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-6164,74b40d86563f7f69f00882f0f758d0805ef7a7e1c54add93b4f21ec5f2236b94
INSP-000283,FPS-0460,OFF-00052,2026-02-17,1066,1071,5,0.99,HIGH,POOR,YES,NO,NORMAL,SEALED,EVID-8215,fcfec3e9e6dc5124c1b6abe1b69659e43fefb0f8fb2b3128367cfb76a58aa1ad
INSP-000284,FPS-0395,OFF-00053,2026-01-18,829,839,10,0.99,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-2210,7f25f18b9665fb53fafd76511792c3890cce285c1a69163b9ceae3587b7d516a
INSP-000285,FPS-0203,OFF-00046,2026-02-15,1817,1842,25,0.98,NORMAL,POOR,NO,NO,NORMAL,SEALED,EVID-4626,07c486f29314783a11ca4988c9533850e186ffcfedf7ac52b9c92005750228ab
INSP-000286,FPS-0105,OFF-00043,2026-01-13,2117,2103,-14,0.99,HIGH,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-5333,87686e781fef03ce6d413dccad443d001d1f2af80598a076f501a14921689483
INSP-000287,FPS-0052,OFF-00049,2026-02-08,1204,1217,13,0.98,NORMAL,AVERAGE,YES,NO,NORMAL,SUBMITTED,EVID-9488,0b5c59cac7519ca59a995bdf24a5bded4b25550a0be3020a6d0acd3113952133
INSP-000288,FPS-0037,OFF-00061,2026-01-09,1317,1315,-2,0.98,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-5285,97342898aec8de64268863a8aa0c9de09a7d7c770004e3cbbb51b69a08f68247
INSP-000289,FPS-0305,OFF-00056,2026-01-18,1840,1792,-48,0.99,HIGH,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-5141,5536f53801ed9bdf497941938edc08fc2598e89843c9089e4bee564162cc8ea3
INSP-000290,FPS-0177,OFF-00009,2026-03-12,1406,1366,-40,0.98,NORMAL,GOOD,NO,NO,NORMAL,SEALED,EVID-1944,0bfbd0310b1caba61011513c35f044998e09df86890729dce1cff79d1d8ef11d
INSP-000291,FPS-0564,OFF-00042,2026-02-16,1622,1670,48,1.0,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-5765,6063777f4574a3109b010cf438b814a7a366442726836e7047e7c4459ee6911b
INSP-000292,FPS-0258,OFF-00023,2026-01-03,779,794,15,0.97,NORMAL,AVERAGE,YES,NO,NORMAL,SEALED,EVID-7549,9ce5b01c0f95dbc40bc42f70d9d87aa89e0a9bd722968c49df35e8c8f3c72c10
INSP-000293,FPS-0532,OFF-00029,2026-01-10,1162,1138,-24,0.98,HIGH,AVERAGE,NO,YES,NORMAL,SEALED,EVID-3881,3d9b3f8f37d4c89a947a1bb2c49d8a84213ed495087081d04edb12a953977bef
INSP-000294,FPS-0229,OFF-00035,2026-02-16,983,1004,21,0.97,LOW,AVERAGE,NO,YES,NORMAL,DRAFT,EVID-3025,3a028a13e805c510308237b50e264296797a2bdc6b014e86a22ec862135d0de3
INSP-000295,FPS-0213,OFF-00035,2026-03-05,1072,1087,15,1.0,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-6924,1ebbcf728ba38f3871bf394d4c3a140cce785aa29ba4b1fb148b8595558877cd
INSP-000296,FPS-0378,OFF-00019,2026-03-06,1680,1696,16,0.98,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-9303,ae99a242f914c65f4f2b14118b77904cd8a273323eb7060b7dc606efac335c99
INSP-000297,FPS-0414,OFF-00020,2026-01-15,2031,1986,-45,0.99,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-5622,cfbdb73b89b79f505881bd2ed1d12d9e893af3e490357dee1c1f9886fa6f30bd
INSP-000298,FPS-0436,OFF-00044,2026-01-05,1473,1461,-12,0.98,LOW,POOR,YES,YES,NORMAL,SEALED,EVID-3044,7d289e87f1427d9c14b2107a4f723097bdb7c328126b76cbbd0e8cb5fdc4c883
INSP-000299,FPS-0555,OFF-00049,2026-01-02,1989,1957,-32,0.98,LOW,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-7984,081d2276a0a659762be6d5e11d244f3b93c270b71cce3bccac54782679dc8cc7
INSP-000300,FPS-0097,OFF-00012,2026-03-19,862,849,-13,1.0,HIGH,POOR,NO,YES,NORMAL,SUBMITTED,EVID-6637,e5c005b058a2b1b68cf9039cba2e06eef6707c4365083d8e4a768c3bdfde86ac
INSP-000301,FPS-0082,OFF-00062,2026-02-10,1269,1304,35,0.99,HIGH,POOR,NO,YES,NORMAL,SEALED,EVID-1463,a6ba86c1338ff1ce5dd819efd99d25358c2b295f02ef219c1859dd4a4122a029
INSP-000302,FPS-0457,OFF-00053,2026-01-27,1088,1061,-27,0.99,HIGH,POOR,YES,YES,NORMAL,SEALED,EVID-2810,b41cae21469c9d450e12da1b6197d42e209cb42ba05ee87d201ce879ec376523
INSP-000303,FPS-0251,OFF-00011,2026-01-02,1490,1516,26,0.98,NORMAL,GOOD,NO,YES,NORMAL,SEALED,EVID-1980,f59749c766146caee41171b1d816fe590c220fc5526d3592e88ce7a3c9faa3ca
INSP-000304,FPS-0552,OFF-00011,2026-02-15,1476,1432,-44,1.0,HIGH,GOOD,YES,YES,NORMAL,SEALED,EVID-3727,3dbc403a64f8acb0732d2a0d88bbf4ae62f8b4e74767eca58e7ac0edee45ca0c
INSP-000305,FPS-0179,OFF-00059,2026-01-08,1645,1692,47,0.99,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-7056,55ab125c279674d5ba9658517bb47a53d25753b084ff4e555ea22a739f1b5686
INSP-000306,FPS-0158,OFF-00033,2026-01-07,843,852,9,0.98,LOW,AVERAGE,YES,NO,NORMAL,SEALED,EVID-4668,91cef91f8c992263bb6f676430764d913cdf7836a2f504a800bf657e29c22bfc
INSP-000307,FPS-0104,OFF-00043,2026-02-23,1557,1536,-21,0.99,LOW,AVERAGE,NO,YES,NORMAL,SUBMITTED,EVID-7041,278f9fc2888866d72775dabab68ff36dd1e51561b251564c1ff2cfe6f7629938
INSP-000308,FPS-0004,OFF-00039,2026-01-11,1875,1906,31,0.97,NORMAL,GOOD,NO,YES,NORMAL,SEALED,EVID-1738,dbdfde483e1e06673e5b741fffb43830a298afdc1afc8211d240f19ac7b299b3
INSP-000309,FPS-0417,OFF-00037,2026-01-25,1266,1255,-11,0.98,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-6339,24dda7f10982056456f98e4df329794613032cd19c5ae5eabd07fd5792f614a1
INSP-000310,FPS-0395,OFF-00014,2026-01-20,870,849,-21,1.0,HIGH,GOOD,NO,YES,NORMAL,SEALED,EVID-8861,0f9325fbd96410b76c3a7f170dcd4ccecb2543296a36c7f6d2a558ece32429cd
INSP-000311,FPS-0477,OFF-00045,2026-02-02,1330,1380,50,0.97,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-5704,1364d3966f3372497b7ba64e0db45982afc13b8ffdcf057023a268d7483434d4
INSP-000312,FPS-0390,OFF-00040,2026-01-15,750,741,-9,1.0,NORMAL,POOR,NO,NO,NORMAL,SEALED,EVID-6003,7ec8c164a927a3d743847e3252566b1eba0e12567ecb6a01a17c4bb891e1ccbd
INSP-000313,FPS-0303,OFF-00046,2026-01-26,733,753,20,0.99,LOW,POOR,NO,YES,NORMAL,SEALED,EVID-5481,60407b9c43ad83decaafe930c92a323556715d77b436b2147dcd9f7f15cfbef3
INSP-000314,FPS-0029,OFF-00007,2026-01-19,1584,1645,61,0.97,HIGH,GOOD,YES,NO,NORMAL,SEALED,EVID-7619,5412fb56ded97cc9fd4445e189481e975acdd990056efd23fc166784d8a4acda
INSP-000315,FPS-0358,OFF-00014,2026-02-18,1325,1322,-3,0.99,LOW,AVERAGE,NO,NO,NORMAL,SEALED,EVID-5479,c0923bf37bb2eef0561737f4f37bd2490625e4afb703e3b2e121f8939448b443
INSP-000316,FPS-0077,OFF-00007,2026-03-12,1274,1248,-26,0.98,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-1041,029f11b1eb61762d301282ffd0759a0065e4f2e1857cc8143db71e6e76897dd4
INSP-000317,FPS-0429,OFF-00056,2026-02-23,1874,1889,15,1.0,LOW,GOOD,NO,NO,NORMAL,DRAFT,EVID-4670,0ca9e460d1fba0fdd91b6565cdc6c2181ee2602a549acd146f60fd6fdbd3fa9c
INSP-000318,FPS-0204,OFF-00059,2026-01-05,835,846,11,0.99,LOW,POOR,YES,YES,NORMAL,SEALED,EVID-9173,4420f6e0ef568b559d8b256ae86094d9229f71dc14fa8c17f65fef3e5120e5cb
INSP-000319,FPS-0359,OFF-00017,2026-03-05,1451,1445,-6,0.97,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-4239,4a2b36525f250ac524e60a32b54509df6cbdffbbc0c97304fbabdf8c8d572c3e
INSP-000320,FPS-0286,OFF-00050,2026-02-27,897,889,-8,0.97,LOW,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-4818,0dab6b82d7aac9a99420ecb1cc8bac036fdb0f972859a393e588242d1a7cdc92
INSP-000321,FPS-0011,OFF-00034,2026-01-12,2095,1851,-244,0.99,LOW,POOR,NO,YES,STOCK_VARIANCE,DRAFT,EVID-5314,699ac549317ee6411430b02689f3169c095f168a3a3645b706b573bbaf7e6c89
INSP-000322,FPS-0165,OFF-00053,2026-01-05,1803,1821,18,0.98,HIGH,AVERAGE,NO,NO,NORMAL,SEALED,EVID-9629,8576ed5e569ad1abd49708d3d6bc7a70a810508db31479dd3c1e0bee5dd8931f
INSP-000323,FPS-0106,OFF-00064,2026-01-28,1644,1601,-43,0.98,LOW,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-5604,3d29268216f753dc681b9e9115537fc1a0d58c5b19b10fb5582292d5798bdcb6
INSP-000324,FPS-0538,OFF-00033,2026-02-14,1666,1616,-50,0.97,LOW,AVERAGE,NO,NO,NORMAL,SEALED,EVID-2801,9889b466476f813b200daf2afda0048bd08f5fa844123db26bc9ee47a2b4585c
INSP-000325,FPS-0270,OFF-00064,2026-02-24,1007,1022,15,1.0,LOW,POOR,NO,NO,NORMAL,SEALED,EVID-5275,a3a21a46fec26c26a285f7403085c1e929419302104a36ee8ce9de2fa96a5236
INSP-000326,FPS-0567,OFF-00040,2026-01-24,1595,1610,15,0.98,NORMAL,AVERAGE,YES,YES,NORMAL,SEALED,EVID-2851,123ce59df81ba456b6417f116c93d978c386cb5039a43bc72bec96d2cc1a3c9c
INSP-000327,FPS-0419,OFF-00024,2026-02-05,2267,2245,-22,0.98,NORMAL,GOOD,YES,NO,NORMAL,SEALED,EVID-7975,03b047e74ac48454f1639bc6049727937b456d915a617ae515f972b7b2fef732
INSP-000328,FPS-0079,OFF-00007,2026-03-02,1983,1953,-30,0.98,HIGH,AVERAGE,NO,NO,NORMAL,SEALED,EVID-1832,ecf27d0600cbff7c3c7c228958e6333afe806660093e8c9716783bf025a0b465
INSP-000329,FPS-0378,OFF-00041,2026-02-12,1601,1602,1,0.98,NORMAL,POOR,YES,NO,NORMAL,SUBMITTED,EVID-1762,e4e46f2de51e788a7cad17457d748ddcb277db4594e27c58cb297d87ac86e40b
INSP-000330,FPS-0093,OFF-00025,2026-03-08,1141,1133,-8,0.97,LOW,AVERAGE,NO,NO,NORMAL,SUBMITTED,EVID-8423,2a140ef8dd41209e4f53868071da00db0adf824e091b10d9f232c7a3bcde0555
INSP-000331,FPS-0275,OFF-00055,2026-03-22,1081,1091,10,0.99,HIGH,GOOD,NO,NO,NORMAL,SEALED,EVID-4933,0674853a87e6734672353a88ae80c5421c27efae669d15d26a0ac63fdd81fc97
INSP-000332,FPS-0541,OFF-00010,2026-03-09,1055,1056,1,0.97,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-8085,773ff0a060900b240fbe18abc73b9a218e3fc3089d3553342d47c2b947ea77de
INSP-000333,FPS-0194,OFF-00037,2026-01-28,1606,1563,-43,0.99,NORMAL,POOR,NO,NO,NORMAL,SEALED,EVID-3188,f54adac2768495558c62006056099aea52e84e9cbeabecd798dc2189758dd9c5
INSP-000334,FPS-0093,OFF-00020,2026-02-05,996,1012,16,0.98,LOW,GOOD,YES,YES,NORMAL,SEALED,EVID-3965,01b8bf2cec8b7f0ad12d86312df00ba8faf0040d5f705fb6a260f81997c5b6ef
INSP-000335,FPS-0449,OFF-00046,2026-03-06,1393,1415,22,0.98,HIGH,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-5500,bb161fe8316e55bb9857ae821c3e1bc84b5d36d8921e786164be1801fa8033fd
INSP-000336,FPS-0189,OFF-00066,2026-02-12,1477,1460,-17,1.0,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-4393,f4a3e079586fafb322f1b6875d45f70d265f421587da4a1d41fd56c8e227e5fd
INSP-000337,FPS-0115,OFF-00041,2026-01-28,1066,1010,-56,0.98,HIGH,GOOD,YES,YES,STOCK_VARIANCE,SEALED,EVID-3061,490d827a405b31d5269a6ec931c9054e893051ea785653d3683bd131a7afb4fa
INSP-000338,FPS-0257,OFF-00039,2026-01-31,1633,1746,113,0.97,NORMAL,GOOD,NO,YES,STOCK_VARIANCE,SUBMITTED,EVID-9856,76f14f6ad76d105f9cc07d005442ba7e060010baba287a2f8b1470fca89d445f
INSP-000339,FPS-0475,OFF-00045,2026-01-17,1752,1721,-31,0.98,HIGH,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-2676,45721c1ab7f1a997032103c04f9d76d464a96e65946696e9ff779575b84c0725
INSP-000340,FPS-0044,OFF-00009,2026-01-30,1660,1643,-17,0.99,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-3121,937d30437ad65c286ea3241c3489c10ba98d755b8228521a73e46878bd40f7bc
INSP-000341,FPS-0396,OFF-00026,2026-02-06,1195,1210,15,0.98,HIGH,AVERAGE,NO,YES,NORMAL,SEALED,EVID-1090,868760accf9c375fe7c0fc07fccd8e537c65212e28ec2bc21e5c2b7db70f6b07
INSP-000342,FPS-0202,OFF-00040,2026-01-15,1114,1090,-24,0.99,NORMAL,GOOD,NO,YES,NORMAL,SEALED,EVID-9095,c3c6289d27866aefab018f60dfb657d4e6ea052223d0163c7d22121eb2befa03
INSP-000343,FPS-0192,OFF-00050,2026-02-10,1648,1666,18,1.0,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-2435,abce09e108e7a71963e6189a0c3887789f1bbb3c15286ff7a0eb937c09977a9f
INSP-000344,FPS-0223,OFF-00060,2026-02-25,862,862,0,0.99,LOW,GOOD,YES,NO,NORMAL,SEALED,EVID-9803,a762de0d7fa9aa054e377588633e5ec14cf5cc0a5749847c786e3864d7ea21fc
INSP-000345,FPS-0022,OFF-00022,2026-02-01,1923,1925,2,0.98,LOW,POOR,NO,NO,NORMAL,SUBMITTED,EVID-8216,d5201b03236635fb96fd696f754ef679d273069458c41bf3afb03237c58f1652
INSP-000346,FPS-0284,OFF-00044,2026-01-15,770,749,-21,0.98,HIGH,POOR,NO,YES,NORMAL,SUBMITTED,EVID-1677,1b26f0ac58650c1a2889347fc7be0a64f9061f00728c7378705b0aa17e49ddda
INSP-000347,FPS-0317,OFF-00056,2026-01-16,1552,1562,10,1.0,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-6010,cfccd3e45b99fb40c16d3a4b6c89c0423d8a47ac38a87d75e97fd2a4418a4406
INSP-000348,FPS-0300,OFF-00065,2026-02-08,1257,1286,29,0.99,HIGH,POOR,NO,YES,NORMAL,SUBMITTED,EVID-6915,972047c356f110baa8eaeb7c3334086b7382894ba0f26b6212807dd69f9c74f9
INSP-000349,FPS-0452,OFF-00023,2026-03-07,1816,1831,15,1.0,HIGH,AVERAGE,YES,NO,NORMAL,SEALED,EVID-5850,959e604295b82353445068d9e803c620ca4996707fba11ec958313b784e58cd5
INSP-000350,FPS-0539,OFF-00013,2026-02-22,812,827,15,0.98,LOW,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-6188,cd23f00f52aa81a52e63a566a7e4710cee8ea8090af1605973c1998dde2601e5
