transaction_id,beneficiary_id,fps_id,cycle,commodity,quantity_kg,transaction_time,status,receipt_number
EPOS-00006391,BEN-009187,FPS-0539,2026-02,RICE,17,2026-02-20T15:00:00,SUCCESS,RCT925123
EPOS-00006392,BEN-009187,FPS-0539,2026-02,WHEAT,11,2026-02-25T10:00:00,SUCCESS,RCT559327
EPOS-00006393,BEN-001640,FPS-0539,2026-02,RICE,11,2026-02-17T16:00:00,FAILED,RCT360301
EPOS-00006394,BEN-001640,FPS-0539,2026-02,WHEAT,7,2026-02-17T17:00:00,SUCCESS,RCT935285
EPOS-00006395,BEN-000816,FPS-0539,2026-02,RICE,7,2026-02-16T10:00:00,SUCCESS,RCT968681
EPOS-00006396,BEN-000816,FPS-0539,2026-02,WHEAT,5,2026-02-25T17:00:00,SUCCESS,RCT277596
EPOS-00006397,BEN-001585,FPS-0539,2026-02,RICE,9,2026-02-12T09:00:00,SUCCESS,RCT894164
EPOS-00006398,BEN-001585,FPS-0539,2026-02,WHEAT,8,2026-02-14T13:00:00,FAILED,RCT646742
EPOS-00006399,BEN-006911,FPS-0539,2026-02,RICE,16,2026-02-16T13:00:00,SUCCESS,RCT309659
EPOS-00006400,BEN-006911,FPS-0539,2026-02,WHEAT,8,2026-02-23T12:00:00,SUCCESS,RCT582845
EPOS-00006401,BEN-003061,FPS-0539,2026-02,RICE,14,2026-02-16T09:00:00,SUCCESS,RCT831718
EPOS-00006402,BEN-003061,FPS-0539,2026-02,WHEAT,9,2026-02-16T14:00:00,SUCCESS,RCT845679
EPOS-00006403,BEN-008609,FPS-0539,2026-02,RICE,15,2026-02-22T17:00:00,FAILED,RCT959302
EPOS-00006404,BEN-008609,FPS-0539,2026-02,WHEAT,15,2026-02-19T17:00:00,SUCCESS,RCT353603
EPOS-00006405,BEN-003026,FPS-0223,2026-02,RICE,10,2026-02-10T11:00:00,SUCCESS,RCT649687
EPOS-00006406,BEN-003026,FPS-0223,2026-02,WHEAT,6,2026-02-14T16:00:00,SUCCESS,RCT193609
EPOS-00006407,BEN-001384,FPS-0223,2026-02,RICE,16,2026-02-11T14:00:00,SUCCESS,RCT801702
EPOS-00006408,BEN-001384,FPS-0223,2026-02,WHEAT,6,2026-02-15T17:00:00,SUCCESS,RCT554359
EPOS-00006409,BEN-008395,FPS-0223,2026-02,RICE,10,2026-02-24T10:00:00,SUCCESS,RCT593817
EPOS-00006410,BEN-008395,FPS-0223,2026-02,WHEAT,11,2026-02-21T17:00:00,SUCCESS,RCT224057
EPOS-00006411,BEN-001082,FPS-0223,2026-02,RICE,5,2026-02-10T15:00:00,SUCCESS,RCT665475
EPOS-00006412,BEN-001082,FPS-0223,2026-02,WHEAT,3,2026-02-23T10:00:00,SUCCESS,RCT341363
EPOS-00006413,BEN-003066,FPS-0223,2026-02,RICE,10,2026-02-23T10:00:00,SUCCESS,RCT282028
EPOS-00006414,BEN-003066,FPS-0223,2026-02,WHEAT,6,2026-02-24T09:00:00,SUCCESS,RCT704434
EPOS-00006415,BEN-006965,FPS-0223,2026-02,RICE,18,2026-02-15T11:00:00,SUCCESS,RCT269976
EPOS-00006416,BEN-006965,FPS-0223,2026-02,WHEAT,15,2026-02-12T14:00:00,SUCCESS,RCT179674
EPOS-00006417,BEN-003422,FPS-0223,2026-02,RICE,10,2026-02-24T09:00:00,SUCCESS,RCT646978
EPOS-00006418,BEN-003422,FPS-0223,2026-02,WHEAT,12,2026-02-13T17:00:00,SUCCESS,RCT521025
EPOS-00006419,BEN-007972,FPS-0223,2026-02,RICE,11,2026-02-24T10:00:00,SUCCESS,RCT717385
EPOS-00006420,BEN-007972,FPS-0223,2026-02,WHEAT,4,2026-02-22T12:00:00,SUCCESS,RCT337089
EPOS-00006421,BEN-000250,FPS-0223,2026-02,RICE,12,2026-02-14T10:00:00,SUCCESS,RCT934799
EPOS-00006422,BEN-000250,FPS-0223,2026-02,WHEAT,9,2026-02-25T16:00:00,SUCCESS,RCT912899
EPOS-00006423,BEN-006767,FPS-0223,2026-02,RICE,20,2026-02-16T12:00:00,SUCCESS,RCT623836
EPOS-00006424,BEN-006767,FPS-0223,2026-02,WHEAT,12,2026-02-19T13:00:00,SUCCESS,RCT772997
EPOS-00006425,BEN-008926,FPS-0416,2026-02,RICE,14,2026-02-14T11:00:00,SUCCESS,RCT610009
EPOS-00006426,BEN-008926,FPS-0416,2026-02,WHEAT,11,2026-02-17T15:00:00,SUCCESS,RCT374024
EPOS-00006427,BEN-000212,FPS-0416,2026-02,RICE,9,2026-02-14T12:00:00,SUCCESS,RCT578023
EPOS-00006428,BEN-000212,FPS-0416,2026-02,WHEAT,11,2026-02-20T17:00:00,SUCCESS,RCT250410
EPOS-00006429,BEN-000924,FPS-0416,2026-02,RICE,11,2026-02-10T12:00:00,SUCCESS,RCT943298
EPOS-00006430,BEN-000924,FPS-0416,2026-02,WHEAT,7,2026-02-20T10:00:00,SUCCESS,RCT494907
EPOS-00006431,BEN-001181,FPS-0416,2026-02,RICE,5,2026-02-20T16:00:00,SUCCESS,RCT443819
EPOS-00006432,BEN-001181,FPS-0416,2026-02,WHEAT,3,2026-02-18T16:00:00,FAILED,RCT463904
EPOS-00006433,BEN-004216,FPS-0416,2026-02,RICE,10,2026-02-16T09:00:00,SUCCESS,RCT866077
EPOS-00006434,BEN-004216,FPS-0416,2026-02,WHEAT,6,2026-02-22T17:00:00,CANCELLED,RCT972928
EPOS-00006435,BEN-003399,FPS-0416,2026-02,RICE,9,2026-02-21T10:00:00,SUCCESS,RCT307944
EPOS-00006436,BEN-003399,FPS-0416,2026-02,WHEAT,8,2026-02-17T11:00:00,CANCELLED,RCT121772
EPOS-00006437,BEN-002896,FPS-0416,2026-02,RICE,8,2026-02-21T14:00:00,SUCCESS,RCT373729
EPOS-00006438,BEN-002896,FPS-0416,2026-02,WHEAT,4,2026-02-15T14:00:00,SUCCESS,RCT267044
EPOS-00006439,BEN-009012,FPS-0339,2026-02,RICE,8,2026-02-12T10:00:00,SUCCESS,RCT277903
EPOS-00006440,BEN-009012,FPS-0339,2026-02,WHEAT,5,2026-02-23T13:00:00,SUCCESS,RCT492006
EPOS-00006441,BEN-002889,FPS-0339,2026-02,RICE,12,2026-02-18T10:00:00,SUCCESS,RCT807687
EPOS-00006442,BEN-002889,FPS-0339,2026-02,WHEAT,5,2026-02-12T14:00:00,CANCELLED,RCT671666
EPOS-00006443,BEN-005822,FPS-0339,2026-02,RICE,16,2026-02-20T13:00:00,CANCELLED,RCT152413
EPOS-00006444,BEN-005822,FPS-0339,2026-02,WHEAT,7,2026-02-24T10:00:00,SUCCESS,RCT420009
EPOS-00006445,BEN-004834,FPS-0339,2026-02,RICE,2,2026-02-21T17:00:00,FAILED,RCT192910
EPOS-00006446,BEN-004834,FPS-0339,2026-02,WHEAT,1,2026-02-10T09:00:00,SUCCESS,RCT578354
EPOS-00006447,BEN-007621,FPS-0339,2026-02,RICE,21,2026-02-14T16:00:00,SUCCESS,RCT544080
EPOS-00006448,BEN-007621,FPS-0339,2026-02,WHEAT,12,2026-02-13T12:00:00,SUCCESS,RCT192215
EPOS-00006449,BEN-005328,FPS-0339,2026-02,RICE,2,2026-02-17T14:00:00,SUCCESS,RCT998245
EPOS-00006450,BEN-005328,FPS-0339,2026-02,WHEAT,1,2026-02-16T14:00:00,SUCCESS,RCT413106
EPOS-00006451,BEN-004825,FPS-0339,2026-02,RICE,8,2026-02-21T15:00:00,SUCCESS,RCT700994
EPOS-00006452,BEN-004825,FPS-0339,2026-02,WHEAT,4,2026-02-17T15:00:00,SUCCESS,RCT374379
EPOS-00006453,BEN-001209,FPS-0339,2026-02,RICE,5,2026-02-21T12:00:00,SUCCESS,RCT720242
EPOS-00006454,BEN-001209,FPS-0339,2026-02,WHEAT,3,2026-02-12T09:00:00,SUCCESS,RCT749721
EPOS-00006455,BEN-004288,FPS-0339,2026-02,RICE,7,2026-02-20T13:00:00,SUCCESS,RCT423956
EPOS-00006456,BEN-004288,FPS-0339,2026-02,WHEAT,5,2026-02-15T14:00:00,SUCCESS,RCT390090
EPOS-00006457,BEN-003212,FPS-0339,2026-02,RICE,6,2026-02-22T12:00:00,SUCCESS,RCT163869
EPOS-00006458,BEN-003212,FPS-0339,2026-02,WHEAT,6,2026-02-21T10:00:00,CANCELLED,RCT528388
EPOS-00006459,BEN-005475,FPS-0339,2026-02,RICE,2,2026-02-24T10:00:00,SUCCESS,RCT349308
EPOS-00006460,BEN-005475,FPS-0339,2026-02,WHEAT,1,2026-02-19T16:00:00,SUCCESS,RCT361560
EPOS-00006461,BEN-004776,FPS-0555,2026-02,RICE,11,2026-02-13T16:00:00,SUCCESS,RCT977706
EPOS-00006462,BEN-004776,FPS-0555,2026-02,WHEAT,5,2026-02-12T17:00:00,SUCCESS,RCT940061
EPOS-00006463,BEN-008641,FPS-0555,2026-02,RICE,6,2026-02-23T15:00:00,SUCCESS,RCT500925
EPOS-00006464,BEN-008641,FPS-0555,2026-02,WHEAT,7,2026-02-14T16:00:00,SUCCESS,RCT738159
EPOS-00006465,BEN-006029,FPS-0555,2026-02,RICE,18,2026-02-19T15:00:00,SUCCESS,RCT991220
EPOS-00006466,BEN-006029,FPS-0555,2026-02,WHEAT,13,2026-02-25T10:00:00,SUCCESS,RCT663740
EPOS-00006467,BEN-009136,FPS-0555,2026-02,RICE,2,2026-02-25T17:00:00,SUCCESS,RCT835195
EPOS-00006468,BEN-009136,FPS-0555,2026-02,WHEAT,1,2026-02-24T17:00:00,SUCCESS,RCT689143
EPOS-00006469,BEN-005957,FPS-0555,2026-02,RICE,3,2026-02-23T15:00:00,SUCCESS,RCT226380
EPOS-00006470,BEN-005957,FPS-0555,2026-02,WHEAT,3,2026-02-21T15:00:00,SUCCESS,RCT619806
EPOS-00006471,BEN-000969,FPS-0555,2026-02,RICE,17,2026-02-16T09:00:00,SUCCESS,RCT309439
EPOS-00006472,BEN-000969,FPS-0555,2026-02,WHEAT,9,2026-02-11T09:00:00,SUCCESS,RCT554906
EPOS-00006473,BEN-006071,FPS-0555,2026-02,RICE,10,2026-02-22T16:00:00,SUCCESS,RCT142225
EPOS-00006474,BEN-006071,FPS-0555,2026-02,WHEAT,8,2026-02-19T10:00:00,FAILED,RCT842984
EPOS-00006475,BEN-002747,FPS-0555,2026-02,RICE,16,2026-02-23T10:00:00,SUCCESS,RCT785357
EPOS-00006476,BEN-002747,FPS-0555,2026-02,WHEAT,13,2026-02-23T17:00:00,SUCCESS,RCT510962
EPOS-00006477,BEN-007151,FPS-0555,2026-02,RICE,10,2026-02-19T15:00:00,SUCCESS,RCT343453
EPOS-00006478,BEN-007151,FPS-0555,2026-02,WHEAT,4,2026-02-24T15:00:00,SUCCESS,RCT248074
EPOS-00006479,BEN-002624,FPS-0555,2026-02,RICE,7,2026-02-17T11:00:00,SUCCESS,RCT739641
EPOS-00006480,BEN-002624,FPS-0555,2026-02,WHEAT,5,2026-02-16T13:00:00,SUCCESS,RCT933003
EPOS-00006481,BEN-007859,FPS-0555,2026-02,RICE,8,2026-02-19T16:00:00,SUCCESS,RCT296495
EPOS-00006482,BEN-007859,FPS-0555,2026-02,WHEAT,4,2026-02-16T14:00:00,SUCCESS,RCT517178
EPOS-00006483,BEN-006781,FPS-0555,2026-02,RICE,10,2026-02-19T15:00:00,SUCCESS,RCT107318
EPOS-00006484,BEN-006781,FPS-0555,2026-02,WHEAT,6,2026-02-13T12:00:00,SUCCESS,RCT981698
EPOS-00006485,BEN-003113,FPS-0555,2026-02,RICE,12,2026-02-22T12:00:00,FAILED,RCT519706
EPOS-00006486,BEN-003113,FPS-0555,2026-02,WHEAT,8,2026-02-21T09:00:00,SUCCESS,RCT196977
EPOS-00006487,BEN-000304,FPS-0555,2026-02,RICE,12,2026-02-17T13:00:00,SUCCESS,RCT183864
EPOS-00006488,BEN-000304,FPS-0555,2026-02,WHEAT,6,2026-02-25T13:00:00,SUCCESS,RCT382797
EPOS-00006489,BEN-003238,FPS-0573,2026-02,RICE,9,2026-02-24T12:00:00,SUCCESS,RCT815455
EPOS-00006490,BEN-003238,FPS-0573,2026-02,WHEAT,4,2026-02-24T12:00:00,SUCCESS,RCT696810
EPOS-00006491,BEN-003663,FPS-0573,2026-02,RICE,11,2026-02-22T16:00:00,CANCELLED,RCT543200
EPOS-00006492,BEN-003663,FPS-0573,2026-02,WHEAT,12,2026-02-12T15:00:00,CANCELLED,RCT842227
EPOS-00006493,BEN-002053,FPS-0573,2026-02,RICE,21,2026-02-21T13:00:00,FAILED,RCT950776
EPOS-00006494,BEN-002053,FPS-0573,2026-02,WHEAT,10,2026-02-23T14:00:00,SUCCESS,RCT274731
EPOS-00006495,BEN-007117,FPS-0573,2026-02,RICE,4,2026-02-16T14:00:00,CANCELLED,RCT392382
EPOS-00006496,BEN-007117,FPS-0573,2026-02,WHEAT,5,2026-02-19T14:00:00,SUCCESS,RCT995541
EPOS-00006497,BEN-003724,FPS-0573,2026-02,RICE,5,2026-02-21T15:00:00,SUCCESS,RCT246142
EPOS-00006498,BEN-003724,FPS-0573,2026-02,WHEAT,8,2026-02-11T15:00:00,SUCCESS,RCT474344
EPOS-00006499,BEN-000356,FPS-0573,2026-02,RICE,2,2026-02-10T15:00:00,SUCCESS,RCT200642
EPOS-00006500,BEN-000356,FPS-0573,2026-02,WHEAT,1,2026-02-19T13:00:00,CANCELLED,RCT197910
EPOS-00006501,BEN-005361,FPS-0573,2026-02,RICE,2,2026-02-10T12:00:00,SUCCESS,RCT715667
EPOS-00006502,BEN-005361,FPS-0573,2026-02,WHEAT,1,2026-02-15T15:00:00,SUCCESS,RCT240768
EPOS-00006503,BEN-004438,FPS-0573,2026-02,RICE,6,2026-02-12T14:00:00,FAILED,RCT700687
EPOS-00006504,BEN-004438,FPS-0573,2026-02,WHEAT,6,2026-02-16T12:00:00,SUCCESS,RCT427211
EPOS-00006505,BEN-001487,FPS-0432,2026-02,RICE,17,2026-02-13T15:00:00,SUCCESS,RCT150690
EPOS-00006506,BEN-001487,FPS-0432,2026-02,WHEAT,10,2026-02-14T10:00:00,SUCCESS,RCT959313
EPOS-00006507,BEN-000711,FPS-0432,2026-02,RICE,4,2026-02-14T14:00:00,SUCCESS,RCT168002
EPOS-00006508,BEN-000711,FPS-0432,2026-02,WHEAT,3,2026-02-22T16:00:00,SUCCESS,RCT635065
EPOS-00006509,BEN-007386,FPS-0432,2026-02,RICE,20,2026-02-18T10:00:00,SUCCESS,RCT752004
EPOS-00006510,BEN-007386,FPS-0432,2026-02,WHEAT,11,2026-02-14T09:00:00,SUCCESS,RCT346337
EPOS-00006511,BEN-008987,FPS-0432,2026-02,RICE,18,2026-02-19T12:00:00,CANCELLED,RCT551009
EPOS-00006512,BEN-008987,FPS-0432,2026-02,WHEAT,12,2026-02-12T11:00:00,SUCCESS,RCT286326
EPOS-00006513,BEN-002057,FPS-0432,2026-02,RICE,18,2026-02-21T14:00:00,SUCCESS,RCT802688
EPOS-00006514,BEN-002057,FPS-0432,2026-02,WHEAT,11,2026-02-23T09:00:00,SUCCESS,RCT492966
EPOS-00006515,BEN-006837,FPS-0432,2026-02,RICE,5,2026-02-18T12:00:00,CANCELLED,RCT356546
EPOS-00006516,BEN-006837,FPS-0432,2026-02,WHEAT,3,2026-02-24T09:00:00,SUCCESS,RCT257040
EPOS-00006517,BEN-006003,FPS-0432,2026-02,RICE,14,2026-02-12T17:00:00,SUCCESS,RCT953153
EPOS-00006518,BEN-006003,FPS-0432,2026-02,WHEAT,7,2026-02-16T16:00:00,SUCCESS,RCT830649
EPOS-00006519,BEN-009958,FPS-0432,2026-02,RICE,11,2026-02-23T17:00:00,SUCCESS,RCT788560
EPOS-00006520,BEN-009958,FPS-0432,2026-02,WHEAT,10,2026-02-12T12:00:00,SUCCESS,RCT915972
EPOS-00006521,BEN-004555,FPS-0432,2026-02,RICE,9,2026-02-23T09:00:00,CANCELLED,RCT474878
EPOS-00006522,BEN-004555,FPS-0432,2026-02,WHEAT,7,2026-02-25T09:00:00,SUCCESS,RCT701506
EPOS-00006523,BEN-002255,FPS-0432,2026-02,RICE,16,2026-02-15T11:00:00,SUCCESS,RCT431080
EPOS-00006524,BEN-002255,FPS-0432,2026-02,WHEAT,12,2026-02-14T17:00:00,SUCCESS,RCT996335
EPOS-00006525,BEN-002917,FPS-0432,2026-02,RICE,17,2026-02-13T11:00:00,SUCCESS,RCT204990
EPOS-00006526,BEN-002917,FPS-0432,2026-02,WHEAT,13,2026-02-17T13:00:00,SUCCESS,RCT756375
EPOS-00006527,BEN-009960,FPS-0432,2026-02,RICE,14,2026-02-21T11:00:00,SUCCESS,RCT388305
EPOS-00006528,BEN-009960,FPS-0432,2026-02,WHEAT,4,2026-02-18T11:00:00,CANCELLED,RCT674250
EPOS-00006529,BEN-008705,FPS-0432,2026-02,RICE,20,2026-02-11T12:00:00,CANCELLED,RCT897194
EPOS-00006530,BEN-008705,FPS-0432,2026-02,WHEAT,12,2026-02-22T17:00:00,SUCCESS,RCT481404
EPOS-00006531,BEN-006680,FPS-0432,2026-02,RICE,8,2026-02-19T15:00:00,SUCCESS,RCT136264
EPOS-00006532,BEN-006680,FPS-0432,2026-02,WHEAT,2,2026-02-10T16:00:00,SUCCESS,RCT762985
EPOS-00006533,BEN-008931,FPS-0311,2026-02,RICE,14,2026-02-20T10:00:00,SUCCESS,RCT402010
EPOS-00006534,BEN-008931,FPS-0311,2026-02,WHEAT,7,2026-02-14T09:00:00,SUCCESS,RCT241176
EPOS-00006535,BEN-002622,FPS-0311,2026-02,RICE,8,2026-02-14T10:00:00,SUCCESS,RCT369122
EPOS-00006536,BEN-002622,FPS-0311,2026-02,WHEAT,5,2026-02-18T11:00:00,SUCCESS,RCT220702
EPOS-00006537,BEN-007555,FPS-0311,2026-02,RICE,12,2026-02-20T14:00:00,SUCCESS,RCT211211
EPOS-00006538,BEN-007555,FPS-0311,2026-02,WHEAT,8,2026-02-23T14:00:00,SUCCESS,RCT325708
EPOS-00006539,BEN-003882,FPS-0311,2026-02,RICE,7,2026-02-15T13:00:00,CANCELLED,RCT133539
EPOS-00006540,BEN-003882,FPS-0311,2026-02,WHEAT,4,2026-02-14T12:00:00,SUCCESS,RCT870342
EPOS-00006541,BEN-003306,FPS-0311,2026-02,RICE,16,2026-02-22T14:00:00,SUCCESS,RCT107665
EPOS-00006542,BEN-003306,FPS-0311,2026-02,WHEAT,11,2026-02-15T11:00:00,SUCCESS,RCT309295
EPOS-00006543,BEN-003584,FPS-0311,2026-02,RICE,14,2026-02-23T17:00:00,SUCCESS,RCT838838
EPOS-00006544,BEN-003584,FPS-0311,2026-02,WHEAT,9,2026-02-25T16:00:00,SUCCESS,RCT125455
EPOS-00006545,BEN-004346,FPS-0311,2026-02,RICE,13,2026-02-13T15:00:00,SUCCESS,RCT936368
EPOS-00006546,BEN-004346,FPS-0311,2026-02,WHEAT,9,2026-02-22T13:00:00,FAILED,RCT506584
EPOS-00006547,BEN-004363,FPS-0311,2026-02,RICE,20,2026-02-13T12:00:00,SUCCESS,RCT202062
EPOS-00006548,BEN-004363,FPS-0311,2026-02,WHEAT,11,2026-02-18T16:00:00,SUCCESS,RCT913230
EPOS-00006549,BEN-009175,FPS-0311,2026-02,RICE,5,2026-02-25T15:00:00,SUCCESS,RCT586659
EPOS-00006550,BEN-009175,FPS-0311,2026-02,WHEAT,3,2026-02-13T15:00:00,SUCCESS,RCT224536
EPOS-00006551,BEN-001396,FPS-0311,2026-02,RICE,5,2026-02-14T13:00:00,SUCCESS,RCT813244
EPOS-00006552,BEN-001396,FPS-0311,2026-02,WHEAT,3,2026-02-20T09:00:00,SUCCESS,RCT647863
EPOS-00006553,BEN-007723,FPS-0311,2026-02,RICE,8,2026-02-18T15:00:00,SUCCESS,RCT102077
EPOS-00006554,BEN-007723,FPS-0311,2026-02,WHEAT,4,2026-02-20T14:00:00,SUCCESS,RCT131091
EPOS-00006555,BEN-004752,FPS-0311,2026-02,RICE,5,2026-02-17T15:00:00,SUCCESS,RCT810571
EPOS-00006556,BEN-004752,FPS-0311,2026-02,WHEAT,3,2026-02-24T15:00:00,SUCCESS,RCT954001
EPOS-00006557,BEN-002169,FPS-0311,2026-02,RICE,6,2026-02-21T14:00:00,FAILED,RCT540892
EPOS-00006558,BEN-002169,FPS-0311,2026-02,WHEAT,7,2026-02-19T13:00:00,CANCELLED,RCT534918
EPOS-00006559,BEN-005597,FPS-0311,2026-02,RICE,9,2026-02-11T10:00:00,SUCCESS,RCT601333
EPOS-00006560,BEN-005597,FPS-0311,2026-02,WHEAT,2,2026-02-14T13:00:00,FAILED,RCT703036
EPOS-00006561,BEN-007530,FPS-0349,2026-02,RICE,12,2026-02-16T09:00:00,SUCCESS,RCT708533
EPOS-00006562,BEN-007530,FPS-0349,2026-02,WHEAT,8,2026-02-11T11:00:00,SUCCESS,RCT189983
EPOS-00006563,BEN-002539,FPS-0349,2026-02,RICE,12,2026-02-22T15:00:00,CANCELLED,RCT679590
EPOS-00006564,BEN-002539,FPS-0349,2026-02,WHEAT,8,2026-02-18T09:00:00,SUCCESS,RCT726459
EPOS-00006565,BEN-007864,FPS-0349,2026-02,RICE,10,2026-02-18T15:00:00,FAILED,RCT145828
EPOS-00006566,BEN-007864,FPS-0349,2026-02,WHEAT,6,2026-02-15T10:00:00,FAILED,RCT979789
EPOS-00006567,BEN-004289,FPS-0349,2026-02,RICE,18,2026-02-17T12:00:00,SUCCESS,RCT506124
EPOS-00006568,BEN-004289,FPS-0349,2026-02,WHEAT,9,2026-02-19T09:00:00,CANCELLED,RCT604936
EPOS-00006569,BEN-006299,FPS-0349,2026-02,RICE,8,2026-02-24T13:00:00,SUCCESS,RCT563698
EPOS-00006570,BEN-006299,FPS-0349,2026-02,WHEAT,4,2026-02-22T12:00:00,SUCCESS,RCT475276
EPOS-00006571,BEN-003683,FPS-0349,2026-02,RICE,4,2026-02-22T12:00:00,SUCCESS,RCT523046
EPOS-00006572,BEN-003683,FPS-0349,2026-02,WHEAT,4,2026-02-24T17:00:00,SUCCESS,RCT133936
EPOS-00006573,BEN-007802,FPS-0349,2026-02,RICE,4,2026-02-24T17:00:00,SUCCESS,RCT577848
EPOS-00006574,BEN-007802,FPS-0349,2026-02,WHEAT,2,2026-02-18T17:00:00,SUCCESS,RCT471086
EPOS-00006575,BEN-000141,FPS-0349,2026-02,RICE,9,2026-02-25T15:00:00,FAILED,RCT456954
EPOS-00006576,BEN-000141,FPS-0349,2026-02,WHEAT,8,2026-02-21T15:00:00,SUCCESS,RCT995344
EPOS-00006577,BEN-001532,FPS-0349,2026-02,RICE,9,2026-02-21T17:00:00,FAILED,RCT281598
EPOS-00006578,BEN-001532,FPS-0349,2026-02,WHEAT,7,2026-02-17T14:00:00,SUCCESS,RCT119298
EPOS-00006579,BEN-009690,FPS-0349,2026-02,RICE,12,2026-02-10T13:00:00,FAILED,RCT579957
EPOS-00006580,BEN-009690,FPS-0349,2026-02,WHEAT,8,2026-02-21T16:00:00,SUCCESS,RCT340963
EPOS-00006581,BEN-006522,FPS-0349,2026-02,RICE,8,2026-02-20T12:00:00,SUCCESS,RCT316254
EPOS-00006582,BEN-006522,FPS-0349,2026-02,WHEAT,5,2026-02-13T15:00:00,SUCCESS,RCT481749
EPOS-00006583,BEN-002699,FPS-0363,2026-02,RICE,11,2026-02-18T14:00:00,SUCCESS,RCT841711
EPOS-00006584,BEN-002699,FPS-0363,2026-02,WHEAT,6,2026-02-21T14:00:00,SUCCESS,RCT645841
EPOS-00006585,BEN-004836,FPS-0363,2026-02,RICE,8,2026-02-17T16:00:00,SUCCESS,RCT423793
EPOS-00006586,BEN-004836,FPS-0363,2026-02,WHEAT,3,2026-02-11T13:00:00,SUCCESS,RCT819884
EPOS-00006587,BEN-008184,FPS-0363,2026-02,RICE,6,2026-02-14T12:00:00,SUCCESS,RCT212812
EPOS-00006588,BEN-008184,FPS-0363,2026-02,WHEAT,4,2026-02-11T11:00:00,FAILED,RCT846514
EPOS-00006589,BEN-001252,FPS-0363,2026-02,RICE,11,2026-02-17T17:00:00,SUCCESS,RCT245005
EPOS-00006590,BEN-001252,FPS-0363,2026-02,WHEAT,6,2026-02-10T11:00:00,SUCCESS,RCT509813
EPOS-00006591,BEN-002753,FPS-0363,2026-02,RICE,18,2026-02-20T16:00:00,SUCCESS,RCT376505
EPOS-00006592,BEN-002753,FPS-0363,2026-02,WHEAT,13,2026-02-16T11:00:00,SUCCESS,RCT305798
EPOS-00006593,BEN-005729,FPS-0363,2026-02,RICE,5,2026-02-13T17:00:00,SUCCESS,RCT834109
EPOS-00006594,BEN-005729,FPS-0363,2026-02,WHEAT,3,2026-02-19T17:00:00,SUCCESS,RCT945736
EPOS-00006595,BEN-007431,FPS-0363,2026-02,RICE,8,2026-02-19T14:00:00,SUCCESS,RCT101958
EPOS-00006596,BEN-007431,FPS-0363,2026-02,WHEAT,4,2026-02-18T09:00:00,SUCCESS,RCT988832
EPOS-00006597,BEN-007565,FPS-0363,2026-02,RICE,17,2026-02-20T11:00:00,SUCCESS,RCT741150
EPOS-00006598,BEN-007565,FPS-0363,2026-02,WHEAT,14,2026-02-23T15:00:00,CANCELLED,RCT963993
EPOS-00006599,BEN-008553,FPS-0363,2026-02,RICE,17,2026-02-10T16:00:00,SUCCESS,RCT436194
EPOS-00006600,BEN-008553,FPS-0363,2026-02,WHEAT,14,2026-02-10T11:00:00,FAILED,RCT240511
EPOS-00006601,BEN-006094,FPS-0411,2026-02,RICE,17,2026-02-22T14:00:00,SUCCESS,RCT802854
EPOS-00006602,BEN-006094,FPS-0411,2026-02,WHEAT,7,2026-02-13T16:00:00,SUCCESS,RCT338698
EPOS-00006603,BEN-006537,FPS-0411,2026-02,RICE,2,2026-02-14T12:00:00,SUCCESS,RCT566629
EPOS-00006604,BEN-006537,FPS-0411,2026-02,WHEAT,1,2026-02-17T16:00:00,SUCCESS,RCT949770
EPOS-00006605,BEN-007653,FPS-0411,2026-02,RICE,4,2026-02-13T14:00:00,SUCCESS,RCT761360
EPOS-00006606,BEN-007653,FPS-0411,2026-02,WHEAT,6,2026-02-12T17:00:00,SUCCESS,RCT818479
EPOS-00006607,BEN-009033,FPS-0411,2026-02,RICE,19,2026-02-11T15:00:00,SUCCESS,RCT300753
EPOS-00006608,BEN-009033,FPS-0411,2026-02,WHEAT,11,2026-02-17T11:00:00,SUCCESS,RCT707882
EPOS-00006609,BEN-003930,FPS-0411,2026-02,RICE,9,2026-02-25T16:00:00,SUCCESS,RCT594094
EPOS-00006610,BEN-003930,FPS-0411,2026-02,WHEAT,4,2026-02-15T14:00:00,SUCCESS,RCT484073
EPOS-00006611,BEN-007206,FPS-0411,2026-02,RICE,8,2026-02-11T10:00:00,CANCELLED,RCT892419
EPOS-00006612,BEN-007206,FPS-0411,2026-02,WHEAT,3,2026-02-17T11:00:00,SUCCESS,RCT618413
EPOS-00006613,BEN-007746,FPS-0411,2026-02,RICE,7,2026-02-11T16:00:00,SUCCESS,RCT567761
EPOS-00006614,BEN-007746,FPS-0411,2026-02,WHEAT,5,2026-02-14T15:00:00,SUCCESS,RCT711202
EPOS-00006615,BEN-000462,FPS-0411,2026-02,RICE,5,2026-02-16T12:00:00,FAILED,RCT893099
EPOS-00006616,BEN-000462,FPS-0411,2026-02,WHEAT,3,2026-02-13T12:00:00,SUCCESS,RCT901196
EPOS-00006617,BEN-005219,FPS-0411,2026-02,RICE,8,2026-02-12T10:00:00,SUCCESS,RCT241673
EPOS-00006618,BEN-005219,FPS-0411,2026-02,WHEAT,4,2026-02-19T11:00:00,SUCCESS,RCT970375
EPOS-00006619,BEN-007834,FPS-0450,2026-02,RICE,3,2026-02-18T12:00:00,SUCCESS,RCT630244
