manifest_item_id,manifest_id,fps_id,commodity,planned_kg,sequence_number,allocation_id
MI-0001816,MAN-000154,FPS-0064,RICE,134,2,ALLOC-0001327
MI-0001817,MAN-000154,FPS-0064,WHEAT,129,2,ALLOC-0001328
MI-0001818,MAN-000154,FPS-0189,RICE,228,3,ALLOC-0001577
MI-0001819,MAN-000154,FPS-0189,WHEAT,146,3,ALLOC-0001578
MI-0001820,MAN-000154,FPS-0039,RICE,186,4,ALLOC-0001277
MI-0001821,MAN-000154,FPS-0039,WHEAT,153,4,ALLOC-0001278
MI-0001822,MAN-000154,FPS-0339,RICE,137,5,ALLOC-0001877
MI-0001823,MAN-000154,FPS-0339,WHEAT,123,5,ALLOC-0001878
MI-0001824,MAN-000154,FPS-0014,RICE,130,6,ALLOC-0001227
MI-0001825,MAN-000154,FPS-0014,WHEAT,108,6,ALLOC-0001228
MI-0001826,MAN-000155,FPS-0414,RICE,208,1,ALLOC-0002027
MI-0001827,MAN-000155,FPS-0414,WHEAT,143,1,ALLOC-0002028
MI-0001828,MAN-000155,FPS-0564,RICE,150,2,ALLOC-0002327
MI-0001829,MAN-000155,FPS-0564,WHEAT,120,2,ALLOC-0002328
MI-0001830,MAN-000155,FPS-0539,RICE,190,3,ALLOC-0002277
MI-0001831,MAN-000155,FPS-0539,WHEAT,148,3,ALLOC-0002278
MI-0001832,MAN-000155,FPS-0114,RICE,162,4,ALLOC-0001427
MI-0001833,MAN-000155,FPS-0114,WHEAT,148,4,ALLOC-0001428
MI-0001834,MAN-000155,FPS-0264,RICE,98,5,ALLOC-0001727
MI-0001835,MAN-000155,FPS-0264,WHEAT,99,5,ALLOC-0001728
MI-0001836,MAN-000155,FPS-0389,RICE,148,6,ALLOC-0001977
MI-0001837,MAN-000155,FPS-0389,WHEAT,124,6,ALLOC-0001978
MI-0001838,MAN-000156,FPS-0239,RICE,174,1,ALLOC-0001677
MI-0001839,MAN-000156,FPS-0239,WHEAT,118,1,ALLOC-0001678
MI-0001840,MAN-000156,FPS-0139,RICE,166,2,ALLOC-0001477
MI-0001841,MAN-000156,FPS-0139,WHEAT,134,2,ALLOC-0001478
MI-0001842,MAN-000156,FPS-0214,RICE,126,3,ALLOC-0001627
MI-0001843,MAN-000156,FPS-0214,WHEAT,117,3,ALLOC-0001628
MI-0001844,MAN-000156,FPS-0364,RICE,175,4,ALLOC-0001927
MI-0001845,MAN-000156,FPS-0364,WHEAT,157,4,ALLOC-0001928
MI-0001846,MAN-000156,FPS-0439,RICE,179,5,ALLOC-0002077
MI-0001847,MAN-000156,FPS-0439,WHEAT,136,5,ALLOC-0002078
MI-0001848,MAN-000156,FPS-0489,RICE,190,6,ALLOC-0002177
MI-0001849,MAN-000156,FPS-0489,WHEAT,154,6,ALLOC-0002178
MI-0001850,MAN-000157,FPS-0315,RICE,167,1,ALLOC-0001829
MI-0001851,MAN-000157,FPS-0315,WHEAT,137,1,ALLOC-0001830
MI-0001852,MAN-000157,FPS-0540,RICE,123,2,ALLOC-0002279
MI-0001853,MAN-000157,FPS-0540,WHEAT,105,2,ALLOC-0002280
MI-0001854,MAN-000157,FPS-0365,RICE,139,3,ALLOC-0001929
MI-0001855,MAN-000157,FPS-0365,WHEAT,130,3,ALLOC-0001930
MI-0001856,MAN-000157,FPS-0015,RICE,144,4,ALLOC-0001229
MI-0001857,MAN-000157,FPS-0015,WHEAT,131,4,ALLOC-0001230
MI-0001858,MAN-000157,FPS-0065,RICE,155,5,ALLOC-0001329
MI-0001859,MAN-000157,FPS-0065,WHEAT,131,5,ALLOC-0001330
MI-0001860,MAN-000157,FPS-0115,RICE,131,6,ALLOC-0001429
MI-0001861,MAN-000157,FPS-0115,WHEAT,126,6,ALLOC-0001430
MI-0001862,MAN-000158,FPS-0565,RICE,152,1,ALLOC-0002329
MI-0001863,MAN-000158,FPS-0565,WHEAT,138,1,ALLOC-0002330
MI-0001864,MAN-000158,FPS-0490,RICE,187,2,ALLOC-0002179
MI-0001865,MAN-000158,FPS-0490,WHEAT,158,2,ALLOC-0002180
MI-0001866,MAN-000158,FPS-0265,RICE,194,3,ALLOC-0001729
MI-0001867,MAN-000158,FPS-0265,WHEAT,146,3,ALLOC-0001730
MI-0001868,MAN-000158,FPS-0340,RICE,135,4,ALLOC-0001879
MI-0001869,MAN-000158,FPS-0340,WHEAT,127,4,ALLOC-0001880
MI-0001870,MAN-000158,FPS-0440,RICE,174,5,ALLOC-0002079
MI-0001871,MAN-000158,FPS-0440,WHEAT,139,5,ALLOC-0002080
MI-0001872,MAN-000158,FPS-0390,RICE,189,6,ALLOC-0001979
MI-0001873,MAN-000158,FPS-0390,WHEAT,146,6,ALLOC-0001980
MI-0001874,MAN-000159,FPS-0190,RICE,129,1,ALLOC-0001579
MI-0001875,MAN-000159,FPS-0190,WHEAT,120,1,ALLOC-0001580
MI-0001876,MAN-000159,FPS-0165,RICE,156,2,ALLOC-0001529
MI-0001877,MAN-000159,FPS-0165,WHEAT,132,2,ALLOC-0001530
MI-0001878,MAN-000159,FPS-0090,RICE,153,3,ALLOC-0001379
MI-0001879,MAN-000159,FPS-0090,WHEAT,132,3,ALLOC-0001380
MI-0001880,MAN-000159,FPS-0140,RICE,143,4,ALLOC-0001479
MI-0001881,MAN-000159,FPS-0140,WHEAT,112,4,ALLOC-0001480
MI-0001882,MAN-000159,FPS-0465,RICE,142,5,ALLOC-0002129
MI-0001883,MAN-000159,FPS-0465,WHEAT,123,5,ALLOC-0002130
MI-0001884,MAN-000159,FPS-0215,RICE,141,6,ALLOC-0001629
MI-0001885,MAN-000159,FPS-0215,WHEAT,120,6,ALLOC-0001630
MI-0001886,MAN-000160,FPS-0590,RICE,156,1,ALLOC-0002379
MI-0001887,MAN-000160,FPS-0590,WHEAT,126,1,ALLOC-0002380
MI-0001888,MAN-000160,FPS-0240,RICE,226,2,ALLOC-0001679
MI-0001889,MAN-000160,FPS-0240,WHEAT,174,2,ALLOC-0001680
MI-0001890,MAN-000160,FPS-0515,RICE,109,3,ALLOC-0002229
MI-0001891,MAN-000160,FPS-0515,WHEAT,99,3,ALLOC-0002230
MI-0001892,MAN-000160,FPS-0415,RICE,172,4,ALLOC-0002029
MI-0001893,MAN-000160,FPS-0415,WHEAT,143,4,ALLOC-0002030
MI-0001894,MAN-000160,FPS-0040,RICE,152,5,ALLOC-0001279
MI-0001895,MAN-000160,FPS-0040,WHEAT,128,5,ALLOC-0001280
MI-0001896,MAN-000160,FPS-0290,RICE,178,6,ALLOC-0001779
MI-0001897,MAN-000160,FPS-0290,WHEAT,141,6,ALLOC-0001780
MI-0001898,MAN-000161,FPS-0091,RICE,152,1,ALLOC-0001381
MI-0001899,MAN-000161,FPS-0091,WHEAT,132,1,ALLOC-0001382
MI-0001900,MAN-000161,FPS-0441,RICE,264,2,ALLOC-0002081
MI-0001901,MAN-000161,FPS-0441,WHEAT,181,2,ALLOC-0002082
MI-0001902,MAN-000161,FPS-0491,RICE,172,3,ALLOC-0002181
MI-0001903,MAN-000161,FPS-0491,WHEAT,134,3,ALLOC-0002182
MI-0001904,MAN-000161,FPS-0266,RICE,136,4,ALLOC-0001731
MI-0001905,MAN-000161,FPS-0266,WHEAT,125,4,ALLOC-0001732
MI-0001906,MAN-000161,FPS-0566,RICE,141,5,ALLOC-0002331
MI-0001907,MAN-000161,FPS-0566,WHEAT,123,5,ALLOC-0002332
MI-0001908,MAN-000161,FPS-0591,RICE,146,6,ALLOC-0002381
MI-0001909,MAN-000161,FPS-0591,WHEAT,126,6,ALLOC-0002382
MI-0001910,MAN-000162,FPS-0316,RICE,126,1,ALLOC-0001831
MI-0001911,MAN-000162,FPS-0316,WHEAT,122,1,ALLOC-0001832
MI-0001912,MAN-000162,FPS-0516,RICE,134,2,ALLOC-0002231
MI-0001913,MAN-000162,FPS-0516,WHEAT,139,2,ALLOC-0002232
MI-0001914,MAN-000162,FPS-0041,RICE,146,3,ALLOC-0001281
MI-0001915,MAN-000162,FPS-0041,WHEAT,133,3,ALLOC-0001282
MI-0001916,MAN-000162,FPS-0291,RICE,151,4,ALLOC-0001781
MI-0001917,MAN-000162,FPS-0291,WHEAT,122,4,ALLOC-0001782
MI-0001918,MAN-000162,FPS-0191,RICE,135,5,ALLOC-0001581
MI-0001919,MAN-000162,FPS-0191,WHEAT,121,5,ALLOC-0001582
MI-0001920,MAN-000162,FPS-0241,RICE,159,6,ALLOC-0001681
MI-0001921,MAN-000162,FPS-0241,WHEAT,141,6,ALLOC-0001682
MI-0001922,MAN-000163,FPS-0466,RICE,134,1,ALLOC-0002131
MI-0001923,MAN-000163,FPS-0466,WHEAT,126,1,ALLOC-0002132
MI-0001924,MAN-000163,FPS-0116,RICE,138,2,ALLOC-0001431
MI-0001925,MAN-000163,FPS-0116,WHEAT,119,2,ALLOC-0001432
MI-0001926,MAN-000163,FPS-0216,RICE,151,3,ALLOC-0001631
MI-0001927,MAN-000163,FPS-0216,WHEAT,134,3,ALLOC-0001632
MI-0001928,MAN-000163,FPS-0066,RICE,168,4,ALLOC-0001331
MI-0001929,MAN-000163,FPS-0066,WHEAT,136,4,ALLOC-0001332
MI-0001930,MAN-000163,FPS-0541,RICE,147,5,ALLOC-0002281
MI-0001931,MAN-000163,FPS-0541,WHEAT,124,5,ALLOC-0002282
MI-0001932,MAN-000163,FPS-0391,RICE,168,6,ALLOC-0001981
MI-0001933,MAN-000163,FPS-0391,WHEAT,131,6,ALLOC-0001982
MI-0001934,MAN-000164,FPS-0166,RICE,165,1,ALLOC-0001531
MI-0001935,MAN-000164,FPS-0166,WHEAT,137,1,ALLOC-0001532
MI-0001936,MAN-000164,FPS-0141,RICE,129,2,ALLOC-0001481
MI-0001937,MAN-000164,FPS-0141,WHEAT,123,2,ALLOC-0001482
MI-0001938,MAN-000164,FPS-0366,RICE,180,3,ALLOC-0001931
MI-0001939,MAN-000164,FPS-0366,WHEAT,151,3,ALLOC-0001932
MI-0001940,MAN-000164,FPS-0016,RICE,206,4,ALLOC-0001231
MI-0001941,MAN-000164,FPS-0016,WHEAT,157,4,ALLOC-0001232
MI-0001942,MAN-000164,FPS-0341,RICE,159,5,ALLOC-0001881
MI-0001943,MAN-000164,FPS-0341,WHEAT,143,5,ALLOC-0001882
MI-0001944,MAN-000164,FPS-0416,RICE,138,6,ALLOC-0002031
MI-0001945,MAN-000164,FPS-0416,WHEAT,126,6,ALLOC-0002032
MI-0001946,MAN-000165,FPS-0292,RICE,250,1,ALLOC-0001783
MI-0001947,MAN-000165,FPS-0292,WHEAT,160,1,ALLOC-0001784
MI-0001948,MAN-000165,FPS-0542,RICE,151,2,ALLOC-0002283
MI-0001949,MAN-000165,FPS-0542,WHEAT,129,2,ALLOC-0002284
MI-0001950,MAN-000165,FPS-0242,RICE,129,3,ALLOC-0001683
MI-0001951,MAN-000165,FPS-0242,WHEAT,98,3,ALLOC-0001684
MI-0001952,MAN-000165,FPS-0217,RICE,145,4,ALLOC-0001633
MI-0001953,MAN-000165,FPS-0217,WHEAT,122,4,ALLOC-0001634
MI-0001954,MAN-000165,FPS-0467,RICE,115,5,ALLOC-0002133
MI-0001955,MAN-000165,FPS-0467,WHEAT,104,5,ALLOC-0002134
MI-0001956,MAN-000165,FPS-0392,RICE,174,6,ALLOC-0001983
MI-0001957,MAN-000165,FPS-0392,WHEAT,148,6,ALLOC-0001984
MI-0001958,MAN-000166,FPS-0067,RICE,159,1,ALLOC-0001333
MI-0001959,MAN-000166,FPS-0067,WHEAT,132,1,ALLOC-0001334
MI-0001960,MAN-000166,FPS-0142,RICE,172,2,ALLOC-0001483
MI-0001961,MAN-000166,FPS-0142,WHEAT,137,2,ALLOC-0001484
MI-0001962,MAN-000166,FPS-0192,RICE,135,3,ALLOC-0001583
MI-0001963,MAN-000166,FPS-0192,WHEAT,113,3,ALLOC-0001584
MI-0001964,MAN-000166,FPS-0517,RICE,146,4,ALLOC-0002233
MI-0001965,MAN-000166,FPS-0517,WHEAT,125,4,ALLOC-0002234
MI-0001966,MAN-000166,FPS-0017,RICE,154,5,ALLOC-0001233
MI-0001967,MAN-000166,FPS-0017,WHEAT,128,5,ALLOC-0001234
MI-0001968,MAN-000166,FPS-0117,RICE,149,6,ALLOC-0001433
MI-0001969,MAN-000166,FPS-0117,WHEAT,148,6,ALLOC-0001434
MI-0001970,MAN-000167,FPS-0492,RICE,267,1,ALLOC-0002183
MI-0001971,MAN-000167,FPS-0492,WHEAT,185,1,ALLOC-0002184
MI-0001972,MAN-000167,FPS-0092,RICE,236,2,ALLOC-0001383
MI-0001973,MAN-000167,FPS-0092,WHEAT,160,2,ALLOC-0001384
MI-0001974,MAN-000167,FPS-0317,RICE,141,3,ALLOC-0001833
MI-0001975,MAN-000167,FPS-0317,WHEAT,121,3,ALLOC-0001834
MI-0001976,MAN-000167,FPS-0567,RICE,153,4,ALLOC-0002333
MI-0001977,MAN-000167,FPS-0567,WHEAT,130,4,ALLOC-0002334
MI-0001978,MAN-000167,FPS-0417,RICE,132,5,ALLOC-0002033
MI-0001979,MAN-000167,FPS-0417,WHEAT,128,5,ALLOC-0002034
MI-0001980,MAN-000167,FPS-0442,RICE,140,6,ALLOC-0002083
MI-0001981,MAN-000167,FPS-0442,WHEAT,118,6,ALLOC-0002084
MI-0001982,MAN-000168,FPS-0367,RICE,132,1,ALLOC-0001933
MI-0001983,MAN-000168,FPS-0367,WHEAT,131,1,ALLOC-0001934
MI-0001984,MAN-000168,FPS-0592,RICE,171,2,ALLOC-0002383
MI-0001985,MAN-000168,FPS-0592,WHEAT,144,2,ALLOC-0002384
MI-0001986,MAN-000168,FPS-0267,RICE,143,3,ALLOC-0001733
MI-0001987,MAN-000168,FPS-0267,WHEAT,120,3,ALLOC-0001734
MI-0001988,MAN-000168,FPS-0167,RICE,145,4,ALLOC-0001533
MI-0001989,MAN-000168,FPS-0167,WHEAT,134,4,ALLOC-0001534
MI-0001990,MAN-000168,FPS-0342,RICE,135,5,ALLOC-0001883
MI-0001991,MAN-000168,FPS-0342,WHEAT,121,5,ALLOC-0001884
MI-0001992,MAN-000168,FPS-0042,RICE,160,6,ALLOC-0001283
MI-0001993,MAN-000168,FPS-0042,WHEAT,143,6,ALLOC-0001284
MI-0001994,MAN-000169,FPS-0243,RICE,215,1,ALLOC-0001685
MI-0001995,MAN-000169,FPS-0243,WHEAT,150,1,ALLOC-0001686
MI-0001996,MAN-000169,FPS-0118,RICE,134,2,ALLOC-0001435
MI-0001997,MAN-000169,FPS-0118,WHEAT,115,2,ALLOC-0001436
MI-0001998,MAN-000169,FPS-0293,RICE,166,3,ALLOC-0001785
MI-0001999,MAN-000169,FPS-0293,WHEAT,134,3,ALLOC-0001786
MI-0002000,MAN-000169,FPS-0543,RICE,172,4,ALLOC-0002285
MI-0002001,MAN-000169,FPS-0543,WHEAT,138,4,ALLOC-0002286
MI-0002002,MAN-000169,FPS-0468,RICE,160,5,ALLOC-0002135
MI-0002003,MAN-000169,FPS-0468,WHEAT,146,5,ALLOC-0002136
MI-0002004,MAN-000169,FPS-0193,RICE,176,6,ALLOC-0001585
MI-0002005,MAN-000169,FPS-0193,WHEAT,143,6,ALLOC-0001586
MI-0002006,MAN-000170,FPS-0593,RICE,245,1,ALLOC-0002385
MI-0002007,MAN-000170,FPS-0593,WHEAT,172,1,ALLOC-0002386
MI-0002008,MAN-000170,FPS-0343,RICE,143,2,ALLOC-0001885
MI-0002009,MAN-000170,FPS-0343,WHEAT,133,2,ALLOC-0001886
MI-0002010,MAN-000170,FPS-0068,RICE,188,3,ALLOC-0001335
MI-0002011,MAN-000170,FPS-0068,WHEAT,141,3,ALLOC-0001336
MI-0002012,MAN-000170,FPS-0093,RICE,195,4,ALLOC-0001385
MI-0002013,MAN-000170,FPS-0093,WHEAT,145,4,ALLOC-0001386
MI-0002014,MAN-000170,FPS-0518,RICE,146,5,ALLOC-0002235
MI-0002015,MAN-000170,FPS-0518,WHEAT,135,5,ALLOC-0002236
MI-0002016,MAN-000170,FPS-0268,RICE,162,6,ALLOC-0001735
MI-0002017,MAN-000170,FPS-0268,WHEAT,135,6,ALLOC-0001736
MI-0002018,MAN-000171,FPS-0443,RICE,136,1,ALLOC-0002085
MI-0002019,MAN-000171,FPS-0443,WHEAT,124,1,ALLOC-0002086
MI-0002020,MAN-000171,FPS-0018,RICE,249,2,ALLOC-0001235
MI-0002021,MAN-000171,FPS-0018,WHEAT,189,2,ALLOC-0001236
MI-0002022,MAN-000171,FPS-0218,RICE,132,3,ALLOC-0001635
MI-0002023,MAN-000171,FPS-0218,WHEAT,126,3,ALLOC-0001636
MI-0002024,MAN-000171,FPS-0393,RICE,170,4,ALLOC-0001985
MI-0002025,MAN-000171,FPS-0393,WHEAT,140,4,ALLOC-0001986
MI-0002026,MAN-000171,FPS-0143,RICE,180,5,ALLOC-0001485
MI-0002027,MAN-000171,FPS-0143,WHEAT,140,5,ALLOC-0001486
MI-0002028,MAN-000171,FPS-0493,RICE,144,6,ALLOC-0002185
MI-0002029,MAN-000171,FPS-0493,WHEAT,126,6,ALLOC-0002186
MI-0002030,MAN-000172,FPS-0043,RICE,156,1,ALLOC-0001285
MI-0002031,MAN-000172,FPS-0043,WHEAT,137,1,ALLOC-0001286
MI-0002032,MAN-000172,FPS-0418,RICE,236,2,ALLOC-0002035
MI-0002033,MAN-000172,FPS-0418,WHEAT,165,2,ALLOC-0002036
MI-0002034,MAN-000172,FPS-0318,RICE,158,3,ALLOC-0001835
MI-0002035,MAN-000172,FPS-0318,WHEAT,140,3,ALLOC-0001836
MI-0002036,MAN-000172,FPS-0168,RICE,123,4,ALLOC-0001535
MI-0002037,MAN-000172,FPS-0168,WHEAT,120,4,ALLOC-0001536
MI-0002038,MAN-000172,FPS-0568,RICE,232,5,ALLOC-0002335
MI-0002039,MAN-000172,FPS-0568,WHEAT,151,5,ALLOC-0002336
MI-0002040,MAN-000172,FPS-0368,RICE,179,6,ALLOC-0001935
MI-0002041,MAN-000172,FPS-0368,WHEAT,141,6,ALLOC-0001936
MI-0002042,MAN-000173,FPS-0094,RICE,198,1,ALLOC-0001387
MI-0002043,MAN-000173,FPS-0094,WHEAT,135,1,ALLOC-0001388
MI-0002044,MAN-000173,FPS-0569,RICE,228,2,ALLOC-0002337
MI-0002045,MAN-000173,FPS-0569,WHEAT,147,2,ALLOC-0002338
MI-0002046,MAN-000173,FPS-0269,RICE,185,3,ALLOC-0001737
MI-0002047,MAN-000173,FPS-0269,WHEAT,137,3,ALLOC-0001738
MI-0002048,MAN-000173,FPS-0494,RICE,142,4,ALLOC-0002187
MI-0002049,MAN-000173,FPS-0494,WHEAT,130,4,ALLOC-0002188
MI-0002050,MAN-000173,FPS-0444,RICE,133,5,ALLOC-0002087
MI-0002051,MAN-000173,FPS-0444,WHEAT,111,5,ALLOC-0002088
MI-0002052,MAN-000173,FPS-0544,RICE,169,6,ALLOC-0002287
MI-0002053,MAN-000173,FPS-0544,WHEAT,139,6,ALLOC-0002288
MI-0002054,MAN-000174,FPS-0394,RICE,166,1,ALLOC-0001987
MI-0002055,MAN-000174,FPS-0394,WHEAT,125,1,ALLOC-0001988
MI-0002056,MAN-000174,FPS-0019,RICE,196,2,ALLOC-0001237
MI-0002057,MAN-000174,FPS-0019,WHEAT,155,2,ALLOC-0001238
MI-0002058,MAN-000174,FPS-0369,RICE,166,3,ALLOC-0001937
MI-0002059,MAN-000174,FPS-0369,WHEAT,146,3,ALLOC-0001938
MI-0002060,MAN-000174,FPS-0169,RICE,153,4,ALLOC-0001537
MI-0002061,MAN-000174,FPS-0169,WHEAT,128,4,ALLOC-0001538
MI-0002062,MAN-000174,FPS-0344,RICE,187,5,ALLOC-0001887
MI-0002063,MAN-000174,FPS-0344,WHEAT,144,5,ALLOC-0001888
MI-0002064,MAN-000174,FPS-0194,RICE,140,6,ALLOC-0001587
MI-0002065,MAN-000174,FPS-0194,WHEAT,113,6,ALLOC-0001588
MI-0002066,MAN-000175,FPS-0519,RICE,155,1,ALLOC-0002237
MI-0002067,MAN-000175,FPS-0519,WHEAT,133,1,ALLOC-0002238
MI-0002068,MAN-000175,FPS-0594,RICE,170,2,ALLOC-0002387
MI-0002069,MAN-000175,FPS-0594,WHEAT,149,2,ALLOC-0002388
MI-0002070,MAN-000175,FPS-0044,RICE,149,3,ALLOC-0001287
MI-0002071,MAN-000175,FPS-0044,WHEAT,140,3,ALLOC-0001288
MI-0002072,MAN-000175,FPS-0219,RICE,181,4,ALLOC-0001637
MI-0002073,MAN-000175,FPS-0219,WHEAT,150,4,ALLOC-0001638
MI-0002074,MAN-000175,FPS-0144,RICE,204,5,ALLOC-0001487
MI-0002075,MAN-000175,FPS-0144,WHEAT,144,5,ALLOC-0001488
MI-0002076,MAN-000175,FPS-0419,RICE,198,6,ALLOC-0002037
MI-0002077,MAN-000175,FPS-0419,WHEAT,146,6,ALLOC-0002038
MI-0002078,MAN-000176,FPS-0469,RICE,145,1,ALLOC-0002137
MI-0002079,MAN-000176,FPS-0469,WHEAT,123,1,ALLOC-0002138
MI-0002080,MAN-000176,FPS-0119,RICE,139,2,ALLOC-0001437
MI-0002081,MAN-000176,FPS-0119,WHEAT,127,2,ALLOC-0001438
MI-0002082,MAN-000176,FPS-0319,RICE,124,3,ALLOC-0001837
MI-0002083,MAN-000176,FPS-0319,WHEAT,118,3,ALLOC-0001838
MI-0002084,MAN-000176,FPS-0244,RICE,144,4,ALLOC-0001687
MI-0002085,MAN-000176,FPS-0244,WHEAT,133,4,ALLOC-0001688
MI-0002086,MAN-000176,FPS-0294,RICE,182,5,ALLOC-0001787
MI-0002087,MAN-000176,FPS-0294,WHEAT,145,5,ALLOC-0001788
MI-0002088,MAN-000176,FPS-0069,RICE,166,6,ALLOC-0001337
MI-0002089,MAN-000176,FPS-0069,WHEAT,138,6,ALLOC-0001338
MI-0002090,MAN-000177,FPS-0370,RICE,187,1,ALLOC-0001939
MI-0002091,MAN-000177,FPS-0370,WHEAT,139,1,ALLOC-0001940
MI-0002092,MAN-000177,FPS-0420,RICE,192,2,ALLOC-0002039
MI-0002093,MAN-000177,FPS-0420,WHEAT,161,2,ALLOC-0002040
MI-0002094,MAN-000177,FPS-0445,RICE,124,3,ALLOC-0002089
MI-0002095,MAN-000177,FPS-0445,WHEAT,111,3,ALLOC-0002090
MI-0002096,MAN-000177,FPS-0345,RICE,181,4,ALLOC-0001889
MI-0002097,MAN-000177,FPS-0345,WHEAT,146,4,ALLOC-0001890
MI-0002098,MAN-000177,FPS-0295,RICE,137,5,ALLOC-0001789
MI-0002099,MAN-000177,FPS-0295,WHEAT,119,5,ALLOC-0001790
MI-0002100,MAN-000177,FPS-0045,RICE,194,6,ALLOC-0001289
MI-0002101,MAN-000177,FPS-0045,WHEAT,164,6,ALLOC-0001290
MI-0002102,MAN-000178,FPS-0095,RICE,211,1,ALLOC-0001389
MI-0002103,MAN-000178,FPS-0095,WHEAT,154,1,ALLOC-0001390
MI-0002104,MAN-000178,FPS-0145,RICE,117,2,ALLOC-0001489
MI-0002105,MAN-000178,FPS-0145,WHEAT,121,2,ALLOC-0001490
MI-0002106,MAN-000178,FPS-0070,RICE,149,3,ALLOC-0001339
MI-0002107,MAN-000178,FPS-0070,WHEAT,145,3,ALLOC-0001340
MI-0002108,MAN-000178,FPS-0020,RICE,126,4,ALLOC-0001239
MI-0002109,MAN-000178,FPS-0020,WHEAT,119,4,ALLOC-0001240
MI-0002110,MAN-000178,FPS-0170,RICE,166,5,ALLOC-0001539
MI-0002111,MAN-000178,FPS-0170,WHEAT,149,5,ALLOC-0001540
MI-0002112,MAN-000178,FPS-0320,RICE,99,6,ALLOC-0001839
MI-0002113,MAN-000178,FPS-0320,WHEAT,102,6,ALLOC-0001840
MI-0002114,MAN-000179,FPS-0195,RICE,172,1,ALLOC-0001589
MI-0002115,MAN-000179,FPS-0195,WHEAT,154,1,ALLOC-0001590
MI-0002116,MAN-000179,FPS-0270,RICE,133,2,ALLOC-0001739
MI-0002117,MAN-000179,FPS-0270,WHEAT,110,2,ALLOC-0001740
MI-0002118,MAN-000179,FPS-0545,RICE,116,3,ALLOC-0002289
MI-0002119,MAN-000179,FPS-0545,WHEAT,110,3,ALLOC-0002290
MI-0002120,MAN-000179,FPS-0220,RICE,213,4,ALLOC-0001639
MI-0002121,MAN-000179,FPS-0220,WHEAT,144,4,ALLOC-0001640
MI-0002122,MAN-000179,FPS-0245,RICE,130,5,ALLOC-0001689
MI-0002123,MAN-000179,FPS-0245,WHEAT,117,5,ALLOC-0001690
MI-0002124,MAN-000179,FPS-0495,RICE,137,6,ALLOC-0002189
MI-0002125,MAN-000179,FPS-0495,WHEAT,119,6,ALLOC-0002190
MI-0002126,MAN-000180,FPS-0470,RICE,257,1,ALLOC-0002139
MI-0002127,MAN-000180,FPS-0470,WHEAT,186,1,ALLOC-0002140
MI-0002128,MAN-000180,FPS-0570,RICE,115,2,ALLOC-0002339
MI-0002129,MAN-000180,FPS-0570,WHEAT,109,2,ALLOC-0002340
MI-0002130,MAN-000180,FPS-0395,RICE,130,3,ALLOC-0001989
MI-0002131,MAN-000180,FPS-0395,WHEAT,120,3,ALLOC-0001990
MI-0002132,MAN-000180,FPS-0520,RICE,126,4,ALLOC-0002239
MI-0002133,MAN-000180,FPS-0520,WHEAT,113,4,ALLOC-0002240
MI-0002134,MAN-000180,FPS-0595,RICE,139,5,ALLOC-0002389
MI-0002135,MAN-000180,FPS-0595,WHEAT,127,5,ALLOC-0002390
MI-0002136,MAN-000180,FPS-0120,RICE,138,6,ALLOC-0001439
MI-0002137,MAN-000180,FPS-0120,WHEAT,123,6,ALLOC-0001440
MI-0002138,MAN-000181,FPS-0371,RICE,145,1,ALLOC-0001941
MI-0002139,MAN-000181,FPS-0371,WHEAT,124,1,ALLOC-0001942
MI-0002140,MAN-000181,FPS-0121,RICE,159,2,ALLOC-0001441
MI-0002141,MAN-000181,FPS-0121,WHEAT,133,2,ALLOC-0001442
MI-0002142,MAN-000181,FPS-0596,RICE,153,3,ALLOC-0002391
MI-0002143,MAN-000181,FPS-0596,WHEAT,150,3,ALLOC-0002392
MI-0002144,MAN-000181,FPS-0296,RICE,145,4,ALLOC-0001791
MI-0002145,MAN-000181,FPS-0296,WHEAT,122,4,ALLOC-0001792
MI-0002146,MAN-000181,FPS-0071,RICE,147,5,ALLOC-0001341
MI-0002147,MAN-000181,FPS-0071,WHEAT,132,5,ALLOC-0001342
MI-0002148,MAN-000181,FPS-0396,RICE,135,6,ALLOC-0001991
MI-0002149,MAN-000181,FPS-0396,WHEAT,118,6,ALLOC-0001992
MI-0002150,MAN-000182,FPS-0221,RICE,178,1,ALLOC-0001641
MI-0002151,MAN-000182,FPS-0221,WHEAT,151,1,ALLOC-0001642
MI-0002152,MAN-000182,FPS-0096,RICE,152,2,ALLOC-0001391
MI-0002153,MAN-000182,FPS-0096,WHEAT,138,2,ALLOC-0001392
MI-0002154,MAN-000182,FPS-0021,RICE,277,3,ALLOC-0001241
MI-0002155,MAN-000182,FPS-0021,WHEAT,189,3,ALLOC-0001242
MI-0002156,MAN-000182,FPS-0496,RICE,123,4,ALLOC-0002191
MI-0002157,MAN-000182,FPS-0496,WHEAT,110,4,ALLOC-0002192
MI-0002158,MAN-000182,FPS-0171,RICE,149,5,ALLOC-0001541
MI-0002159,MAN-000182,FPS-0171,WHEAT,129,5,ALLOC-0001542
MI-0002160,MAN-000182,FPS-0046,RICE,150,6,ALLOC-0001291
MI-0002161,MAN-000182,FPS-0046,WHEAT,129,6,ALLOC-0001292
MI-0002162,MAN-000183,FPS-0346,RICE,151,1,ALLOC-0001891
MI-0002163,MAN-000183,FPS-0346,WHEAT,125,1,ALLOC-0001892
MI-0002164,MAN-000183,FPS-0546,RICE,221,2,ALLOC-0002291
