inventory_id,location_type,location_id,commodity,opening_stock_kg,received_kg,dispatched_kg,distributed_kg,closing_stock_kg,cycle
INV-0002013,FPS,FPS-0257,RICE,56,119,0,82,93,2026-02
INV-0002014,FPS,FPS-0257,WHEAT,60,115,0,97,78,2026-02
INV-0002015,FPS,FPS-0258,RICE,167,136,0,98,205,2026-02
INV-0002016,FPS,FPS-0258,WHEAT,230,111,0,81,260,2026-02
INV-0002017,FPS,FPS-0259,RICE,64,125,0,97,92,2026-02
INV-0002018,FPS,FPS-0259,WHEAT,238,111,0,88,261,2026-02
INV-0002019,FPS,FPS-0260,RICE,275,107,0,70,312,2026-02
INV-0002020,FPS,FPS-0260,WHEAT,73,100,0,89,84,2026-02
INV-0002021,FPS,FPS-0261,RICE,221,104,0,78,247,2026-02
INV-0002022,FPS,FPS-0261,WHEAT,281,94,0,61,314,2026-02
INV-0002023,FPS,FPS-0262,RICE,267,144,0,122,289,2026-02
INV-0002024,FPS,FPS-0262,WHEAT,190,114,0,85,219,2026-02
INV-0002025,FPS,FPS-0263,RICE,135,130,0,87,178,2026-02
INV-0002026,FPS,FPS-0263,WHEAT,282,121,0,85,318,2026-02
INV-0002027,FPS,FPS-0264,RICE,89,88,0,57,120,2026-02
INV-0002028,FPS,FPS-0264,WHEAT,51,94,0,78,67,2026-02
INV-0002029,FPS,FPS-0265,RICE,194,179,0,112,261,2026-02
INV-0002030,FPS,FPS-0265,WHEAT,277,140,0,112,305,2026-02
INV-0002031,FPS,FPS-0266,RICE,238,128,0,115,251,2026-02
INV-0002032,FPS,FPS-0266,WHEAT,193,111,0,91,213,2026-02
INV-0002033,FPS,FPS-0267,RICE,241,137,0,105,273,2026-02
INV-0002034,FPS,FPS-0267,WHEAT,138,102,0,91,149,2026-02
INV-0002035,FPS,FPS-0268,RICE,114,141,0,120,135,2026-02
INV-0002036,FPS,FPS-0268,WHEAT,220,131,0,97,254,2026-02
INV-0002037,FPS,FPS-0269,RICE,193,157,0,124,226,2026-02
INV-0002038,FPS,FPS-0269,WHEAT,101,122,0,88,135,2026-02
INV-0002039,FPS,FPS-0270,RICE,105,132,0,81,156,2026-02
INV-0002040,FPS,FPS-0270,WHEAT,90,94,0,63,121,2026-02
INV-0002041,FPS,FPS-0271,RICE,250,159,0,113,296,2026-02
INV-0002042,FPS,FPS-0271,WHEAT,172,135,0,107,200,2026-02
INV-0002043,FPS,FPS-0272,RICE,277,232,0,198,311,2026-02
INV-0002044,FPS,FPS-0272,WHEAT,236,154,0,93,297,2026-02
INV-0002045,FPS,FPS-0273,RICE,261,217,0,131,347,2026-02
INV-0002046,FPS,FPS-0273,WHEAT,50,139,0,115,74,2026-02
INV-0002047,FPS,FPS-0274,RICE,292,128,0,81,339,2026-02
INV-0002048,FPS,FPS-0274,WHEAT,222,101,0,80,243,2026-02
INV-0002049,FPS,FPS-0275,RICE,231,134,0,115,250,2026-02
INV-0002050,FPS,FPS-0275,WHEAT,170,124,0,74,220,2026-02
INV-0002051,FPS,FPS-0276,RICE,67,0,0,0,67,2026-02
INV-0002052,FPS,FPS-0276,WHEAT,85,129,0,114,100,2026-02
INV-0002053,FPS,FPS-0277,RICE,254,151,0,92,313,2026-02
INV-0002054,FPS,FPS-0277,WHEAT,121,136,0,104,153,2026-02
INV-0002055,FPS,FPS-0278,RICE,262,131,0,112,281,2026-02
INV-0002056,FPS,FPS-0278,WHEAT,228,133,0,84,277,2026-02
INV-0002057,FPS,FPS-0279,RICE,96,243,0,201,138,2026-02
INV-0002058,FPS,FPS-0279,WHEAT,259,190,0,143,306,2026-02
INV-0002059,FPS,FPS-0280,RICE,182,146,0,90,238,2026-02
INV-0002060,FPS,FPS-0280,WHEAT,105,114,0,89,130,2026-02
INV-0002061,FPS,FPS-0281,RICE,254,148,0,92,310,2026-02
INV-0002062,FPS,FPS-0281,WHEAT,53,126,0,76,103,2026-02
INV-0002063,FPS,FPS-0282,RICE,242,188,0,125,305,2026-02
INV-0002064,FPS,FPS-0282,WHEAT,283,131,0,95,319,2026-02
INV-0002065,FPS,FPS-0283,RICE,124,155,0,116,163,2026-02
INV-0002066,FPS,FPS-0283,WHEAT,170,122,0,78,214,2026-02
INV-0002067,FPS,FPS-0284,RICE,159,141,0,102,198,2026-02
INV-0002068,FPS,FPS-0284,WHEAT,115,129,0,107,137,2026-02
INV-0002069,FPS,FPS-0285,RICE,73,157,0,117,113,2026-02
INV-0002070,FPS,FPS-0285,WHEAT,268,139,0,100,307,2026-02
INV-0002071,FPS,FPS-0286,RICE,135,135,0,105,165,2026-02
INV-0002072,FPS,FPS-0286,WHEAT,133,121,0,92,162,2026-02
INV-0002073,FPS,FPS-0287,RICE,268,249,0,193,324,2026-02
INV-0002074,FPS,FPS-0287,WHEAT,195,171,0,122,244,2026-02
INV-0002075,FPS,FPS-0288,RICE,271,126,0,105,292,2026-02
INV-0002076,FPS,FPS-0288,WHEAT,276,112,0,96,292,2026-02
INV-0002077,FPS,FPS-0289,RICE,133,111,0,81,163,2026-02
INV-0002078,FPS,FPS-0289,WHEAT,226,104,0,69,261,2026-02
INV-0002079,FPS,FPS-0290,RICE,291,173,0,104,360,2026-02
INV-0002080,FPS,FPS-0290,WHEAT,67,132,0,96,103,2026-02
INV-0002081,FPS,FPS-0291,RICE,99,130,0,109,120,2026-02
INV-0002082,FPS,FPS-0291,WHEAT,271,106,0,81,296,2026-02
INV-0002083,FPS,FPS-0292,RICE,175,229,0,163,241,2026-02
INV-0002084,FPS,FPS-0292,WHEAT,261,141,0,120,282,2026-02
INV-0002085,FPS,FPS-0293,RICE,150,159,0,125,184,2026-02
INV-0002086,FPS,FPS-0293,WHEAT,297,130,0,100,327,2026-02
INV-0002087,FPS,FPS-0294,RICE,260,171,0,135,296,2026-02
INV-0002088,FPS,FPS-0294,WHEAT,180,125,0,87,218,2026-02
INV-0002089,FPS,FPS-0295,RICE,239,124,0,82,281,2026-02
INV-0002090,FPS,FPS-0295,WHEAT,289,104,0,79,314,2026-02
INV-0002091,FPS,FPS-0296,RICE,170,133,0,92,211,2026-02
INV-0002092,FPS,FPS-0296,WHEAT,202,110,0,86,226,2026-02
INV-0002093,FPS,FPS-0297,RICE,187,121,0,85,223,2026-02
INV-0002094,FPS,FPS-0297,WHEAT,297,111,0,77,331,2026-02
INV-0002095,FPS,FPS-0298,RICE,267,150,0,98,319,2026-02
INV-0002096,FPS,FPS-0298,WHEAT,198,124,0,92,230,2026-02
INV-0002097,FPS,FPS-0299,RICE,136,127,0,91,172,2026-02
INV-0002098,FPS,FPS-0299,WHEAT,272,107,0,83,296,2026-02
INV-0002099,FPS,FPS-0300,RICE,263,170,0,117,316,2026-02
INV-0002100,FPS,FPS-0300,WHEAT,76,127,0,78,125,2026-02
INV-0002101,FPS,FPS-0301,RICE,213,0,0,0,213,2026-02
INV-0002102,FPS,FPS-0301,WHEAT,236,129,0,98,267,2026-02
INV-0002103,FPS,FPS-0302,RICE,175,140,0,105,210,2026-02
INV-0002104,FPS,FPS-0302,WHEAT,174,116,0,87,203,2026-02
INV-0002105,FPS,FPS-0303,RICE,138,121,0,83,176,2026-02
INV-0002106,FPS,FPS-0303,WHEAT,218,109,0,87,240,2026-02
INV-0002107,FPS,FPS-0304,RICE,226,161,0,140,247,2026-02
INV-0002108,FPS,FPS-0304,WHEAT,142,125,0,85,182,2026-02
INV-0002109,FPS,FPS-0305,RICE,113,132,0,118,127,2026-02
INV-0002110,FPS,FPS-0305,WHEAT,211,122,0,79,254,2026-02
INV-0002111,FPS,FPS-0306,RICE,55,124,0,98,81,2026-02
INV-0002112,FPS,FPS-0306,WHEAT,273,114,0,87,300,2026-02
INV-0002113,FPS,FPS-0307,RICE,243,155,0,113,285,2026-02
INV-0002114,FPS,FPS-0307,WHEAT,190,128,0,90,228,2026-02
INV-0002115,FPS,FPS-0308,RICE,84,154,0,110,128,2026-02
INV-0002116,FPS,FPS-0308,WHEAT,87,138,0,97,128,2026-02
INV-0002117,FPS,FPS-0309,RICE,243,161,0,143,261,2026-02
INV-0002118,FPS,FPS-0309,WHEAT,118,151,0,128,141,2026-02
INV-0002119,FPS,FPS-0310,RICE,139,129,0,108,160,2026-02
INV-0002120,FPS,FPS-0310,WHEAT,187,126,0,97,216,2026-02
INV-0002121,FPS,FPS-0311,RICE,135,216,0,179,172,2026-02
INV-0002122,FPS,FPS-0311,WHEAT,262,153,0,98,317,2026-02
INV-0002123,FPS,FPS-0312,RICE,228,178,0,110,296,2026-02
INV-0002124,FPS,FPS-0312,WHEAT,93,149,0,91,151,2026-02
INV-0002125,FPS,FPS-0313,RICE,56,159,0,98,117,2026-02
INV-0002126,FPS,FPS-0313,WHEAT,222,135,0,104,253,2026-02
INV-0002127,FPS,FPS-0314,RICE,88,154,0,94,148,2026-02
INV-0002128,FPS,FPS-0314,WHEAT,102,121,0,107,116,2026-02
INV-0002129,FPS,FPS-0315,RICE,196,151,0,94,253,2026-02
INV-0002130,FPS,FPS-0315,WHEAT,260,134,0,95,299,2026-02
INV-0002131,FPS,FPS-0316,RICE,180,111,0,89,202,2026-02
INV-0002132,FPS,FPS-0316,WHEAT,216,119,0,86,249,2026-02
INV-0002133,FPS,FPS-0317,RICE,140,123,0,104,159,2026-02
INV-0002134,FPS,FPS-0317,WHEAT,248,105,0,84,269,2026-02
INV-0002135,FPS,FPS-0318,RICE,61,140,0,92,109,2026-02
INV-0002136,FPS,FPS-0318,WHEAT,189,130,0,97,222,2026-02
INV-0002137,FPS,FPS-0319,RICE,265,108,0,93,280,2026-02
INV-0002138,FPS,FPS-0319,WHEAT,140,116,0,88,168,2026-02
INV-0002139,FPS,FPS-0320,RICE,159,95,0,70,184,2026-02
INV-0002140,FPS,FPS-0320,WHEAT,174,92,0,73,193,2026-02
INV-0002141,FPS,FPS-0321,RICE,208,161,0,120,249,2026-02
INV-0002142,FPS,FPS-0321,WHEAT,80,134,0,91,123,2026-02
INV-0002143,FPS,FPS-0322,RICE,290,171,0,126,335,2026-02
INV-0002144,FPS,FPS-0322,WHEAT,120,139,0,86,173,2026-02
INV-0002145,FPS,FPS-0323,RICE,217,153,0,125,245,2026-02
INV-0002146,FPS,FPS-0323,WHEAT,256,136,0,118,274,2026-02
INV-0002147,FPS,FPS-0324,RICE,200,124,0,79,245,2026-02
INV-0002148,FPS,FPS-0324,WHEAT,95,121,0,104,112,2026-02
INV-0002149,FPS,FPS-0325,RICE,298,134,0,112,320,2026-02
INV-0002150,FPS,FPS-0325,WHEAT,220,123,0,85,258,2026-02
INV-0002151,FPS,FPS-0326,RICE,122,0,0,0,122,2026-02
INV-0002152,FPS,FPS-0326,WHEAT,205,145,0,92,258,2026-02
INV-0002153,FPS,FPS-0327,RICE,167,186,0,133,220,2026-02
INV-0002154,FPS,FPS-0327,WHEAT,190,138,0,93,235,2026-02
INV-0002155,FPS,FPS-0328,RICE,157,141,0,117,181,2026-02
INV-0002156,FPS,FPS-0328,WHEAT,166,139,0,124,181,2026-02
INV-0002157,FPS,FPS-0329,RICE,50,119,0,85,84,2026-02
INV-0002158,FPS,FPS-0329,WHEAT,181,121,0,99,203,2026-02
INV-0002159,FPS,FPS-0330,RICE,221,121,0,94,248,2026-02
INV-0002160,FPS,FPS-0330,WHEAT,253,124,0,105,272,2026-02
INV-0002161,FPS,FPS-0331,RICE,127,144,0,96,175,2026-02
INV-0002162,FPS,FPS-0331,WHEAT,257,121,0,73,305,2026-02
INV-0002163,FPS,FPS-0332,RICE,79,168,0,102,145,2026-02
INV-0002164,FPS,FPS-0332,WHEAT,225,144,0,95,274,2026-02
INV-0002165,FPS,FPS-0333,RICE,233,278,0,198,313,2026-02
INV-0002166,FPS,FPS-0333,WHEAT,80,195,0,122,153,2026-02
INV-0002167,FPS,FPS-0334,RICE,184,176,0,135,225,2026-02
INV-0002168,FPS,FPS-0334,WHEAT,124,129,0,83,170,2026-02
INV-0002169,FPS,FPS-0335,RICE,92,202,0,141,153,2026-02
INV-0002170,FPS,FPS-0335,WHEAT,174,138,0,120,192,2026-02
INV-0002171,FPS,FPS-0336,RICE,260,176,0,122,314,2026-02
INV-0002172,FPS,FPS-0336,WHEAT,265,134,0,100,299,2026-02
INV-0002173,FPS,FPS-0337,RICE,165,115,0,86,194,2026-02
INV-0002174,FPS,FPS-0337,WHEAT,121,106,0,93,134,2026-02
INV-0002175,FPS,FPS-0338,RICE,212,163,0,128,247,2026-02
INV-0002176,FPS,FPS-0338,WHEAT,93,140,0,109,124,2026-02
INV-0002177,FPS,FPS-0339,RICE,116,124,0,100,140,2026-02
INV-0002178,FPS,FPS-0339,WHEAT,194,109,0,77,226,2026-02
INV-0002179,FPS,FPS-0340,RICE,94,126,0,97,123,2026-02
INV-0002180,FPS,FPS-0340,WHEAT,82,119,0,102,99,2026-02
INV-0002181,FPS,FPS-0341,RICE,158,138,0,119,177,2026-02
INV-0002182,FPS,FPS-0341,WHEAT,124,134,0,96,162,2026-02
INV-0002183,FPS,FPS-0342,RICE,226,127,0,102,251,2026-02
INV-0002184,FPS,FPS-0342,WHEAT,239,112,0,79,272,2026-02
INV-0002185,FPS,FPS-0343,RICE,209,122,0,94,237,2026-02
INV-0002186,FPS,FPS-0343,WHEAT,263,118,0,71,310,2026-02
INV-0002187,FPS,FPS-0344,RICE,269,171,0,123,317,2026-02
INV-0002188,FPS,FPS-0344,WHEAT,197,124,0,100,221,2026-02
INV-0002189,FPS,FPS-0345,RICE,167,155,0,101,221,2026-02
INV-0002190,FPS,FPS-0345,WHEAT,206,125,0,89,242,2026-02
INV-0002191,FPS,FPS-0346,RICE,95,140,0,121,114,2026-02
INV-0002192,FPS,FPS-0346,WHEAT,103,119,0,101,121,2026-02
INV-0002193,FPS,FPS-0347,RICE,215,188,0,151,252,2026-02
INV-0002194,FPS,FPS-0347,WHEAT,271,161,0,122,310,2026-02
INV-0002195,FPS,FPS-0348,RICE,139,186,0,142,183,2026-02
INV-0002196,FPS,FPS-0348,WHEAT,57,126,0,93,90,2026-02
INV-0002197,FPS,FPS-0349,RICE,254,168,0,122,300,2026-02
INV-0002198,FPS,FPS-0349,WHEAT,165,137,0,112,190,2026-02
INV-0002199,FPS,FPS-0350,RICE,215,150,0,129,236,2026-02
INV-0002200,FPS,FPS-0350,WHEAT,146,120,0,90,176,2026-02
INV-0002201,FPS,FPS-0351,RICE,149,0,0,0,149,2026-02
INV-0002202,FPS,FPS-0351,WHEAT,183,108,0,82,209,2026-02
INV-0002203,FPS,FPS-0352,RICE,262,157,0,132,287,2026-02
INV-0002204,FPS,FPS-0352,WHEAT,193,129,0,102,220,2026-02
INV-0002205,FPS,FPS-0353,RICE,191,132,0,104,219,2026-02
INV-0002206,FPS,FPS-0353,WHEAT,128,126,0,84,170,2026-02
INV-0002207,FPS,FPS-0354,RICE,226,137,0,86,277,2026-02
INV-0002208,FPS,FPS-0354,WHEAT,166,115,0,69,212,2026-02
INV-0002209,FPS,FPS-0355,RICE,262,141,0,125,278,2026-02
INV-0002210,FPS,FPS-0355,WHEAT,74,133,0,96,111,2026-02
INV-0002211,FPS,FPS-0356,RICE,110,159,0,108,161,2026-02
INV-0002212,FPS,FPS-0356,WHEAT,131,122,0,88,165,2026-02
INV-0002213,FPS,FPS-0357,RICE,258,208,0,164,302,2026-02
INV-0002214,FPS,FPS-0357,WHEAT,93,133,0,109,117,2026-02
INV-0002215,FPS,FPS-0358,RICE,247,184,0,126,305,2026-02
INV-0002216,FPS,FPS-0358,WHEAT,174,141,0,115,200,2026-02
INV-0002217,FPS,FPS-0359,RICE,117,235,0,145,207,2026-02
INV-0002218,FPS,FPS-0359,WHEAT,239,162,0,136,265,2026-02
INV-0002219,FPS,FPS-0360,RICE,55,130,0,111,74,2026-02
INV-0002220,FPS,FPS-0360,WHEAT,209,111,0,85,235,2026-02
INV-0002221,FPS,FPS-0361,RICE,188,148,0,89,247,2026-02
INV-0002222,FPS,FPS-0361,WHEAT,88,130,0,108,110,2026-02
INV-0002223,FPS,FPS-0362,RICE,142,134,0,93,183,2026-02
INV-0002224,FPS,FPS-0362,WHEAT,87,126,0,83,130,2026-02
INV-0002225,FPS,FPS-0363,RICE,61,163,0,137,87,2026-02
INV-0002226,FPS,FPS-0363,WHEAT,239,129,0,109,259,2026-02
INV-0002227,FPS,FPS-0364,RICE,145,150,0,99,196,2026-02
INV-0002228,FPS,FPS-0364,WHEAT,80,136,0,99,117,2026-02
INV-0002229,FPS,FPS-0365,RICE,244,129,0,97,276,2026-02
INV-0002230,FPS,FPS-0365,WHEAT,269,119,0,79,309,2026-02
INV-0002231,FPS,FPS-0366,RICE,221,155,0,109,267,2026-02
INV-0002232,FPS,FPS-0366,WHEAT,110,141,0,100,151,2026-02
INV-0002233,FPS,FPS-0367,RICE,156,127,0,89,194,2026-02
INV-0002234,FPS,FPS-0367,WHEAT,113,118,0,94,137,2026-02
INV-0002235,FPS,FPS-0368,RICE,62,177,0,143,96,2026-02
INV-0002236,FPS,FPS-0368,WHEAT,262,132,0,81,313,2026-02
INV-0002237,FPS,FPS-0369,RICE,113,156,0,101,168,2026-02
INV-0002238,FPS,FPS-0369,WHEAT,114,131,0,88,157,2026-02
INV-0002239,FPS,FPS-0370,RICE,126,170,0,142,154,2026-02
INV-0002240,FPS,FPS-0370,WHEAT,281,135,0,112,304,2026-02
INV-0002241,FPS,FPS-0371,RICE,101,131,0,114,118,2026-02
INV-0002242,FPS,FPS-0371,WHEAT,91,117,0,76,132,2026-02
INV-0002243,FPS,FPS-0372,RICE,60,98,0,71,87,2026-02
INV-0002244,FPS,FPS-0372,WHEAT,95,110,0,73,132,2026-02
INV-0002245,FPS,FPS-0373,RICE,291,140,0,94,337,2026-02
INV-0002246,FPS,FPS-0373,WHEAT,54,129,0,115,68,2026-02
INV-0002247,FPS,FPS-0374,RICE,191,137,0,121,207,2026-02
INV-0002248,FPS,FPS-0374,WHEAT,226,112,0,77,261,2026-02
INV-0002249,FPS,FPS-0375,RICE,55,173,0,129,99,2026-02
INV-0002250,FPS,FPS-0375,WHEAT,124,138,0,92,170,2026-02
INV-0002251,FPS,FPS-0376,RICE,274,0,0,0,274,2026-02
INV-0002252,FPS,FPS-0376,WHEAT,71,126,0,92,105,2026-02
INV-0002253,FPS,FPS-0377,RICE,238,155,0,122,271,2026-02
INV-0002254,FPS,FPS-0377,WHEAT,92,129,0,93,128,2026-02
INV-0002255,FPS,FPS-0378,RICE,275,199,0,147,327,2026-02
INV-0002256,FPS,FPS-0378,WHEAT,250,152,0,110,292,2026-02
INV-0002257,FPS,FPS-0379,RICE,201,120,0,102,219,2026-02
INV-0002258,FPS,FPS-0379,WHEAT,270,117,0,89,298,2026-02
INV-0002259,FPS,FPS-0380,RICE,264,164,0,118,310,2026-02
INV-0002260,FPS,FPS-0380,WHEAT,172,122,0,92,202,2026-02
INV-0002261,FPS,FPS-0381,RICE,75,162,0,113,124,2026-02
INV-0002262,FPS,FPS-0381,WHEAT,148,145,0,97,196,2026-02
INV-0002263,FPS,FPS-0382,RICE,94,127,0,105,116,2026-02
INV-0002264,FPS,FPS-0382,WHEAT,291,110,0,71,330,2026-02
INV-0002265,FPS,FPS-0383,RICE,249,130,0,95,284,2026-02
INV-0002266,FPS,FPS-0383,WHEAT,190,101,0,88,203,2026-02
INV-0002267,FPS,FPS-0384,RICE,172,232,0,190,214,2026-02
INV-0002268,FPS,FPS-0384,WHEAT,238,166,0,132,272,2026-02
INV-0002269,FPS,FPS-0385,RICE,125,199,0,176,148,2026-02
INV-0002270,FPS,FPS-0385,WHEAT,207,151,0,126,232,2026-02
INV-0002271,FPS,FPS-0386,RICE,296,155,0,110,341,2026-02
INV-0002272,FPS,FPS-0386,WHEAT,198,127,0,88,237,2026-02
INV-0002273,FPS,FPS-0387,RICE,255,268,0,162,361,2026-02
INV-0002274,FPS,FPS-0387,WHEAT,266,170,0,104,332,2026-02
INV-0002275,FPS,FPS-0388,RICE,100,134,0,99,135,2026-02
INV-0002276,FPS,FPS-0388,WHEAT,277,134,0,80,331,2026-02
INV-0002277,FPS,FPS-0389,RICE,123,129,0,100,152,2026-02
INV-0002278,FPS,FPS-0389,WHEAT,118,113,0,75,156,2026-02
INV-0002279,FPS,FPS-0390,RICE,208,183,0,131,260,2026-02
INV-0002280,FPS,FPS-0390,WHEAT,264,135,0,108,291,2026-02
INV-0002281,FPS,FPS-0391,RICE,55,148,0,105,98,2026-02
INV-0002282,FPS,FPS-0391,WHEAT,149,111,0,90,170,2026-02
INV-0002283,FPS,FPS-0392,RICE,174,152,0,126,200,2026-02
INV-0002284,FPS,FPS-0392,WHEAT,53,141,0,105,89,2026-02
INV-0002285,FPS,FPS-0393,RICE,236,147,0,119,264,2026-02
INV-0002286,FPS,FPS-0393,WHEAT,196,120,0,72,244,2026-02
INV-0002287,FPS,FPS-0394,RICE,234,158,0,108,284,2026-02
INV-0002288,FPS,FPS-0394,WHEAT,270,121,0,91,300,2026-02
INV-0002289,FPS,FPS-0395,RICE,58,117,0,85,90,2026-02
INV-0002290,FPS,FPS-0395,WHEAT,63,112,0,99,76,2026-02
INV-0002291,FPS,FPS-0396,RICE,77,126,0,109,94,2026-02
INV-0002292,FPS,FPS-0396,WHEAT,112,107,0,95,124,2026-02
INV-0002293,FPS,FPS-0397,RICE,273,145,0,88,330,2026-02
INV-0002294,FPS,FPS-0397,WHEAT,269,123,0,85,307,2026-02
INV-0002295,FPS,FPS-0398,RICE,149,135,0,93,191,2026-02
INV-0002296,FPS,FPS-0398,WHEAT,237,134,0,91,280,2026-02
INV-0002297,FPS,FPS-0399,RICE,124,136,0,82,178,2026-02
INV-0002298,FPS,FPS-0399,WHEAT,291,122,0,91,322,2026-02
INV-0002299,FPS,FPS-0400,RICE,84,204,0,150,138,2026-02
INV-0002300,FPS,FPS-0400,WHEAT,121,155,0,130,146,2026-02
INV-0002301,FPS,FPS-0401,RICE,126,0,0,0,126,2026-02
INV-0002302,FPS,FPS-0401,WHEAT,68,128,0,102,94,2026-02
INV-0002303,FPS,FPS-0402,RICE,160,131,0,95,196,2026-02
INV-0002304,FPS,FPS-0402,WHEAT,253,110,0,75,288,2026-02
INV-0002305,FPS,FPS-0403,RICE,269,123,0,109,283,2026-02
INV-0002306,FPS,FPS-0403,WHEAT,177,115,0,96,196,2026-02
INV-0002307,FPS,FPS-0404,RICE,279,121,0,81,319,2026-02
INV-0002308,FPS,FPS-0404,WHEAT,151,112,0,82,181,2026-02
INV-0002309,FPS,FPS-0405,RICE,243,165,0,147,261,2026-02
INV-0002310,FPS,FPS-0405,WHEAT,101,138,0,96,143,2026-02
INV-0002311,FPS,FPS-0406,RICE,176,227,0,147,256,2026-02
INV-0002312,FPS,FPS-0406,WHEAT,127,148,0,118,157,2026-02
INV-0002313,FPS,FPS-0407,RICE,227,122,0,73,276,2026-02
INV-0002314,FPS,FPS-0407,WHEAT,134,107,0,87,154,2026-02
INV-0002315,FPS,FPS-0408,RICE,134,128,0,90,172,2026-02
INV-0002316,FPS,FPS-0408,WHEAT,240,105,0,74,271,2026-02
INV-0002317,FPS,FPS-0409,RICE,228,121,0,85,264,2026-02
INV-0002318,FPS,FPS-0409,WHEAT,215,107,0,77,245,2026-02
INV-0002319,FPS,FPS-0410,RICE,269,198,0,132,335,2026-02
INV-0002320,FPS,FPS-0410,WHEAT,242,140,0,114,268,2026-02
INV-0002321,FPS,FPS-0411,RICE,211,123,0,96,238,2026-02
INV-0002322,FPS,FPS-0411,WHEAT,194,106,0,70,230,2026-02
INV-0002323,FPS,FPS-0412,RICE,185,187,0,144,228,2026-02
INV-0002324,FPS,FPS-0412,WHEAT,139,144,0,110,173,2026-02
INV-0002325,FPS,FPS-0413,RICE,231,148,0,117,262,2026-02
INV-0002326,FPS,FPS-0413,WHEAT,291,121,0,73,339,2026-02
INV-0002327,FPS,FPS-0414,RICE,215,200,0,161,254,2026-02
INV-0002328,FPS,FPS-0414,WHEAT,56,138,0,111,83,2026-02
INV-0002329,FPS,FPS-0415,RICE,111,170,0,148,133,2026-02
INV-0002330,FPS,FPS-0415,WHEAT,97,131,0,100,128,2026-02
INV-0002331,FPS,FPS-0416,RICE,159,129,0,104,184,2026-02
INV-0002332,FPS,FPS-0416,WHEAT,153,117,0,73,197,2026-02
INV-0002333,FPS,FPS-0417,RICE,63,114,0,71,106,2026-02
INV-0002334,FPS,FPS-0417,WHEAT,292,125,0,80,337,2026-02
INV-0002335,FPS,FPS-0418,RICE,245,221,0,192,274,2026-02
INV-0002336,FPS,FPS-0418,WHEAT,254,141,0,108,287,2026-02
INV-0002337,FPS,FPS-0419,RICE,159,173,0,121,211,2026-02
INV-0002338,FPS,FPS-0419,WHEAT,155,135,0,95,195,2026-02
INV-0002339,FPS,FPS-0420,RICE,99,191,0,132,158,2026-02
INV-0002340,FPS,FPS-0420,WHEAT,262,138,0,95,305,2026-02
INV-0002341,FPS,FPS-0421,RICE,220,164,0,137,247,2026-02
INV-0002342,FPS,FPS-0421,WHEAT,288,130,0,87,331,2026-02
INV-0002343,FPS,FPS-0422,RICE,80,151,0,122,109,2026-02
INV-0002344,FPS,FPS-0422,WHEAT,216,121,0,94,243,2026-02
INV-0002345,FPS,FPS-0423,RICE,88,147,0,124,111,2026-02
INV-0002346,FPS,FPS-0423,WHEAT,211,118,0,84,245,2026-02
INV-0002347,FPS,FPS-0424,RICE,170,163,0,98,235,2026-02
INV-0002348,FPS,FPS-0424,WHEAT,294,141,0,117,318,2026-02
INV-0002349,FPS,FPS-0425,RICE,246,143,0,101,288,2026-02
INV-0002350,FPS,FPS-0425,WHEAT,238,128,0,97,269,2026-02
INV-0002351,FPS,FPS-0426,RICE,264,0,0,0,264,2026-02
INV-0002352,FPS,FPS-0426,WHEAT,103,124,0,99,128,2026-02
INV-0002353,FPS,FPS-0427,RICE,106,131,0,88,149,2026-02
INV-0002354,FPS,FPS-0427,WHEAT,281,132,0,105,308,2026-02
INV-0002355,FPS,FPS-0428,RICE,198,137,0,97,238,2026-02
INV-0002356,FPS,FPS-0428,WHEAT,245,123,0,106,262,2026-02
INV-0002357,FPS,FPS-0429,RICE,64,123,0,105,82,2026-02
INV-0002358,FPS,FPS-0429,WHEAT,202,121,0,94,229,2026-02
INV-0002359,FPS,FPS-0430,RICE,226,131,0,114,243,2026-02
INV-0002360,FPS,FPS-0430,WHEAT,263,121,0,75,309,2026-02
INV-0002361,FPS,FPS-0431,RICE,89,112,0,89,112,2026-02
INV-0002362,FPS,FPS-0431,WHEAT,268,112,0,73,307,2026-02
INV-0002363,FPS,FPS-0432,RICE,125,247,0,216,156,2026-02
INV-0002364,FPS,FPS-0432,WHEAT,82,171,0,113,140,2026-02
INV-0002365,FPS,FPS-0433,RICE,293,131,0,112,312,2026-02
INV-0002366,FPS,FPS-0433,WHEAT,225,118,0,89,254,2026-02
INV-0002367,FPS,FPS-0434,RICE,285,177,0,134,328,2026-02
INV-0002368,FPS,FPS-0434,WHEAT,191,136,0,102,225,2026-02
INV-0002369,FPS,FPS-0435,RICE,129,148,0,90,187,2026-02
INV-0002370,FPS,FPS-0435,WHEAT,191,123,0,102,212,2026-02
INV-0002371,FPS,FPS-0436,RICE,220,139,0,91,268,2026-02
INV-0002372,FPS,FPS-0436,WHEAT,159,121,0,90,190,2026-02
INV-0002373,FPS,FPS-0437,RICE,157,148,0,120,185,2026-02
INV-0002374,FPS,FPS-0437,WHEAT,117,111,0,91,137,2026-02
INV-0002375,FPS,FPS-0438,RICE,141,129,0,107,163,2026-02
INV-0002376,FPS,FPS-0438,WHEAT,102,107,0,74,135,2026-02
INV-0002377,FPS,FPS-0439,RICE,141,157,0,132,166,2026-02
INV-0002378,FPS,FPS-0439,WHEAT,156,120,0,93,183,2026-02
